"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1,53.2,53.2,46.8,"Aeugst am Albis ZH","In Aeugst am Albis wird das Zivildienstgesetz mit 53,2 Prozent angenommen. Aeugst am Albis nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
2,86.4,86.4,13.6,"Affoltern am Albis ZH","In Affoltern am Albis ist das Zivildienstgesetz mit 86,4 Prozent der Stimmen angenommen worden. Affoltern am Albis nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
3,45,45,55,"Bonstetten ZH","In Bonstetten wird das Zivildienstgesetz mit 55 Prozent abgelehnt. Sowohl Bonstetten als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
4,55.4,55.4,44.6,"Hausen am Albis ZH","In Hausen am Albis wird das Zivildienstgesetz mit 55,4 Prozent angenommen. Hausen am Albis nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
5,68.1,68.1,31.9,"Hedingen ZH","Die Vorlage das Zivildienstgesetz ist in Hedingen mit 68,1 Prozent der Stimmen angenommen worden. Hedingen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
6,79.3,79.3,20.7,"Kappel am Albis ZH","In Kappel am Albis ist das Zivildienstgesetz mit 79,3 Prozent der Stimmen angenommen worden. Kappel am Albis nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
7,49.5,49.5,50.5,"Knonau ZH","Knonau hat das Zivildienstgesetz mit 50,5 Prozent Nein-Stimmen verworfen. Sowohl Knonau als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
8,78.2,78.2,21.8,"Maschwanden ZH","In Maschwanden wird das Zivildienstgesetz mit 78,2 Prozent angenommen. Maschwanden nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
9,55,55,45,"Mettmenstetten ZH","In Mettmenstetten wird das Zivildienstgesetz mit 55 Prozent angenommen. Mettmenstetten nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
10,41.4,41.4,58.6,"Obfelden ZH","Nein zum Zivildienstgesetz in Obfelden: 58,6 Prozent. Sowohl Obfelden als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
11,75.7,75.7,24.3,"Ottenbach ZH","Die Vorlage das Zivildienstgesetz ist in Ottenbach mit 75,7 Prozent der Stimmen angenommen worden. Ottenbach nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
12,39.4,39.4,60.6,"Rifferswil ZH","Rifferswil hat das Zivildienstgesetz mit 60,6 Prozent Nein-Stimmen verworfen. Sowohl Rifferswil als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
13,55.5,55.5,44.5,"Stallikon ZH","In Stallikon wird das Zivildienstgesetz mit 55,5 Prozent angenommen. Stallikon nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
14,16.7,16.7,83.3,"Wettswil am Albis ZH","Nein zum Zivildienstgesetz in Wettswil am Albis: 83,3 Prozent. Sowohl Wettswil am Albis als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
22,17.4,17.4,82.6,"Benken ZH","In Benken ZH hat das Zivildienstgesetz keine Mehrheit gefunden: 82,6 Prozent lehnen die Vorlage ab. Sowohl Benken ZH als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
23,46.7,46.7,53.3,"Berg am Irchel ZH","In Berg am Irchel wird das Zivildienstgesetz mit 53,3 Prozent abgelehnt. Sowohl Berg am Irchel als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
24,44.9,44.9,55.1,"Buch am Irchel ZH","55,1 Prozent der Stimmbürgerinnen und Stimmbürger von Buch am Irchel haben das Zivildienstgesetz abgelehnt. Sowohl Buch am Irchel als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
25,35,35,65,"Dachsen ZH","65 Prozent der Stimmbürgerinnen und Stimmbürger von Dachsen haben das Zivildienstgesetz abgelehnt. Sowohl Dachsen als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
26,58.4,58.4,41.6,"Dorf ZH","In Dorf wird das Zivildienstgesetz mit 58,4 Prozent angenommen. Dorf nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
27,49.9,49.9,50.1,"Feuerthalen ZH","In Feuerthalen wird das Zivildienstgesetz mit 50,1 Prozent abgelehnt. Sowohl Feuerthalen als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
28,69.5,69.5,30.5,"Flaach ZH","In Flaach wird das Zivildienstgesetz mit 69,5 Prozent angenommen. Flaach nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
29,92.8,92.8,7.2,"Flurlingen ZH","In Flurlingen ist das Zivildienstgesetz mit 92,8 Prozent der Stimmen angenommen worden. Flurlingen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
31,74.9,74.9,25.1,"Henggart ZH","In Henggart ist das Zivildienstgesetz mit 74,9 Prozent der Stimmen angenommen worden. Henggart nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
33,56,56,44,"Kleinandelfingen ZH","Die Vorlage das Zivildienstgesetz ist in Kleinandelfingen mit 56 Prozent der Stimmen angenommen worden. Kleinandelfingen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
34,48.4,48.4,51.6,"Laufen-Uhwiesen ZH","In Laufen-Uhwiesen wird das Zivildienstgesetz mit 51,6 Prozent abgelehnt. Sowohl Laufen-Uhwiesen als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
35,92.7,92.7,7.3,"Marthalen ZH","Die Vorlage das Zivildienstgesetz ist in Marthalen mit 92,7 Prozent der Stimmen angenommen worden. Marthalen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
37,54.8,54.8,45.2,"Ossingen ZH","Das Zivildienstgesetz erreicht in Ossingen 54,8 Prozent Ja-Stimmen. Ossingen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
38,38.1,38.1,61.9,"Rheinau ZH","Nein zum Zivildienstgesetz in Rheinau: 61,9 Prozent. Sowohl Rheinau als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
39,62.5,62.5,37.5,"Thalheim an der Thur ZH","In Thalheim an der Thur wird das Zivildienstgesetz mit 62,5 Prozent angenommen. Thalheim an der Thur nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
40,32.1,32.1,67.9,"Trüllikon ZH","67,9 Prozent der Stimmbürgerinnen und Stimmbürger von Trüllikon haben das Zivildienstgesetz abgelehnt. Sowohl Trüllikon als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
41,36.3,36.3,63.7,"Truttikon ZH","Nein zum Zivildienstgesetz in Truttikon: 63,7 Prozent. Sowohl Truttikon als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
43,94,94,6,"Volken ZH","In Volken wird das Zivildienstgesetz mit 94 Prozent angenommen. Volken nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
51,45.2,45.2,54.8,"Bachenbülach ZH","54,8 Prozent der Stimmbürgerinnen und Stimmbürger von Bachenbülach haben das Zivildienstgesetz abgelehnt. Sowohl Bachenbülach als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
52,99.1,99.1,0.9,"Bassersdorf ZH","In Bassersdorf wird das Zivildienstgesetz mit 99,1 Prozent angenommen. Bassersdorf nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
53,48.7,48.7,51.3,"Bülach ZH","In Bülach hat das Zivildienstgesetz keine Mehrheit gefunden: 51,3 Prozent lehnen die Vorlage ab. Sowohl Bülach als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
54,40.9,40.9,59.1,"Dietlikon ZH","59,1 Prozent der Stimmbürgerinnen und Stimmbürger von Dietlikon haben das Zivildienstgesetz abgelehnt. Sowohl Dietlikon als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
55,43.2,43.2,56.8,"Eglisau ZH","In Eglisau hat das Zivildienstgesetz keine Mehrheit gefunden: 56,8 Prozent lehnen die Vorlage ab. Sowohl Eglisau als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
56,57.8,57.8,42.2,"Embrach ZH","In Embrach wird das Zivildienstgesetz mit 57,8 Prozent angenommen. Embrach nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
57,44.5,44.5,55.5,"Freienstein-Teufen ZH","Freienstein-Teufen hat das Zivildienstgesetz mit 55,5 Prozent Nein-Stimmen verworfen. Sowohl Freienstein-Teufen als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
58,88.5,88.5,11.5,"Glattfelden ZH","In Glattfelden wird das Zivildienstgesetz mit 88,5 Prozent angenommen. Glattfelden nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
59,45.8,45.8,54.2,"Hochfelden ZH","Nein zum Zivildienstgesetz in Hochfelden: 54,2 Prozent. Sowohl Hochfelden als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
60,30.6,30.6,69.4,"Höri ZH","Nein zum Zivildienstgesetz in Höri: 69,4 Prozent. Sowohl Höri als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
61,62.3,62.3,37.7,"Hüntwangen ZH","In Hüntwangen wird das Zivildienstgesetz mit 62,3 Prozent angenommen. Hüntwangen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
62,64.2,64.2,35.8,"Kloten ZH","In Kloten wird das Zivildienstgesetz mit 64,2 Prozent angenommen. Kloten nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
63,56,56,44,"Lufingen ZH","In Lufingen wird das Zivildienstgesetz mit 56 Prozent angenommen. Lufingen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
64,57.4,57.4,42.6,"Nürensdorf ZH","In Nürensdorf wird das Zivildienstgesetz mit 57,4 Prozent angenommen. Nürensdorf nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
65,22.3,22.3,77.7,"Oberembrach ZH","In Oberembrach hat das Zivildienstgesetz keine Mehrheit gefunden: 77,7 Prozent lehnen die Vorlage ab. Sowohl Oberembrach als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
66,78.8,78.8,21.2,"Opfikon ZH","In Opfikon ist das Zivildienstgesetz mit 78,8 Prozent der Stimmen angenommen worden. Opfikon nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
67,16.6,16.6,83.4,"Rafz ZH","83,4 Prozent der Stimmbürgerinnen und Stimmbürger von Rafz haben das Zivildienstgesetz abgelehnt. Sowohl Rafz als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
68,30.6,30.6,69.4,"Rorbas ZH","Rorbas hat das Zivildienstgesetz mit 69,4 Prozent Nein-Stimmen verworfen. Sowohl Rorbas als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
69,47,47,53,"Wallisellen ZH","Nein zum Zivildienstgesetz in Wallisellen: 53 Prozent. Sowohl Wallisellen als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
70,38.9,38.9,61.1,"Wasterkingen ZH","Nein zum Zivildienstgesetz in Wasterkingen: 61,1 Prozent. Sowohl Wasterkingen als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
71,80.5,80.5,19.5,"Wil ZH","In Wil ZH wird das Zivildienstgesetz mit 80,5 Prozent angenommen. Wil ZH nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
72,35.1,35.1,64.9,"Winkel ZH","In Winkel wird das Zivildienstgesetz mit 64,9 Prozent abgelehnt. Sowohl Winkel als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
81,73.4,73.4,26.6,"Bachs ZH","In Bachs wird das Zivildienstgesetz mit 73,4 Prozent angenommen. Bachs nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
82,52.1,52.1,47.9,"Boppelsen ZH","In Boppelsen wird das Zivildienstgesetz mit 52,1 Prozent angenommen. Boppelsen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
83,64.9,64.9,35.1,"Buchs ZH","In Buchs ZH wird das Zivildienstgesetz mit 64,9 Prozent angenommen. Buchs ZH nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
84,74.2,74.2,25.8,"Dällikon ZH","Das Zivildienstgesetz erreicht in Dällikon 74,2 Prozent Ja-Stimmen. Dällikon nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
85,37.6,37.6,62.4,"Dänikon ZH","Nein zum Zivildienstgesetz in Dänikon: 62,4 Prozent. Sowohl Dänikon als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
86,48,48,52,"Dielsdorf ZH","Nein zum Zivildienstgesetz in Dielsdorf: 52 Prozent. Sowohl Dielsdorf als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
87,58.8,58.8,41.2,"Hüttikon ZH","Das Zivildienstgesetz erreicht in Hüttikon 58,8 Prozent Ja-Stimmen. Hüttikon nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
88,24.6,24.6,75.4,"Neerach ZH","75,4 Prozent der Stimmbürgerinnen und Stimmbürger von Neerach haben das Zivildienstgesetz abgelehnt. Sowohl Neerach als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
89,37,37,63,"Niederglatt ZH","In Niederglatt wird das Zivildienstgesetz mit 63 Prozent abgelehnt. Sowohl Niederglatt als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
90,38.5,38.5,61.5,"Niederhasli ZH","Niederhasli hat das Zivildienstgesetz mit 61,5 Prozent Nein-Stimmen verworfen. Sowohl Niederhasli als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
91,72.7,72.7,27.3,"Niederweningen ZH","In Niederweningen ist das Zivildienstgesetz mit 72,7 Prozent der Stimmen angenommen worden. Niederweningen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
92,76.5,76.5,23.5,"Oberglatt ZH","Die Vorlage das Zivildienstgesetz ist in Oberglatt mit 76,5 Prozent der Stimmen angenommen worden. Oberglatt nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
93,83.1,83.1,16.9,"Oberweningen ZH","In Oberweningen wird das Zivildienstgesetz mit 83,1 Prozent angenommen. Oberweningen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
94,85,85,15,"Otelfingen ZH","Die Vorlage das Zivildienstgesetz ist in Otelfingen mit 85 Prozent der Stimmen angenommen worden. Otelfingen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
95,19,19,81,"Regensberg ZH","81 Prozent der Stimmbürgerinnen und Stimmbürger von Regensberg haben das Zivildienstgesetz abgelehnt. Sowohl Regensberg als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
96,46.2,46.2,53.8,"Regensdorf ZH","53,8 Prozent der Stimmbürgerinnen und Stimmbürger von Regensdorf haben das Zivildienstgesetz abgelehnt. Sowohl Regensdorf als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
97,50.7,50.7,49.3,"Rümlang ZH","In Rümlang wird das Zivildienstgesetz mit 50,7 Prozent angenommen. Rümlang nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
98,39.7,39.7,60.3,"Schleinikon ZH","In Schleinikon hat das Zivildienstgesetz keine Mehrheit gefunden: 60,3 Prozent lehnen die Vorlage ab. Sowohl Schleinikon als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
99,99.6,99.6,0.4,"Schöfflisdorf ZH","Der dritthöchste Ja-Anteil zum Zivildienstgesetz in der Schweiz wird in Schöfflisdorf gemessen, 99,6 Prozent stimmen zu. Höchster Ja-Anteil zum Zivildienstgesetz im Kanton Zürich: Schöfflisdorf."
100,47.4,47.4,52.6,"Stadel ZH","Stadel hat das Zivildienstgesetz mit 52,6 Prozent Nein-Stimmen verworfen. Sowohl Stadel als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
101,70.2,70.2,29.8,"Steinmaur ZH","In Steinmaur wird das Zivildienstgesetz mit 70,2 Prozent angenommen. Steinmaur nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
102,50.6,50.6,49.4,"Weiach ZH","Das Zivildienstgesetz erreicht in Weiach 50,6 Prozent Ja-Stimmen. Weiach nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
111,44.1,44.1,55.9,"Bäretswil ZH","In Bäretswil hat das Zivildienstgesetz keine Mehrheit gefunden: 55,9 Prozent lehnen die Vorlage ab. Sowohl Bäretswil als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
112,28.2,28.2,71.8,"Bubikon ZH","In Bubikon hat das Zivildienstgesetz keine Mehrheit gefunden: 71,8 Prozent lehnen die Vorlage ab. Sowohl Bubikon als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
113,28.3,28.3,71.7,"Dürnten ZH","In Dürnten wird das Zivildienstgesetz mit 71,7 Prozent abgelehnt. Sowohl Dürnten als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
114,24.6,24.6,75.4,"Fischenthal ZH","Fischenthal hat das Zivildienstgesetz mit 75,4 Prozent Nein-Stimmen verworfen. Sowohl Fischenthal als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
115,48.6,48.6,51.4,"Gossau ZH","51,4 Prozent der Stimmbürgerinnen und Stimmbürger von Gossau ZH haben das Zivildienstgesetz abgelehnt. Sowohl Gossau ZH als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
116,72.7,72.7,27.3,"Grüningen ZH","Das Zivildienstgesetz erreicht in Grüningen 72,7 Prozent Ja-Stimmen. Grüningen nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
117,63.6,63.6,36.4,"Hinwil ZH","In Hinwil wird das Zivildienstgesetz mit 63,6 Prozent angenommen. Hinwil nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
118,46.2,46.2,53.8,"Rüti ZH","Rüti ZH hat das Zivildienstgesetz mit 53,8 Prozent Nein-Stimmen verworfen. Sowohl Rüti ZH als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
119,32,32,68,"Seegräben ZH","68 Prozent der Stimmbürgerinnen und Stimmbürger von Seegräben haben das Zivildienstgesetz abgelehnt. Sowohl Seegräben als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
120,4.2,4.2,95.8,"Wald ZH","In Wald ZH wird das Zivildienstgesetz mit 95,8 Prozent abgelehnt. Sowohl Wald ZH als auch der Kanton Zürich verwerfen das Zivildienstgesetz."
121,74.7,74.7,25.3,"Wetzikon ZH","In Wetzikon ZH wird das Zivildienstgesetz mit 74,7 Prozent angenommen. Wetzikon ZH nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
131,50,50,50,"Adliswil ZH","Die Vorlage das Zivildienstgesetz ist in Adliswil mit 50 Prozent der Stimmen angenommen worden. Adliswil nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
135,98.1,98.1,1.9,"Kilchberg ZH","In Kilchberg ZH wird das Zivildienstgesetz mit 98,1 Prozent angenommen. Kilchberg ZH nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
136,69,69,31,"Langnau am Albis ZH","In Langnau am Albis wird das Zivildienstgesetz mit 69 Prozent angenommen. Langnau am Albis nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
137,52.1,52.1,47.9,"Oberrieden ZH","In Oberrieden wird das Zivildienstgesetz mit 52,1 Prozent angenommen. Oberrieden nimmt das Zivildienstgesetz an, der Kanton Zürich lehnt es ab."
