"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
1,66.5,66.5,33.5,"Aeugst am Albis (ZH)","La population d'Aeugst am Albis approuve à 66,5 pour cent la réforme du service civil. Aeugst am Albis a approuvé la réforme, contrairement à son canton."
2,35.1,35.1,64.9,"Affoltern am Albis (ZH)","La réforme du service civil n'a pas convaincu à Affoltern am Albis. Les citoyens de la commune ont refusé le texte à 64,9 pour cent. Affoltern am Albis a rejeté la réforme, tout comme son canton."
3,39,39,61,"Bonstetten (ZH)","La réforme du service civil n'a pas convaincu à Bonstetten. Les citoyens de la commune ont refusé le texte à 61 pour cent. Bonstetten a rejeté la réforme, tout comme son canton."
4,42.8,42.8,57.2,"Hausen am Albis (ZH)","A Hausen am Albis, les citoyens rejettent à 57,2 pour cent la réforme du service civil. Hausen am Albis a rejeté la réforme, tout comme son canton."
5,64.2,64.2,35.8,"Hedingen (ZH)","Hedingen dit oui à 64,2 pour cent à la réforme du service civil. Hedingen a approuvé la réforme, contrairement à son canton."
6,56,56,44,"Kappel am Albis (ZH)","Les habitants de Kappel am Albis acceptent à 56 pour cent la réforme du service civil. Kappel am Albis a approuvé la réforme, contrairement à son canton."
7,39.1,39.1,60.9,"Knonau (ZH)","Les habitants de Knonau s'opposent à la réforme du service civil par 60,9 pour cent des voix. Knonau a rejeté la réforme, tout comme son canton."
8,37.8,37.8,62.2,"Maschwanden (ZH)","La population de Maschwanden rejette à 62,2 pour cent des voix la réforme du service civil. Maschwanden a rejeté la réforme, tout comme son canton."
9,97.4,97.4,2.6,"Mettmenstetten (ZH)","A Mettmenstetten, les habitants disent oui à 97,4 pour cent à la réforme du service civil. Mettmenstetten a approuvé la réforme, contrairement à son canton."
10,53.6,53.6,46.4,"Obfelden (ZH)","A Obfelden, les habitants disent oui à 53,6 pour cent à la réforme du service civil. Obfelden a approuvé la réforme, contrairement à son canton."
11,56.8,56.8,43.2,"Ottenbach (ZH)","Ottenbach dit oui à 56,8 pour cent à la réforme du service civil. Ottenbach a approuvé la réforme, contrairement à son canton."
12,8.9,8.9,91.1,"Rifferswil (ZH)","Les habitants de Rifferswil s'opposent à la réforme du service civil par 91,1 pour cent des voix. Rifferswil a rejeté la réforme, tout comme son canton."
13,80.2,80.2,19.8,"Stallikon (ZH)","A Stallikon, les habitants disent oui à 80,2 pour cent à la réforme du service civil. Stallikon a approuvé la réforme, contrairement à son canton."
14,40.5,40.5,59.5,"Wettswil am Albis (ZH)","La réforme du service civil est refusée à 59,5 pour cent à Wettswil am Albis. Wettswil am Albis a rejeté la réforme, tout comme son canton."
22,61.5,61.5,38.5,"Benken (ZH)","La réforme du service civil passe la rampe avec 61,5 pour cent de oui à Benken (ZH). Benken (ZH) a approuvé la réforme, contrairement à son canton."
23,75.6,75.6,24.4,"Berg am Irchel (ZH)","Les habitants de Berg am Irchel acceptent à 75,6 pour cent la réforme du service civil. Berg am Irchel a approuvé la réforme, contrairement à son canton."
24,85.2,85.2,14.8,"Buch am Irchel (ZH)","Les habitants de Buch am Irchel soutiennent à 85,2 pour cent la réforme du service civil. Buch am Irchel a approuvé la réforme, contrairement à son canton."
25,35.1,35.1,64.9,"Dachsen (ZH)","C'est non à la réforme du service civil à Dachsen. Les habitants ont refusé le texte à 64,9 pour cent. Dachsen a rejeté la réforme, tout comme son canton."
26,86.4,86.4,13.6,"Dorf (ZH)","La réforme du service civil est approuvée à Dorf par 86,4 pour cent des votants. Dorf a approuvé la réforme, contrairement à son canton."
27,83.7,83.7,16.3,"Feuerthalen (ZH)","Les habitants de Feuerthalen acceptent à 83,7 pour cent la réforme du service civil. Feuerthalen a approuvé la réforme, contrairement à son canton."
28,55.6,55.6,44.4,"Flaach (ZH)","La population de Flaach approuve à 55,6 pour cent la réforme du service civil. Flaach a approuvé la réforme, contrairement à son canton."
29,4.9,4.9,95.1,"Flurlingen (ZH)","La réforme du service civil n'a pas convaincu à Flurlingen. Les citoyens de la commune ont refusé le texte à 95,1 pour cent. Flurlingen a rejeté la réforme, tout comme son canton."
31,62.5,62.5,37.5,"Henggart (ZH)","Les habitants de Henggart acceptent à 62,5 pour cent la réforme du service civil. Henggart a approuvé la réforme, contrairement à son canton."
33,56.2,56.2,43.8,"Kleinandelfingen (ZH)","Kleinandelfingen dit oui à 56,2 pour cent à la réforme du service civil. Kleinandelfingen a approuvé la réforme, contrairement à son canton."
34,36.8,36.8,63.2,"Laufen-Uhwiesen (ZH)","La réforme du service civil n'a pas convaincu à Laufen-Uhwiesen. Les citoyens de la commune ont refusé le texte à 63,2 pour cent. Laufen-Uhwiesen a rejeté la réforme, tout comme son canton."
35,40.4,40.4,59.6,"Marthalen (ZH)","Les habitants de Marthalen s'opposent à la réforme du service civil par 59,6 pour cent des voix. Marthalen a rejeté la réforme, tout comme son canton."
37,94,94,6,"Ossingen (ZH)","La réforme du service civil passe la rampe avec 94 pour cent de oui à Ossingen. Ossingen a approuvé la réforme, contrairement à son canton."
38,36.6,36.6,63.4,"Rheinau (ZH)","La réforme du service civil est refusée à 63,4 pour cent à Rheinau. Rheinau a rejeté la réforme, tout comme son canton."
39,46,46,54,"Thalheim an der Thur (ZH)","La réforme du service civil est refusée à 54 pour cent à Thalheim an der Thur. Thalheim an der Thur a rejeté la réforme, tout comme son canton."
40,82,82,18,"Trüllikon (ZH)","Les habitants de Trüllikon soutiennent à 82 pour cent la réforme du service civil. Trüllikon a approuvé la réforme, contrairement à son canton."
41,81.6,81.6,18.4,"Truttikon (ZH)","A Truttikon, les habitants disent oui à 81,6 pour cent à la réforme du service civil. Truttikon a approuvé la réforme, contrairement à son canton."
