"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6601,61.6,61.6,38.4,"Aire-la-Ville (GE)","Les habitants d'Aire-la-Ville ont approuvé avec 61,6 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants d'Aire-la-Ville ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6602,55,55,45,"Anières (GE)","Les habitants d'Anières ont approuvé avec 55 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants d'Anières ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6603,49.8,49.8,50.2,"Avully (GE)","Les habitants d'Avully refusent à 50,2 pour cent l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants d'Avully ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
6604,54.1,54.1,45.9,"Avusy (GE)","C'est oui à 54,1 pour cent à Avusy à l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants d'Avusy ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6605,35.5,35.5,64.5,"Bardonnex (GE)","Les habitants de Bardonnex refusent à 64,5 pour cent l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Bardonnex ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
6606,97.6,97.6,2.4,"Bellevue (GE)","Les habitants de Bellevue acceptent par 97,6 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Bellevue ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6607,97.7,97.7,2.3,"Bernex (GE)","Les habitants de Bernex acceptent par 97,7 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Bernex ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6608,44.9,44.9,55.1,"Carouge (GE)","Les habitants de Carouge (GE) ont refusé à 55,1 pour cent l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Carouge (GE) ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
6609,80.9,80.9,19.1,"Cartigny (GE)","C'est oui à 80,9 pour cent à Cartigny à l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Cartigny ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6610,75.9,75.9,24.1,"Céligny (GE)","Les habitants de Céligny ont approuvé avec 75,9 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Céligny ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6611,59.4,59.4,40.6,"Chancy (GE)","Les habitants de Chancy ont approuvé avec 59,4 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Chancy ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6612,40.4,40.4,59.6,"Chêne-Bougeries (GE)","Les habitants de Chêne-Bougeries ont refusé à 59,6 pour cent l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Chêne-Bougeries ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
6613,57.2,57.2,42.8,"Chêne-Bourg (GE)","Les habitants de Chêne-Bourg ont approuvé avec 57,2 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Chêne-Bourg ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6614,32.9,32.9,67.1,"Choulex (GE)","C'est non à 67,1 pour cent à l'ouverture des magasins deux dimanches par année, en plus du 31 décembre, à Choulex. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Choulex ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
6615,48.1,48.1,51.9,"Collex-Bossy (GE)","C'est non à 51,9 pour cent à l'ouverture des magasins deux dimanches par année, en plus du 31 décembre, à Collex-Bossy. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Collex-Bossy ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
6616,88,88,12,"Collonge-Bellerive (GE)","Les habitants de Collonge-Bellerive ont approuvé avec 88 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Collonge-Bellerive ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6617,43.7,43.7,56.3,"Cologny (GE)","C'est non à 56,3 pour cent à l'ouverture des magasins deux dimanches par année, en plus du 31 décembre, à Cologny. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Cologny ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
6618,98.9,98.9,1.1,"Confignon (GE)","Les habitants de Confignon acceptent par 98,9 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. C'est à Confignon que l'ouverture des magasins deux dimanches par année, en plus du 31 décembre, a été le plus fortement approuvée."
6619,59.8,59.8,40.2,"Corsier (GE)","Les habitants de Corsier (GE) acceptent par 59,8 pour cent des voix l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Corsier (GE) ont approuvé cette ouverture dominicale supplémentaire, tout comme le canton."
6620,37.3,37.3,62.7,"Dardagny (GE)","Les habitants de Dardagny refusent à 62,7 pour cent l'ouverture des magasins deux dimanches par année, en plus du 31 décembre. Cette mesure permettrait ces ouvertures sans les conditionner à une convention collective de travail étendue dans le secteur. Les habitants de Dardagny ont rejeté cette ouverture dominicale supplémentaire, contrairement au canton."
