"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,36.8,36.8,63.2,"Aeugst am Albis (ZH)",
2,63.3,63.3,36.7,"Affoltern am Albis (ZH)",
3,9.7,9.7,90.3,"Bonstetten (ZH)",
4,59.5,59.5,40.5,"Hausen am Albis (ZH)",
5,88.5,88.5,11.5,"Hedingen (ZH)",
6,43.4,43.4,56.6,"Kappel am Albis (ZH)",
7,84.1,84.1,15.9,"Knonau (ZH)",
8,20.9,20.9,79.1,"Maschwanden (ZH)",
9,53.8,53.8,46.2,"Mettmenstetten (ZH)",
10,64,64,36,"Obfelden (ZH)",
11,47.1,47.1,52.9,"Ottenbach (ZH)",
12,0.9,0.9,99.1,"Rifferswil (ZH)",
13,28.3,28.3,71.7,"Stallikon (ZH)",
14,11.3,11.3,88.7,"Wettswil am Albis (ZH)",
22,54.3,54.3,45.7,"Benken (ZH)",
23,70.3,70.3,29.7,"Berg am Irchel (ZH)",
24,53.9,53.9,46.1,"Buch am Irchel (ZH)",
25,66.4,66.4,33.6,"Dachsen (ZH)",
26,12.8,12.8,87.2,"Dorf (ZH)",
27,51.5,51.5,48.5,"Feuerthalen (ZH)",
28,76.1,76.1,23.9,"Flaach (ZH)",
29,68.2,68.2,31.8,"Flurlingen (ZH)",
31,37.9,37.9,62.1,"Henggart (ZH)",
33,35.1,35.1,64.9,"Kleinandelfingen (ZH)",
34,46.2,46.2,53.8,"Laufen-Uhwiesen (ZH)",
35,62.5,62.5,37.5,"Marthalen (ZH)",
37,41,41,59,"Ossingen (ZH)",
38,11.4,11.4,88.6,"Rheinau (ZH)",
39,26.5,26.5,73.5,"Thalheim an der Thur (ZH)",
40,28.9,28.9,71.1,"Trüllikon (ZH)",
41,70.5,70.5,29.5,"Truttikon (ZH)",
43,11.1,11.1,88.9,"Volken (ZH)",
51,95.3,95.3,4.7,"Bachenbülach (ZH)",
52,69.4,69.4,30.6,"Bassersdorf (ZH)",
53,48.8,48.8,51.2,"Bülach (ZH)",
54,99.8,99.8,0.2,"Dietlikon (ZH)",
55,65.9,65.9,34.1,"Eglisau (ZH)",
56,84.5,84.5,15.5,"Embrach (ZH)",
57,1.1,1.1,98.9,"Freienstein-Teufen (ZH)",
58,54.2,54.2,45.8,"Glattfelden (ZH)",
59,85.9,85.9,14.1,"Hochfelden (ZH)",
60,72,72,28,"Höri (ZH)",
61,52.7,52.7,47.3,"Hüntwangen (ZH)",
62,27,27,73,"Kloten (ZH)",
63,28.3,28.3,71.7,"Lufingen (ZH)",
64,19.8,19.8,80.2,"Nürensdorf (ZH)",
65,60.1,60.1,39.9,"Oberembrach (ZH)",
66,64.3,64.3,35.7,"Opfikon (ZH)",
67,35.4,35.4,64.6,"Rafz (ZH)",
68,21.2,21.2,78.8,"Rorbas (ZH)",
69,64.8,64.8,35.2,"Wallisellen (ZH)",
70,37.3,37.3,62.7,"Wasterkingen (ZH)",
71,39.8,39.8,60.2,"Wil (ZH)",
72,45.2,45.2,54.8,"Winkel (ZH)",
81,16.4,16.4,83.6,"Bachs (ZH)",
82,71.9,71.9,28.1,"Boppelsen (ZH)",
83,73.4,73.4,26.6,"Buchs (ZH)",
84,91.4,91.4,8.6,"Dällikon (ZH)",
85,63.5,63.5,36.5,"Dänikon (ZH)",
86,79.8,79.8,20.2,"Dielsdorf (ZH)",
87,32.1,32.1,67.9,"Hüttikon (ZH)",
88,32.6,32.6,67.4,"Neerach (ZH)",
89,5.8,5.8,94.2,"Niederglatt (ZH)",
90,41.7,41.7,58.3,"Niederhasli (ZH)",
91,5.2,5.2,94.8,"Niederweningen (ZH)",
92,53.9,53.9,46.1,"Oberglatt (ZH)",
93,80.7,80.7,19.3,"Oberweningen (ZH)",
94,40.5,40.5,59.5,"Otelfingen (ZH)",
95,42.4,42.4,57.6,"Regensberg (ZH)",
96,35.6,35.6,64.4,"Regensdorf (ZH)",
97,21.1,21.1,78.9,"Rümlang (ZH)",
98,30.7,30.7,69.3,"Schleinikon (ZH)",
99,51.4,51.4,48.6,"Schöfflisdorf (ZH)",
100,49.9,49.9,50.1,"Stadel (ZH)",
101,50.9,50.9,49.1,"Steinmaur (ZH)",
102,95.7,95.7,4.3,"Weiach (ZH)",
111,41.7,41.7,58.3,"Bäretswil (ZH)",
112,34.1,34.1,65.9,"Bubikon (ZH)",
113,11.2,11.2,88.8,"Dürnten (ZH)",
114,86.3,86.3,13.7,"Fischenthal (ZH)",
115,94.1,94.1,5.9,"Gossau (ZH)",
116,65.6,65.6,34.4,"Grüningen (ZH)",
117,70.1,70.1,29.9,"Hinwil (ZH)",
118,30.6,30.6,69.4,"Rüti (ZH)",
119,7.5,7.5,92.5,"Seegräben (ZH)",
120,36.7,36.7,63.3,"Wald (ZH)",
121,48.7,48.7,51.3,"Wetzikon (ZH)",
131,63.8,63.8,36.2,"Adliswil (ZH)",
135,43.8,43.8,56.2,"Kilchberg (ZH)",
136,32.6,32.6,67.4,"Langnau am Albis (ZH)",
137,72.4,72.4,27.6,"Oberrieden (ZH)",
138,51,51,49,"Richterswil (ZH)",
139,52,52,48,"Rüschlikon (ZH)",
141,80.2,80.2,19.8,"Thalwil (ZH)",
151,55.8,55.8,44.2,"Erlenbach (ZH)",
152,54,54,46,"Herrliberg (ZH)",
153,43.3,43.3,56.7,"Hombrechtikon (ZH)",
154,81.5,81.5,18.5,"Küsnacht (ZH)",
155,48.1,48.1,51.9,"Männedorf (ZH)",
156,48.5,48.5,51.5,"Meilen (ZH)",
157,89,89,11,"Oetwil am See (ZH)",
158,42.1,42.1,57.9,"Stäfa (ZH)",
159,50.5,50.5,49.5,"Uetikon am See (ZH)",
160,68.6,68.6,31.4,"Zumikon (ZH)",
161,47,47,53,"Zollikon (ZH)",
172,43.4,43.4,56.6,"Fehraltorf (ZH)",
173,44.7,44.7,55.3,"Hittnau (ZH)",
176,17,17,83,"Lindau (ZH)",
177,52.7,52.7,47.3,"Pfäffikon (ZH)",
178,44.3,44.3,55.7,"Russikon (ZH)",
180,14.1,14.1,85.9,"Weisslingen (ZH)",
181,28.1,28.1,71.9,"Wila (ZH)",
182,6,6,94,"Wildberg (ZH)",
191,41.2,41.2,58.8,"Dübendorf (ZH)",
192,43.9,43.9,56.1,"Egg (ZH)",
193,55.6,55.6,44.4,"Fällanden (ZH)",
194,88.4,88.4,11.6,"Greifensee (ZH)",
195,83.9,83.9,16.1,"Maur (ZH)",
196,95.7,95.7,4.3,"Mönchaltorf (ZH)",
197,32.6,32.6,67.4,"Schwerzenbach (ZH)",
198,47.5,47.5,52.5,"Uster (ZH)",
199,64.5,64.5,35.5,"Volketswil (ZH)",
200,91.7,91.7,8.3,"Wangen-Brüttisellen (ZH)",
211,43.7,43.7,56.3,"Altikon (ZH)",
213,25.5,25.5,74.5,"Brütten (ZH)",
214,27.4,27.4,72.6,"Dägerlen (ZH)",
215,99.9,99.9,0.1,"Dättlikon (ZH)",
216,75.4,75.4,24.6,"Dinhard (ZH)",
218,89.8,89.8,10.2,"Ellikon an der Thur (ZH)",
219,74.8,74.8,25.2,"Elsau (ZH)",
220,75.9,75.9,24.1,"Hagenbuch (ZH)",
221,79.4,79.4,20.6,"Hettlingen (ZH)",
223,15,15,85,"Neftenbach (ZH)",
224,36,36,64,"Pfungen (ZH)",
225,39.9,39.9,60.1,"Rickenbach (ZH)",
226,82.4,82.4,17.6,"Schlatt (ZH)",
227,56,56,44,"Seuzach (ZH)",
228,36.2,36.2,63.8,"Turbenthal (ZH)",
230,97.6,97.6,2.4,"Winterthour (ZH)",
