"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
301,6.5,6.5,93.5,"Aarberg (BE)","La population d'Aarberg rejette à 93,5 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Aarberg était alors de 62 pour cent."
302,27.4,27.4,72.6,"Bargen (BE)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Bargen (BE). Les habitants ont refusé le texte à 72,6 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Bargen (BE) était alors de 51,1 pour cent."
303,37,37,63,"Grossaffoltern (BE)","A Grossaffoltern, les citoyens rejettent à 63 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Grossaffoltern était alors de 60,1 pour cent."
304,68.6,68.6,31.4,"Kallnach (BE)","Les habitants de Kallnach acceptent à 68,6 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à Kallnach par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 51,6 pour cent des habitants de la commune avaient accepté ce texte."
305,88.1,88.1,11.9,"Kappelen (BE)","Les habitants de Kappelen soutiennent à 88,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Kappelen bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 51,1 pour cent des voix."
306,27.7,27.7,72.3,"Lyss (BE)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 72,3 pour cent à Lyss. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Lyss était alors de 64 pour cent."
307,75.9,75.9,24.1,"Meikirch (BE)","Meikirch dit oui à 75,9 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Meikirch bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 64,6 pour cent des voix."
309,41.9,41.9,58.1,"Radelfingen (BE)","La population de Radelfingen rejette à 58,1 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le résultat a peu changé par rapport au vote sur l'initiative ""pour une immigration modérée» en 2020. Radelfingen avait alors dit non à 57,6 pour cent."
310,60.3,60.3,39.7,"Rapperswil (BE)","La population de Rapperswil (BE) approuve à 60,3 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Rapperswil (BE) bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 51,3 pour cent des voix."
311,80.3,80.3,19.7,"Schüpfen (BE)","A Schüpfen, les habitants disent oui à 80,3 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Schüpfen bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 59,7 pour cent des voix."
312,20,20,80,"Seedorf (BE)","Les habitants de Seedorf (BE) s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 80 pour cent des voix. En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Seedorf (BE) avait rejeté l'initiative ""pour une immigration modérée» à 49,1 pour cent en 2020."
321,31.5,31.5,68.5,"Aarwangen (BE)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens d'Aarwangen. Ils ont refusé le texte à 68,5 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Aarwangen était alors de 51,3 pour cent."
322,75.7,75.7,24.3,"Auswil (BE)","Les habitants d'Auswil acceptent à 75,7 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à Auswil par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 67,6 pour cent des habitants de la commune avaient accepté ce texte."
323,47,47,53,"Bannwil (BE)","La population de Bannwil rejette à 53 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Bannwil avait rejeté l'initiative ""pour une immigration modérée» à 44,1 pour cent en 2020."
324,95.1,95.1,4.9,"Bleienbach (BE)","Bleienbach dit oui à 95,1 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à Bleienbach par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 57,7 pour cent des habitants de la commune avaient accepté ce texte."
325,55.1,55.1,44.9,"Busswil bei Melchnau (BE)","Les habitants de Busswil bei Melchnau soutiennent à 55,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» est toutefois moins marqué que celui obtenu par l'initiative ""pour une immigration modérée» en 2020. Les habitants de Busswil bei Melchnau avaient alors dit oui à 62,5 pour cent."
326,58.2,58.2,41.8,"Gondiswil (BE)","Les habitants de Gondiswil acceptent à 58,2 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» est toutefois moins marqué que celui obtenu par l'initiative ""pour une immigration modérée» en 2020. Les habitants de Gondiswil avaient alors dit oui à 61,3 pour cent."
329,53.4,53.4,46.6,"Langenthal (BE)","Les habitants de Langenthal soutiennent à 53,4 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Langenthal bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 64,1 pour cent des voix."
331,22.3,22.3,77.7,"Lotzwil (BE)","Les habitants de Lotzwil s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 77,7 pour cent des voix. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Lotzwil était alors de 56,4 pour cent."
332,27.2,27.2,72.8,"Madiswil (BE)","A Madiswil, les citoyens rejettent à 72,8 pour cent l'initiative ""Pas de Suisse à 10 millions!». En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Madiswil avait rejeté l'initiative ""pour une immigration modérée» à 49,8 pour cent en 2020."
333,10.9,10.9,89.1,"Melchnau (BE)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Melchnau. Ils ont refusé le texte à 89,1 pour cent. En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Melchnau avait rejeté l'initiative ""pour une immigration modérée» à 49,5 pour cent en 2020."
335,60,60,40,"Oeschenbach (BE)","Oeschenbach dit oui à 60 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» est toutefois moins marqué que celui obtenu par l'initiative ""pour une immigration modérée» en 2020. Les habitants d'Oeschenbach avaient alors dit oui à 62,9 pour cent."
336,30.1,30.1,69.9,"Reisiswil (BE)","A Reisiswil, les citoyens rejettent à 69,9 pour cent l'initiative ""Pas de Suisse à 10 millions!». En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Reisiswil avait rejeté l'initiative ""pour une immigration modérée» à 17,3 pour cent en 2020."
337,58.1,58.1,41.9,"Roggwil (BE)","Les habitants de Roggwil (BE) soutiennent à 58,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Roggwil (BE) bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 52,2 pour cent des voix."
