"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6601,44.3,44.3,55.7,"Aire-la-Ville (GE)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 55,7 pour cent à Aire-la-Ville. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants d'Aire-la-Ville avaient alors dit non à 63 pour cent."
6602,55.7,55.7,44.3,"Anières (GE)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Anières par 55,7 pour cent des votants. Avec ce résultat, Anières bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 68 pour cent des voix."
6603,24.3,24.3,75.7,"Avully (GE)","Les habitants d'Avully s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 75,7 pour cent des voix. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Avully était alors de 64,6 pour cent."
6604,46.2,46.2,53.8,"Avusy (GE)","A Avusy, les citoyens rejettent à 53,8 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants d'Avusy avaient alors dit non à 72,7 pour cent."
6605,9.9,9.9,90.1,"Bardonnex (GE)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Bardonnex. Ils ont refusé le texte à 90,1 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Bardonnex était alors de 66,5 pour cent."
6606,56.3,56.3,43.7,"Bellevue (GE)","Bellevue dit oui à 56,3 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Bellevue bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 69,4 pour cent des voix."
6607,37.2,37.2,62.8,"Bernex (GE)","Les habitants de Bernex s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 62,8 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Bernex avaient alors dit non à 70,8 pour cent."
6608,66.5,66.5,33.5,"Carouge (GE)","Les habitants de Carouge (GE) acceptent à 66,5 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Carouge (GE) bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 72 pour cent des voix."
6609,89.9,89.9,10.1,"Cartigny (GE)","Les habitants de Cartigny soutiennent à 89,9 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Cartigny bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 69,5 pour cent des voix."
6610,92,92,8,"Céligny (GE)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Céligny par 92 pour cent des votants. Avec ce résultat, Céligny bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 73,9 pour cent des voix."
6611,33.5,33.5,66.5,"Chancy (GE)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas convaincu à Chancy. Les citoyens de la commune ont refusé le texte à 66,5 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Chancy était alors de 52,8 pour cent."
6612,62.5,62.5,37.5,"Chêne-Bougeries (GE)","La population de Chêne-Bougeries approuve à 62,5 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Chêne-Bougeries bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 73,6 pour cent des voix."
6613,66.3,66.3,33.7,"Chêne-Bourg (GE)","La population de Chêne-Bourg approuve à 66,3 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Chêne-Bourg bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 66,6 pour cent des voix."
6614,84.9,84.9,15.1,"Choulex (GE)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Choulex par 84,9 pour cent des votants. Avec ce résultat, Choulex bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 70,2 pour cent des voix."
6615,28.2,28.2,71.8,"Collex-Bossy (GE)","A Collex-Bossy, les citoyens rejettent à 71,8 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Collex-Bossy avaient alors dit non à 72,9 pour cent."
6616,49.8,49.8,50.2,"Collonge-Bellerive (GE)","La population de Collonge-Bellerive rejette à 50,2 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Collonge-Bellerive avaient alors dit non à 70,5 pour cent."
6617,65.1,65.1,34.9,"Cologny (GE)","A Cologny, les habitants disent oui à 65,1 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Cologny bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 71,9 pour cent des voix."
6618,34,34,66,"Confignon (GE)","La population de Confignon rejette à 66 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Confignon avaient alors dit non à 71,1 pour cent."
