"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
1,26.4,26.4,73.6,"Aeugst am Albis (ZH)",
2,37.1,37.1,62.9,"Affoltern am Albis (ZH)",
3,50,0,0,"Bonstetten (ZH)","Les résultats ne sont pas encore connus dans cette commune."
4,36.4,36.4,63.6,"Hausen am Albis (ZH)",
5,50,0,0,"Hedingen (ZH)","Les résultats ne sont pas encore connus dans cette commune."
6,28,28,72,"Kappel am Albis (ZH)",
7,32.5,32.5,67.5,"Knonau (ZH)",
8,33.6,33.6,66.4,"Maschwanden (ZH)",
9,50,0,0,"Mettmenstetten (ZH)","Les résultats ne sont pas encore connus dans cette commune."
10,34,34,66,"Obfelden (ZH)",
11,27.4,27.4,72.6,"Ottenbach (ZH)",
12,38,38,62,"Rifferswil (ZH)",
13,28.8,28.8,71.2,"Stallikon (ZH)",
14,24.9,24.9,75.1,"Wettswil am Albis (ZH)",
22,24.7,24.7,75.3,"Benken (ZH)",
23,19.5,19.5,80.5,"Berg am Irchel (ZH)",
24,17.3,17.3,82.7,"Buch am Irchel (ZH)",
25,50,0,0,"Dachsen (ZH)","Les résultats ne sont pas encore connus dans cette commune."
26,16.7,16.7,83.3,"Dorf (ZH)",
27,33.6,33.6,66.4,"Feuerthalen (ZH)",
28,19.5,19.5,80.5,"Flaach (ZH)",
29,29.5,29.5,70.5,"Flurlingen (ZH)",
31,24.9,24.9,75.1,"Henggart (ZH)",
33,50,0,0,"Kleinandelfingen (ZH)","Les résultats ne sont pas encore connus dans cette commune."
34,25.5,25.5,74.5,"Laufen-Uhwiesen (ZH)",
35,22,22,78,"Marthalen (ZH)",
37,26.8,26.8,73.2,"Ossingen (ZH)",
38,33.7,33.7,66.3,"Rheinau (ZH)",
39,17.5,17.5,82.5,"Thalheim an der Thur (ZH)",
40,23.2,23.2,76.8,"Trüllikon (ZH)",
41,30.5,30.5,69.5,"Truttikon (ZH)",
43,24.3,24.3,75.7,"Volken (ZH)",
51,50,0,0,"Bachenbülach (ZH)","Les résultats ne sont pas encore connus dans cette commune."
52,50,0,0,"Bassersdorf (ZH)","Les résultats ne sont pas encore connus dans cette commune."
53,50,0,0,"Bülach (ZH)","Les résultats ne sont pas encore connus dans cette commune."
54,50,0,0,"Dietlikon (ZH)","Les résultats ne sont pas encore connus dans cette commune."
55,50,0,0,"Eglisau (ZH)","Les résultats ne sont pas encore connus dans cette commune."
56,50,0,0,"Embrach (ZH)","Les résultats ne sont pas encore connus dans cette commune."
