"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5401,"controproposta si",42.2,57.8,"Aigle (VD)",
5402,"controproposta si",34.6,65.4,"Bex (VD)",
5403,"controproposta si",7.3,92.7,"Chessel (VD)",
5404,"iniziative si",87.4,12.6,"Corbeyrier (VD)",
5405,"controproposta si",32.3,67.7,"Gryon (VD)",
5406,"controproposta si",34.4,65.6,"Lavey-Morcles (VD)",
5407,"due no",35.1,64.9,"Leysin (VD)",
5408,"iniziative si",53.9,46.1,"Noville (VD)",
5409,"due no",49.6,50.4,"Ollon (VD)",
5410,"controproposta si",84.7,15.3,"Ormont-Dessous (VD)",
5411,"controproposta si",51.7,48.3,"Ormont-Dessus (VD)",
5412,"iniziative si",72.6,27.4,"Rennaz (VD)",
5413,"controproposta si",31.2,68.8,"Roche (VD)",
5414,"controproposta si",62.8,37.2,"Villeneuve (VD)",
5415,"iniziative si",94.1,5.9,"Yvorne (VD)",
5422,"iniziative si",69.4,30.6,"Aubonne (VD)",
5423,"iniziative si",66.8,33.2,"Ballens (VD)",
5424,"iniziative si",57.1,42.9,"Berolle (VD)",
5425,"controproposta si",22.7,77.3,"Bière (VD)",
5426,"iniziative si",96.8,3.2,"Bougy-Villars (VD)",
5427,"iniziative si",54.1,45.9,"Féchy (VD)",
5428,"controproposta si",54.4,45.6,"Gimel (VD)",
5429,"controproposta si",68.2,31.8,"Longirod (VD)",
5430,"controproposta si",67.7,32.3,"Marchissy (VD)",
5431,"controproposta si",46.8,53.2,"Mollens (VD)",
5434,"iniziative si",80.7,19.3,"Saint-George (VD)",
5435,"controproposta si",94.7,5.3,"Saint-Livres (VD)",
5436,"due no",24.1,75.9,"Saint-Oyens (VD)",
5437,"iniziative si",71.4,28.6,"Saubraz (VD)",
5451,"due no",39.9,60.1,"Avenches (VD)",
5456,"due no",21.5,78.5,"Cudrefin (VD)",
5458,"iniziative si",69.2,30.8,"Faoug (VD)",
5464,"due no",15.5,84.5,"Vully-les-Lacs (VD)",
5471,"controproposta si",11.1,88.9,"Bettens (VD)",
5472,"due no",45.4,54.6,"Bournens (VD)",
5473,"controproposta si",38.1,61.9,"Boussens (VD)",
5474,"iniziative si",77.6,22.4,"La Chaux (Cossonay) (VD)",
5475,"iniziative si",95.1,4.9,"Chavannes-le-Veyron (VD)",
5476,"controproposta si",66,34,"Chevilly (VD)",
5477,"controproposta si",48.4,51.6,"Cossonay (VD)",
5479,"due no",39.2,60.8,"Cuarnens (VD)",
5480,"iniziative si",53.7,46.3,"Daillens (VD)",
5481,"controproposta si",29.9,70.1,"Dizy (VD)",
5482,"iniziative si",57.6,42.4,"Eclépens (VD)",
5483,"iniziative si",75.5,24.5,"Ferreyres (VD)",
5484,"due no",20.3,79.7,"Gollion (VD)",
5485,"iniziative si",63.1,36.9,"Grancy (VD)",
5486,"due no",14.7,85.3,"L'Isle (VD)",
5487,"due no",12.6,87.4,"Lussery-Villars (VD)",
5488,"due no",15.2,84.8,"Mauraz (VD)",
5489,"iniziative si",62,38,"Mex (VD)",
5490,"controproposta si",32.1,67.9,"Moiry (VD)",
5491,"due no",4,96,"Mont-la-Ville (VD)",
5492,"iniziative si",82.5,17.5,"Montricher (VD)",
5493,"iniziative si",71.5,28.5,"Orny (VD)",
5495,"iniziative si",73.2,26.8,"Penthalaz (VD)",
5496,"controproposta si",45.9,54.1,"Penthaz (VD)",
5497,"iniziative si",55.3,44.7,"Pompaples (VD)",
5498,"controproposta si",36.1,63.9,"La Sarraz (VD)",
5499,"iniziative si",71.6,28.4,"Senarclens (VD)",
5501,"controproposta si",40.8,59.2,"Sullens (VD)",
5503,"controproposta si",24.3,75.7,"Vufflens-la-Ville (VD)",
5511,"controproposta si",43.6,56.4,"Assens (VD)",
5512,"controproposta si",48.8,51.2,"Bercher (VD)",
5514,"iniziative si",51.3,48.7,"Bottens (VD)",
5515,"controproposta si",32.6,67.4,"Bretigny-sur-Morrens (VD)",
5516,"controproposta si",48.7,51.3,"Cugy (VD)",
5518,"controproposta si",59.5,40.5,"Echallens (VD)",
5520,"controproposta si",38.7,61.3,"Essertines-sur-Yverdon (VD)",
5521,"iniziative si",57.7,42.3,"Etagnières (VD)",
5522,"controproposta si",24.2,75.8,"Fey (VD)",
5523,"iniziative si",63.4,36.6,"Froideville (VD)",
5527,"controproposta si",4.9,95.1,"Morrens (VD)",
5529,"iniziative si",84.1,15.9,"Oulens-sous-Echallens (VD)",
5530,"controproposta si",47,53,"Pailly (VD)",
5531,"due no",35.6,64.4,"Penthéréaz (VD)",
5533,"iniziative si",95.6,4.4,"Poliez-Pittet (VD)",
5534,"due no",12.5,87.5,"Rueyres (VD)",
5535,"iniziative si",66,34,"Saint-Barthélemy (VD)",
