"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1,"Initiative Ja",62.6,37.4,"Aeugst am Albis ZH","Die Wohnschutzinitiative ist in Aeugst am Albis mit 62,6 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 72,7 Prozent abgelehnt."
2,"Gegenvorschlag Ja",44.2,55.8,"Affoltern am Albis ZH","Affoltern am Albis hat mit 55,8 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 96,1 Prozent."
3,"Initiative Ja",59.1,40.9,"Bonstetten ZH","Die Wohnschutzinitiative ist in Bonstetten mit 59,1 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 53,4 Prozent abgelehnt."
4,"Gegenvorschlag Ja",13.5,86.5,"Hausen am Albis ZH","86,5 Prozent der Abstimmenden in Hausen am Albis haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 93,4 Prozent."
5,"Gegenvorschlag Ja",18.3,81.7,"Hedingen ZH","Hedingen hat sich mit 81,7 Prozent gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 69,6 Prozent angenommen."
6,"Zweimal Nein",1.9,98.1,"Kappel am Albis ZH","Kappel am Albis hat sowohl die Wohnschutzinitiative (98,1 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (57,9 Prozent Nein) abgelehnt."
7,"Gegenvorschlag Ja",56.1,43.9,"Knonau ZH","Die Wohnschutzinitiative ist in Knonau mit 56,1 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 72,2 Prozent. Bei der Stichfrage bevorzugten 74,4 Prozent den Gegenvorschlag."
8,"Gegenvorschlag Ja",38.4,61.6,"Maschwanden ZH","61,6 Prozent der Abstimmenden in Maschwanden haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 63,9 Prozent."
9,"Initiative Ja",77.6,22.4,"Mettmenstetten ZH","Mettmenstetten hat mit 77,6 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 51,8 Prozent ab."
10,"Zweimal Nein",13.5,86.5,"Obfelden ZH","Weder die Wohnschutzinitiative (86,5 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (65,1 Prozent Nein) haben in Obfelden eine Mehrheit gefunden."
