"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6002,84,84,16,"Brigue-Glis (VS)","Les habitants de Brigue-Glis acceptent à 84 pour cent la réforme du service civil. Brigue-Glis a approuvé la réforme, contrairement à son canton."
6004,61.9,61.9,38.1,"Eggerberg (VS)","Eggerberg dit oui à 61,9 pour cent à la réforme du service civil. Eggerberg a approuvé la réforme, contrairement à son canton."
6007,51.5,51.5,48.5,"Naters (VS)","Naters dit oui à 51,5 pour cent à la réforme du service civil. Naters a approuvé la réforme, contrairement à son canton."
6008,31.2,31.2,68.8,"Ried-Brig (VS)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Ried-Brig. Ils ont refusé le texte à 68,8 pour cent. Ried-Brig a rejeté la réforme, tout comme son canton."
6009,3.6,3.6,96.4,"Simplon (VS)","A Simplon, les citoyens rejettent à 96,4 pour cent la réforme du service civil. Simplon a rejeté la réforme, tout comme son canton."
6010,67.1,67.1,32.9,"Termen (VS)","La population de Termen approuve à 67,1 pour cent la réforme du service civil. Termen a approuvé la réforme, contrairement à son canton."
6011,50.5,50.5,49.5,"Zwischbergen (VS)","La réforme du service civil est approuvée à Zwischbergen par 50,5 pour cent des votants. Zwischbergen a approuvé la réforme, contrairement à son canton."
6021,48.3,48.3,51.7,"Ardon (VS)","La réforme du service civil est refusée à 51,7 pour cent à Ardon. Ardon a rejeté la réforme, tout comme son canton."
6022,16.3,16.3,83.7,"Chamoson (VS)","La réforme du service civil n'a pas convaincu à Chamoson. Les citoyens de la commune ont refusé le texte à 83,7 pour cent. Chamoson a rejeté la réforme, tout comme son canton."
6023,49.5,49.5,50.5,"Conthey (VS)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Conthey. Ils ont refusé le texte à 50,5 pour cent. Conthey a rejeté la réforme, tout comme son canton."
6024,44.1,44.1,55.9,"Nendaz (VS)","A Nendaz, les citoyens rejettent à 55,9 pour cent la réforme du service civil. Nendaz a rejeté la réforme, tout comme son canton."
6025,15.1,15.1,84.9,"Vétroz (VS)","La réforme du service civil n'a pas convaincu à Vétroz. Les citoyens de la commune ont refusé le texte à 84,9 pour cent. Vétroz a rejeté la réforme, tout comme son canton."
6032,78.9,78.9,21.1,"Bourg-Saint-Pierre (VS)","La réforme du service civil est approuvée à Bourg-Saint-Pierre par 78,9 pour cent des votants. Bourg-Saint-Pierre a approuvé la réforme, contrairement à son canton."
6033,43.8,43.8,56.2,"Liddes (VS)","La réforme du service civil est refusée à 56,2 pour cent à Liddes. Liddes a rejeté la réforme, tout comme son canton."
6034,20.6,20.6,79.4,"Orsières (VS)","La réforme du service civil n'a pas convaincu à Orsières. Les citoyens de la commune ont refusé le texte à 79,4 pour cent. Orsières a rejeté la réforme, tout comme son canton."
6035,85.2,85.2,14.8,"Sembrancher (VS)","A Sembrancher, les habitants disent oui à 85,2 pour cent à la réforme du service civil. Sembrancher a approuvé la réforme, contrairement à son canton."
6037,86,86,14,"Val de Bagnes (VS)","La réforme du service civil passe la rampe avec 86 pour cent de oui à Val de Bagnes. Val de Bagnes a approuvé la réforme, contrairement à son canton."
6052,81,81,19,"Bellwald (VS)","La réforme du service civil passe la rampe avec 81 pour cent de oui à Bellwald. Bellwald a approuvé la réforme, contrairement à son canton."
6054,62.8,62.8,37.2,"Binn (VS)","Binn dit oui à 62,8 pour cent à la réforme du service civil. Binn a approuvé la réforme, contrairement à son canton."
6056,47.3,47.3,52.7,"Ernen (VS)","A Ernen, les citoyens rejettent à 52,7 pour cent la réforme du service civil. Ernen a rejeté la réforme, tout comme son canton."
6057,44.1,44.1,55.9,"Fiesch (VS)","A Fiesch, les citoyens rejettent à 55,9 pour cent la réforme du service civil. Fiesch a rejeté la réforme, tout comme son canton."
6058,23.3,23.3,76.7,"Fieschertal (VS)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Fieschertal. Ils ont refusé le texte à 76,7 pour cent. Fieschertal a rejeté la réforme, tout comme son canton."
6061,74,74,26,"Lax (VS)","Lax dit oui à 74 pour cent à la réforme du service civil. Lax a approuvé la réforme, contrairement à son canton."
6076,27.8,27.8,72.2,"Obergoms (VS)","La réforme du service civil est refusée à 72,2 pour cent à Obergoms. Obergoms a rejeté la réforme, tout comme son canton."
6077,40.7,40.7,59.3,"Goms (VS)","Les habitants de Goms s'opposent à la réforme du service civil par 59,3 pour cent des voix. Goms a rejeté la réforme, tout comme son canton."
6082,54.7,54.7,45.3,"Ayent (VS)","La réforme du service civil est approuvée à Ayent par 54,7 pour cent des votants. Ayent a approuvé la réforme, contrairement à son canton."
6083,15.1,15.1,84.9,"Evolène (VS)","C'est non à la réforme du service civil à Evolène. Les habitants ont refusé le texte à 84,9 pour cent. Evolène a rejeté la réforme, tout comme son canton."
6084,70.2,70.2,29.8,"Hérémence (VS)","Hérémence dit oui à 70,2 pour cent à la réforme du service civil. Hérémence a approuvé la réforme, contrairement à son canton."
6087,44.7,44.7,55.3,"Saint-Martin (VS)","Les habitants de Saint-Martin (VS) s'opposent à la réforme du service civil par 55,3 pour cent des voix. Saint-Martin (VS) a rejeté la réforme, tout comme son canton."
6089,56.5,56.5,43.5,"Vex (VS)","Vex dit oui à 56,5 pour cent à la réforme du service civil. Vex a approuvé la réforme, contrairement à son canton."
6090,52.4,52.4,47.6,"Mont-Noble (VS)","La population de Mont-Noble approuve à 52,4 pour cent la réforme du service civil. Mont-Noble a approuvé la réforme, contrairement à son canton."
6101,33.3,33.3,66.7,"Agarn (VS)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens d'Agarn. Ils ont refusé le texte à 66,7 pour cent. Agarn a rejeté la réforme, tout comme son canton."
6102,60.9,60.9,39.1,"Albinen (VS)","Albinen dit oui à 60,9 pour cent à la réforme du service civil. Albinen a approuvé la réforme, contrairement à son canton."
6104,29.7,29.7,70.3,"Ergisch (VS)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens d'Ergisch. Ils ont refusé le texte à 70,3 pour cent. Ergisch a rejeté la réforme, tout comme son canton."
6109,54.2,54.2,45.8,"Inden (VS)","La réforme du service civil passe la rampe avec 54,2 pour cent de oui à Inden. Inden a approuvé la réforme, contrairement à son canton."
6110,90.9,90.9,9.1,"Loèche (VS)","Les habitants de Loèche soutiennent à 90,9 pour cent la réforme du service civil. Loèche a approuvé la réforme, contrairement à son canton."
6111,89.9,89.9,10.1,"Loèche-les-Bains (VS)","Les habitants de Loèche-les-Bains soutiennent à 89,9 pour cent la réforme du service civil. Loèche-les-Bains a approuvé la réforme, contrairement à son canton."
6112,54.2,54.2,45.8,"Oberems (VS)","La réforme du service civil passe la rampe avec 54,2 pour cent de oui à Oberems. Oberems a approuvé la réforme, contrairement à son canton."
6113,3.1,3.1,96.9,"Salquenen (VS)","Les habitants de Salquenen s'opposent à la réforme du service civil par 96,9 pour cent des voix. Salquenen a rejeté la réforme, tout comme son canton."
6116,13.4,13.4,86.6,"Varone (VS)","Les habitants de Varone s'opposent à la réforme du service civil par 86,6 pour cent des voix. Varone a rejeté la réforme, tout comme son canton."
6117,1.7,1.7,98.3,"Guttet-Feschel (VS)","La réforme du service civil est refusée à 98,3 pour cent à Guttet-Feschel. Guttet-Feschel a rejeté la réforme, tout comme son canton."
6118,41.1,41.1,58.9,"Gampel-Bratsch (VS)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Gampel-Bratsch. Ils ont refusé le texte à 58,9 pour cent. Gampel-Bratsch a rejeté la réforme, tout comme son canton."
6119,50.6,50.6,49.4,"Turtmann-Unterems (VS)","La réforme du service civil passe la rampe avec 50,6 pour cent de oui à Turtmann-Unterems. Turtmann-Unterems a approuvé la réforme, contrairement à son canton."
6131,47.8,47.8,52.2,"Bovernier (VS)","La réforme du service civil n'a pas convaincu à Bovernier. Les citoyens de la commune ont refusé le texte à 52,2 pour cent. Bovernier a rejeté la réforme, tout comme son canton."
6133,96.6,96.6,3.4,"Fully (VS)","Fully dit oui à 96,6 pour cent à la réforme du service civil. Fully a approuvé la réforme, contrairement à son canton."
6134,90.4,90.4,9.6,"Isérables (VS)","Les habitants d'Isérables soutiennent à 90,4 pour cent la réforme du service civil. Isérables a approuvé la réforme, contrairement à son canton."
6135,8.2,8.2,91.8,"Leytron (VS)","C'est non à la réforme du service civil à Leytron. Les habitants ont refusé le texte à 91,8 pour cent. Leytron a rejeté la réforme, tout comme son canton."
6136,68.9,68.9,31.1,"Martigny (VS)","Les habitants de Martigny soutiennent à 68,9 pour cent la réforme du service civil. Martigny a approuvé la réforme, contrairement à son canton."
6137,11.6,11.6,88.4,"Martigny-Combe (VS)","La population de Martigny-Combe rejette à 88,4 pour cent des voix la réforme du service civil. Martigny-Combe a rejeté la réforme, tout comme son canton."
6139,54.8,54.8,45.2,"Riddes (VS)","La réforme du service civil passe la rampe avec 54,8 pour cent de oui à Riddes. Riddes a approuvé la réforme, contrairement à son canton."
6140,55.5,55.5,44.5,"Saillon (VS)","Les habitants de Saillon soutiennent à 55,5 pour cent la réforme du service civil. Saillon a approuvé la réforme, contrairement à son canton."
6141,81.1,81.1,18.9,"Saxon (VS)","La réforme du service civil est approuvée à Saxon par 81,1 pour cent des votants. Saxon a approuvé la réforme, contrairement à son canton."
6142,24.4,24.4,75.6,"Trient (VS)","La réforme du service civil est refusée à 75,6 pour cent à Trient. Trient a rejeté la réforme, tout comme son canton."
6151,52,52,48,"Champéry (VS)","La réforme du service civil est approuvée à Champéry par 52 pour cent des votants. Champéry a approuvé la réforme, contrairement à son canton."
6152,31,31,69,"Collombey-Muraz (VS)","C'est non à la réforme du service civil à Collombey-Muraz. Les habitants ont refusé le texte à 69 pour cent. Collombey-Muraz a rejeté la réforme, tout comme son canton."
6153,93.3,93.3,6.7,"Monthey (VS)","A Monthey, les habitants disent oui à 93,3 pour cent à la réforme du service civil. Monthey a approuvé la réforme, contrairement à son canton."
6154,50.4,50.4,49.6,"Port-Valais (VS)","La réforme du service civil est approuvée à Port-Valais par 50,4 pour cent des votants. Port-Valais a approuvé la réforme, contrairement à son canton."
