"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1,49.5,49.5,50.5,"Aeugst am Albis ZH","Aeugst am Albis hat sowohl die Wohnungsinitiative (57,4 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (50,5 Prozent Nein) abgelehnt."
2,57.1,57.1,42.9,"Affoltern am Albis ZH","Affoltern am Albis hat mit 93 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 57,1 Prozent."
3,33.1,33.1,66.9,"Bonstetten ZH","Bonstetten hat sowohl die Wohnungsinitiative (70 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (66,9 Prozent Nein) abgelehnt."
4,44.5,44.5,55.5,"Hausen am Albis ZH","Hausen am Albis hat mit 59,3 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 55,5 Prozent ab."
5,44.5,44.5,55.5,"Hedingen ZH","Die Gemeinde Hedingen hat die Wohnungsinitiative mit 50,1 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 55,5 Prozent abgelehnt."
6,54.3,54.3,45.7,"Kappel am Albis ZH","Die Gemeinde Kappel am Albis hat die Wohnungsinitiative mit 92,2 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 54,3 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 53,1 Prozent für den Gegenvorschlag aus."
7,60.4,60.4,39.6,"Knonau ZH","Die Wohnungsinitiative ist in Knonau mit 90,5 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 60,4 Prozent. Bei der Stichfrage bevorzugten 86,2 Prozent den Gegenvorschlag."
8,15.7,15.7,84.3,"Maschwanden ZH","Weder die Wohnungsinitiative (61,3 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (84,3 Prozent Nein) haben in Maschwanden eine Mehrheit gefunden."
9,45,45,55,"Mettmenstetten ZH","Weder die Wohnungsinitiative (84 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (55 Prozent Nein) haben in Mettmenstetten eine Mehrheit gefunden."
10,47.3,47.3,52.7,"Obfelden ZH","Weder die Wohnungsinitiative (80,9 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (52,7 Prozent Nein) haben in Obfelden eine Mehrheit gefunden."
11,25.3,25.3,74.7,"Ottenbach ZH","Sowohl die Wohnungsinitiative (57,4 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (74,7 Prozent Nein) sind in Ottenbach durchgefallen."
12,28.7,28.7,71.3,"Rifferswil ZH","Sowohl die Wohnungsinitiative (67,6 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (71,3 Prozent Nein) sind in Rifferswil durchgefallen."
13,55.2,55.2,44.8,"Stallikon ZH","54,2 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben sich für die Wohnungsinitiative und 55,2 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 50,8 Prozent der Initiative den Vorrang."
14,25.2,25.2,74.8,"Wettswil am Albis ZH","Die Wohnungsinitiative ist in Wettswil am Albis mit 53,1 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 74,8 Prozent abgelehnt."
22,44.7,44.7,55.3,"Benken ZH","Die Gemeinde Benken ZH hat die Wohnungsinitiative mit 52,1 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 55,3 Prozent abgelehnt."
