"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
3506,70.7,70.7,29.3,"Vaz/Obervaz (GR)","A Vaz/Obervaz l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 70,7 per cento. NA"
3513,43.2,43.2,56.8,"Lantsch/Lenz (GR)","A Lantsch/Lenz l'Iniziativa ""No a una Svizzera da 10 milioni!"" non ottiene la maggioranza: 56,8 per cento di no. NA"
3514,50.9,50.9,49.1,"Schmitten (GR)","A Schmitten GR l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 50,9 per cento. NA"
3542,68.4,68.4,31.6,"Albula/Alvra (GR)","La popolazione di Albula/Alvra approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 68,4 per cento. NA"
3543,75.3,75.3,24.7,"Surses (GR)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Surses con il 75,3 per cento. NA"
3544,1.3,1.3,98.7,"Bergün Filisur (GR)","A Bergün Filisur l'Iniziativa ""No a una Svizzera da 10 milioni!"" non ottiene la maggioranza: 98,7 per cento di no. NA"
3551,20.5,20.5,79.5,"Brusio (GR)","A Brusio l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 79,5 per cento. NA"
3561,82.2,82.2,17.8,"Poschiavo (GR)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Poschiavo, con il 82,2 per cento di voti favorevoli. NA"
3572,41,41,59,"Falera (GR)","La popolazione di Falera respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 59 per cento. NA"
3575,22.5,22.5,77.5,"Laax (GR)","A Laax, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 77,5 per cento. NA"
3581,25.2,25.2,74.8,"Sagogn (GR)","A Sagogn l'Iniziativa ""No a una Svizzera da 10 milioni!"" non ottiene la maggioranza: 74,8 per cento di no. NA"
3582,43.9,43.9,56.1,"Schluein (GR)","La popolazione di Schluein respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 56,1 per cento. NA"
3603,18.3,18.3,81.7,"Vals (GR)","A Vals l'Iniziativa ""No a una Svizzera da 10 milioni!"" non ottiene la maggioranza: 81,7 per cento di no. NA"
3618,67.4,67.4,32.6,"Lumnezia (GR)","La popolazione di Lumnezia approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 67,4 per cento. NA"
