"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5401,50,0,0,"Aigle (VD)","I resultati di questa comune non sono ancora noti."
5402,45.5,45.5,45.7,"Bex (VD)",
5403,39.2,39.2,57.4,"Chessel (VD)",
5404,50,50,46,"Corbeyrier (VD)",
5405,37.3,37.3,52.4,"Gryon (VD)",
5406,50,0,0,"Lavey-Morcles (VD)","I resultati di questa comune non sono ancora noti."
5407,45.6,45.6,48.1,"Leysin (VD)",
5408,41.1,41.1,55.9,"Noville (VD)",
5409,37,37,55.2,"Ollon (VD)",
5410,37.6,37.6,57,"Ormont-Dessous (VD)",
5411,30.4,30.4,64.5,"Ormont-Dessus (VD)",
5412,44.2,44.2,48.2,"Rennaz (VD)",
5413,43.9,43.9,45.3,"Roche (VD)",
5414,50,0,0,"Villeneuve (VD)","I resultati di questa comune non sono ancora noti."
5415,35.4,35.4,54.2,"Yvorne (VD)",
5422,38.8,38.8,51.7,"Aubonne (VD)",
5423,61.1,61.1,34.5,"Ballens (VD)",
5424,44.7,44.7,49.6,"Berolle (VD)",
5425,50,0,0,"Bière (VD)","I resultati di questa comune non sono ancora noti."
5426,50,0,0,"Bougy-Villars (VD)","I resultati di questa comune non sono ancora noti."
5427,32.5,32.5,65.6,"Féchy (VD)",
5428,43.1,43.1,51,"Gimel (VD)",
5429,43.8,43.8,51,"Longirod (VD)",
5430,38.2,38.2,57.4,"Marchissy (VD)",
5431,43.6,43.6,50.4,"Mollens (VD)",
5434,50,0,0,"Saint-George (VD)","I resultati di questa comune non sono ancora noti."
5435,37.6,37.6,59.2,"Saint-Livres (VD)",
5436,48.1,48.1,45.4,"Saint-Oyens (VD)",
5437,49.3,49.3,47.8,"Saubraz (VD)",
5451,50,0,0,"Avenches (VD)","I resultati di questa comune non sono ancora noti."
5456,37.9,37.9,58,"Cudrefin (VD)",
5458,35.1,35.1,58.9,"Faoug (VD)",
5464,29.2,29.2,61.2,"Vully-les-Lacs (VD)",
5471,34.7,34.7,61.5,"Bettens (VD)",
5472,50,0,0,"Bournens (VD)","I resultati di questa comune non sono ancora noti."
5473,44,44,49.3,"Boussens (VD)",
5474,39.2,39.2,57,"La Chaux (Cossonay) (VD)",
5475,41,41,56.4,"Chavannes-le-Veyron (VD)",
5476,35.6,35.6,63,"Chevilly (VD)",
5477,45.9,45.9,47.9,"Cossonay (VD)",
5479,50,0,0,"Cuarnens (VD)","I resultati di questa comune non sono ancora noti."
5480,50,0,0,"Daillens (VD)","I resultati di questa comune non sono ancora noti."
5481,51.1,51.1,46.8,"Dizy (VD)",
5482,42.9,42.9,53,"Eclépens (VD)",
5483,46.9,46.9,46.1,"Ferreyres (VD)",
5484,44.3,44.3,50.1,"Gollion (VD)",
5485,50,0,0,"Grancy (VD)","I resultati di questa comune non sono ancora noti."
5486,38,38,52.9,"L'Isle (VD)",
5487,50,0,0,"Lussery-Villars (VD)","I resultati di questa comune non sono ancora noti."
5488,50,0,0,"Mauraz (VD)","I resultati di questa comune non sono ancora noti."
5489,50,0,0,"Mex (VD)","I resultati di questa comune non sono ancora noti."
5490,58.6,58.6,39.1,"Moiry (VD)",
5491,50,0,0,"Mont-la-Ville (VD)","I resultati di questa comune non sono ancora noti."
5492,35.7,35.7,62.2,"Montricher (VD)",
5493,50,0,0,"Orny (VD)","I resultati di questa comune non sono ancora noti."
5495,42.4,42.4,49.2,"Penthalaz (VD)",
5496,31.6,31.6,36.8,"Penthaz (VD)",
5497,36.1,36.1,54,"Pompaples (VD)",
5498,50,0,0,"La Sarraz (VD)","I resultati di questa comune non sono ancora noti."
5499,32.4,32.4,63.8,"Senarclens (VD)",
5501,50,0,0,"Sullens (VD)","I resultati di questa comune non sono ancora noti."
5503,50,0,0,"Vufflens-la-Ville (VD)","I resultati di questa comune non sono ancora noti."
5511,33.7,33.7,63,"Assens (VD)",
5512,36.6,36.6,54.5,"Bercher (VD)",
5514,50,0,0,"Bottens (VD)","I resultati di questa comune non sono ancora noti."
