"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
1,67.8,67.8,32.2,"Aeugst am Albis (ZH)","NA NA"
2,31.5,31.5,68.5,"Affoltern am Albis (ZH)","NA NA"
3,58.7,58.7,41.3,"Bonstetten (ZH)","NA NA"
4,35.8,35.8,64.2,"Hausen am Albis (ZH)","NA NA"
5,12.1,12.1,87.9,"Hedingen (ZH)","NA NA"
6,38.8,38.8,61.2,"Kappel am Albis (ZH)","NA NA"
7,72.1,72.1,27.9,"Knonau (ZH)","NA NA"
8,38.4,38.4,61.6,"Maschwanden (ZH)","NA NA"
9,47.6,47.6,52.4,"Mettmenstetten (ZH)","NA NA"
10,30.6,30.6,69.4,"Obfelden (ZH)","NA NA"
11,29.4,29.4,70.6,"Ottenbach (ZH)","NA NA"
12,5.9,5.9,94.1,"Rifferswil (ZH)","NA NA"
13,31.5,31.5,68.5,"Stallikon (ZH)","NA NA"
14,47,47,53,"Wettswil am Albis (ZH)","NA NA"
22,39.9,39.9,60.1,"Benken (ZH)","NA NA"
23,55.6,55.6,44.4,"Berg am Irchel (ZH)","NA NA"
24,55.8,55.8,44.2,"Buch am Irchel (ZH)","NA NA"
25,6.8,6.8,93.2,"Dachsen (ZH)","NA NA"
26,27.8,27.8,72.2,"Dorf (ZH)","NA NA"
27,57.5,57.5,42.5,"Feuerthalen (ZH)","NA NA"
28,36.2,36.2,63.8,"Flaach (ZH)","NA NA"
29,20,20,80,"Flurlingen (ZH)","NA NA"
31,55.2,55.2,44.8,"Henggart (ZH)","NA NA"
33,19.5,19.5,80.5,"Kleinandelfingen (ZH)","NA NA"
34,62.1,62.1,37.9,"Laufen-Uhwiesen (ZH)","NA NA"
35,20.5,20.5,79.5,"Marthalen (ZH)","NA NA"
37,0.1,0.1,99.9,"Ossingen (ZH)","NA NA"
38,13.8,13.8,86.2,"Rheinau (ZH)","NA NA"
39,59.8,59.8,40.2,"Thalheim an der Thur (ZH)","NA NA"
40,33.3,33.3,66.7,"Trüllikon (ZH)","NA NA"
41,28.8,28.8,71.2,"Truttikon (ZH)","NA NA"
43,37.4,37.4,62.6,"Volken (ZH)","NA NA"
51,57.3,57.3,42.7,"Bachenbülach (ZH)","NA NA"
52,68.7,68.7,31.3,"Bassersdorf (ZH)","NA NA"
53,72.4,72.4,27.6,"Bülach (ZH)","NA NA"
54,45.2,45.2,54.8,"Dietlikon (ZH)","NA NA"
55,45.5,45.5,54.5,"Eglisau (ZH)","NA NA"
56,76.1,76.1,23.9,"Embrach (ZH)","NA NA"
57,4,4,96,"Freienstein-Teufen (ZH)","NA NA"
58,68.9,68.9,31.1,"Glattfelden (ZH)","NA NA"
59,94.8,94.8,5.2,"Hochfelden (ZH)","NA NA"
60,38.6,38.6,61.4,"Höri (ZH)","NA NA"
61,18.7,18.7,81.3,"Hüntwangen (ZH)","NA NA"
62,86.1,86.1,13.9,"Kloten (ZH)","NA NA"
63,84.4,84.4,15.6,"Lufingen (ZH)","NA NA"
64,59,59,41,"Nürensdorf (ZH)","NA NA"
65,44.3,44.3,55.7,"Oberembrach (ZH)","NA NA"
66,69.6,69.6,30.4,"Opfikon (ZH)","NA NA"
67,26.4,26.4,73.6,"Rafz (ZH)","NA NA"
68,40.2,40.2,59.8,"Rorbas (ZH)","NA NA"
69,45.6,45.6,54.4,"Wallisellen (ZH)","NA NA"
70,73.2,73.2,26.8,"Wasterkingen (ZH)","NA NA"
71,18.4,18.4,81.6,"Wil (ZH)","NA NA"
72,42.7,42.7,57.3,"Winkel (ZH)","NA NA"
81,18.8,18.8,81.2,"Bachs (ZH)","NA NA"
82,43.2,43.2,56.8,"Boppelsen (ZH)","NA NA"
83,74.7,74.7,25.3,"Buchs (ZH)","NA NA"
84,55.9,55.9,44.1,"Dällikon (ZH)","NA NA"
85,95.2,95.2,4.8,"Dänikon (ZH)","NA NA"
86,51.4,51.4,48.6,"Dielsdorf (ZH)","NA NA"
87,47.8,47.8,52.2,"Hüttikon (ZH)","NA NA"
88,43.5,43.5,56.5,"Neerach (ZH)","NA NA"
89,70.4,70.4,29.6,"Niederglatt (ZH)","NA NA"
90,38.7,38.7,61.3,"Niederhasli (ZH)","NA NA"
91,40,40,60,"Niederweningen (ZH)","NA NA"
92,52.3,52.3,47.7,"Oberglatt (ZH)","NA NA"
93,88.8,88.8,11.2,"Oberweningen (ZH)","NA NA"
94,36,36,64,"Otelfingen (ZH)","NA NA"
95,23.7,23.7,76.3,"Regensberg (ZH)","NA NA"
96,40.9,40.9,59.1,"Regensdorf (ZH)","NA NA"
97,74.7,74.7,25.3,"Rümlang (ZH)","NA NA"
98,54.7,54.7,45.3,"Schleinikon (ZH)","NA NA"
99,46.1,46.1,53.9,"Schöfflisdorf (ZH)","NA NA"
100,13.5,13.5,86.5,"Stadel (ZH)","NA NA"
101,53.9,53.9,46.1,"Steinmaur (ZH)","NA NA"
102,68.5,68.5,31.5,"Weiach (ZH)","NA NA"
111,11.1,11.1,88.9,"Bäretswil (ZH)","NA NA"
112,64.2,64.2,35.8,"Bubikon (ZH)","NA NA"
113,81.9,81.9,18.1,"Dürnten (ZH)","NA NA"
114,47.4,47.4,52.6,"Fischenthal (ZH)","NA NA"
115,13.5,13.5,86.5,"Gossau (ZH)","NA NA"
116,31.9,31.9,68.1,"Grüningen (ZH)","NA NA"
117,6.4,6.4,93.6,"Hinwil (ZH)","NA NA"
118,74.1,74.1,25.9,"Rüti (ZH)","NA NA"
119,47,47,53,"Seegräben (ZH)","NA NA"
120,65.2,65.2,34.8,"Wald (ZH)","NA NA"
121,50.2,50.2,49.8,"Wetzikon (ZH)","NA NA"
131,45.3,45.3,54.7,"Adliswil (ZH)","NA NA"
135,46.7,46.7,53.3,"Kilchberg (ZH)","NA NA"
136,39.1,39.1,60.9,"Langnau am Albis (ZH)","NA NA"
137,14.9,14.9,85.1,"Oberrieden (ZH)","NA NA"
138,3.7,3.7,96.3,"Richterswil (ZH)","NA NA"
139,63.2,63.2,36.8,"Rüschlikon (ZH)","NA NA"
141,46.5,46.5,53.5,"Thalwil (ZH)","NA NA"
151,30.3,30.3,69.7,"Erlenbach (ZH)","NA NA"
152,34.2,34.2,65.8,"Herrliberg (ZH)","NA NA"
153,49.5,49.5,50.5,"Hombrechtikon (ZH)","NA NA"
154,53.7,53.7,46.3,"Küsnacht (ZH)","NA NA"
155,44.7,44.7,55.3,"Männedorf (ZH)","NA NA"
156,87.3,87.3,12.7,"Meilen (ZH)","NA NA"
