"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
301,73,73,27,"Aarberg BE","In Aarberg wird das Zivildienstgesetz mit 73 Prozent angenommen. Aarberg nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
302,47.7,47.7,52.3,"Bargen BE","52,3 Prozent der Stimmbürgerinnen und Stimmbürger von Bargen BE haben das Zivildienstgesetz abgelehnt. Sowohl Bargen BE als auch der Kanton Bern verwerfen das Zivildienstgesetz."
303,50.3,50.3,49.7,"Grossaffoltern BE","In Grossaffoltern wird das Zivildienstgesetz mit 50,3 Prozent angenommen. Grossaffoltern nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
304,31.7,31.7,68.3,"Kallnach BE","In Kallnach wird das Zivildienstgesetz mit 68,3 Prozent abgelehnt. Sowohl Kallnach als auch der Kanton Bern verwerfen das Zivildienstgesetz."
305,81.7,81.7,18.3,"Kappelen BE","Das Zivildienstgesetz erreicht in Kappelen 81,7 Prozent Ja-Stimmen. Kappelen nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
306,60.2,60.2,39.8,"Lyss BE","In Lyss wird das Zivildienstgesetz mit 60,2 Prozent angenommen. Lyss nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
307,63.1,63.1,36.9,"Meikirch BE","Die Vorlage das Zivildienstgesetz ist in Meikirch mit 63,1 Prozent der Stimmen angenommen worden. Meikirch nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
309,32,32,68,"Radelfingen BE","Radelfingen hat das Zivildienstgesetz mit 68 Prozent Nein-Stimmen verworfen. Sowohl Radelfingen als auch der Kanton Bern verwerfen das Zivildienstgesetz."
310,60.6,60.6,39.4,"Rapperswil BE","In Rapperswil BE wird das Zivildienstgesetz mit 60,6 Prozent angenommen. Rapperswil BE nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
311,23.2,23.2,76.8,"Schüpfen BE","Nein zum Zivildienstgesetz in Schüpfen: 76,8 Prozent. Sowohl Schüpfen als auch der Kanton Bern verwerfen das Zivildienstgesetz."
312,90.9,90.9,9.1,"Seedorf BE","Die Vorlage das Zivildienstgesetz ist in Seedorf BE mit 90,9 Prozent der Stimmen angenommen worden. Seedorf BE nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
321,37.5,37.5,62.5,"Aarwangen BE","In Aarwangen hat das Zivildienstgesetz keine Mehrheit gefunden: 62,5 Prozent lehnen die Vorlage ab. Sowohl Aarwangen als auch der Kanton Bern verwerfen das Zivildienstgesetz."
322,57,57,43,"Auswil BE","In Auswil ist das Zivildienstgesetz mit 57 Prozent der Stimmen angenommen worden. Auswil nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
323,36.1,36.1,63.9,"Bannwil BE","Bannwil hat das Zivildienstgesetz mit 63,9 Prozent Nein-Stimmen verworfen. Sowohl Bannwil als auch der Kanton Bern verwerfen das Zivildienstgesetz."
324,51.8,51.8,48.2,"Bleienbach BE","Die Vorlage das Zivildienstgesetz ist in Bleienbach mit 51,8 Prozent der Stimmen angenommen worden. Bleienbach nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
325,69.9,69.9,30.1,"Busswil bei Melchnau BE","Das Zivildienstgesetz erreicht in Busswil bei Melchnau 69,9 Prozent Ja-Stimmen. Busswil bei Melchnau nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
326,48.8,48.8,51.2,"Gondiswil BE","In Gondiswil wird das Zivildienstgesetz mit 51,2 Prozent abgelehnt. Sowohl Gondiswil als auch der Kanton Bern verwerfen das Zivildienstgesetz."
329,76.3,76.3,23.7,"Langenthal BE","Das Zivildienstgesetz erreicht in Langenthal 76,3 Prozent Ja-Stimmen. Langenthal nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
331,45.9,45.9,54.1,"Lotzwil BE","Lotzwil hat das Zivildienstgesetz mit 54,1 Prozent Nein-Stimmen verworfen. Sowohl Lotzwil als auch der Kanton Bern verwerfen das Zivildienstgesetz."
332,37.1,37.1,62.9,"Madiswil BE","Nein zum Zivildienstgesetz in Madiswil: 62,9 Prozent. Sowohl Madiswil als auch der Kanton Bern verwerfen das Zivildienstgesetz."
333,70.5,70.5,29.5,"Melchnau BE","Das Zivildienstgesetz erreicht in Melchnau 70,5 Prozent Ja-Stimmen. Melchnau nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
335,8.9,8.9,91.1,"Oeschenbach BE","Oeschenbach hat das Zivildienstgesetz mit 91,1 Prozent Nein-Stimmen verworfen. Sowohl Oeschenbach als auch der Kanton Bern verwerfen das Zivildienstgesetz."
336,40.9,40.9,59.1,"Reisiswil BE","Nein zum Zivildienstgesetz in Reisiswil: 59,1 Prozent. Sowohl Reisiswil als auch der Kanton Bern verwerfen das Zivildienstgesetz."
337,30.3,30.3,69.7,"Roggwil BE","69,7 Prozent der Stimmbürgerinnen und Stimmbürger von Roggwil BE haben das Zivildienstgesetz abgelehnt. Sowohl Roggwil BE als auch der Kanton Bern verwerfen das Zivildienstgesetz."
338,90.1,90.1,9.9,"Rohrbach BE","Die Vorlage das Zivildienstgesetz ist in Rohrbach mit 90,1 Prozent der Stimmen angenommen worden. Rohrbach nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
339,47.5,47.5,52.5,"Rohrbachgraben BE","Rohrbachgraben hat das Zivildienstgesetz mit 52,5 Prozent Nein-Stimmen verworfen. Sowohl Rohrbachgraben als auch der Kanton Bern verwerfen das Zivildienstgesetz."
340,41.3,41.3,58.7,"Rütschelen BE","58,7 Prozent der Stimmbürgerinnen und Stimmbürger von Rütschelen haben das Zivildienstgesetz abgelehnt. Sowohl Rütschelen als auch der Kanton Bern verwerfen das Zivildienstgesetz."
341,45.5,45.5,54.5,"Schwarzhäusern BE","Nein zum Zivildienstgesetz in Schwarzhäusern: 54,5 Prozent. Sowohl Schwarzhäusern als auch der Kanton Bern verwerfen das Zivildienstgesetz."
342,42.7,42.7,57.3,"Thunstetten BE","Thunstetten hat das Zivildienstgesetz mit 57,3 Prozent Nein-Stimmen verworfen. Sowohl Thunstetten als auch der Kanton Bern verwerfen das Zivildienstgesetz."
344,69.9,69.9,30.1,"Ursenbach BE","In Ursenbach wird das Zivildienstgesetz mit 69,9 Prozent angenommen. Ursenbach nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
345,74.7,74.7,25.3,"Wynau BE","In Wynau ist das Zivildienstgesetz mit 74,7 Prozent der Stimmen angenommen worden. Wynau nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
351,98.1,98.1,1.9,"Bern BE","In Bern wird das Zivildienstgesetz mit 98,1 Prozent angenommen. Bern nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
352,35.2,35.2,64.8,"Bolligen BE","Nein zum Zivildienstgesetz in Bolligen: 64,8 Prozent. Sowohl Bolligen als auch der Kanton Bern verwerfen das Zivildienstgesetz."
353,37.5,37.5,62.5,"Bremgarten bei Bern BE","Bremgarten bei Bern hat das Zivildienstgesetz mit 62,5 Prozent Nein-Stimmen verworfen. Sowohl Bremgarten bei Bern als auch der Kanton Bern verwerfen das Zivildienstgesetz."
354,21.5,21.5,78.5,"Kirchlindach BE","In Kirchlindach hat das Zivildienstgesetz keine Mehrheit gefunden: 78,5 Prozent lehnen die Vorlage ab. Sowohl Kirchlindach als auch der Kanton Bern verwerfen das Zivildienstgesetz."
355,61.1,61.1,38.9,"Köniz BE","In Köniz ist das Zivildienstgesetz mit 61,1 Prozent der Stimmen angenommen worden. Köniz nimmt das Zivildienstgesetz an, der Kanton Bern lehnt es ab."
356,36.7,36.7,63.3,"Muri bei Bern BE","Muri bei Bern hat das Zivildienstgesetz mit 63,3 Prozent Nein-Stimmen verworfen. Sowohl Muri bei Bern als auch der Kanton Bern verwerfen das Zivildienstgesetz."
