"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1501,44.3,44.3,55.7,"Beckenried NW","In Beckenried ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 55,7 Prozent der Stimmen gescheitert. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Beckenried hatte die Zuwanderungsinitiative im Jahr 2020 mit 45,9 Prozent abgelehnt."
1502,67.5,67.5,32.5,"Buochs NW","In Buochs erhält die Initiative ""Keine 10-Millionen-Schweiz"" 67,5 Prozent Zustimmung. Mit diesem Ergebnis wechselt Buochs ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 54,9 Prozent der Stimmen abgelehnt."
1503,64.1,64.1,35.9,"Dallenwil NW","Dallenwil hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 64,1 Prozent. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Dallenwil gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 58,1 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1504,49.1,49.1,50.9,"Emmetten NW","In Emmetten ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 50,9 Prozent der Stimmen gescheitert. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Emmetten hatte die Zuwanderungsinitiative im Jahr 2020 mit 38,3 Prozent abgelehnt."
1505,46.6,46.6,53.4,"Ennetbürgen NW","In Ennetbürgen ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 53,4 Prozent der Stimmen gescheitert. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Ennetbürgen lag damals bei 52,2 Prozent."
1506,91.6,91.6,8.4,"Ennetmoos NW","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Ennetmoos 91,6 Prozent Ja-Stimmen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Ennetmoos gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 56,4 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1507,76.3,76.3,23.7,"Hergiswil NW","Hergiswil NW hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 76,3 Prozent. Mit diesem Ergebnis wechselt Hergiswil NW ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 53,7 Prozent der Stimmen abgelehnt."
1508,47.3,47.3,52.7,"Oberdorf NW","52,7 Prozent der Stimmbürgerinnen und Stimmbürger von Oberdorf NW sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Oberdorf NW hatte die Zuwanderungsinitiative im Jahr 2020 mit 49,9 Prozent abgelehnt."
1509,52.4,52.4,47.6,"Stans NW","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Stans 52,4 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Stans ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 62,7 Prozent der Stimmen abgelehnt."
1510,49.5,49.5,50.5,"Stansstad NW","50,5 Prozent der Stimmbürgerinnen und Stimmbürger von Stansstad sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Stansstad hatten damals mit 53,2 Prozent Nein gestimmt."
1511,41.8,41.8,58.2,"Wolfenschiessen NW","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Wolfenschiessen 58,2 Prozent Nein-Stimmen. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Wolfenschiessen hatte die Zuwanderungsinitiative im Jahr 2020 mit 44,7 Prozent abgelehnt."
