"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5401,43.7,43.7,56.3,"Aigle (VD)","NA NA"
5402,25.8,25.8,74.2,"Bex (VD)","NA NA"
5403,92.4,92.4,7.6,"Chessel (VD)","NA NA"
5404,57.7,57.7,42.3,"Corbeyrier (VD)","NA NA"
5405,24.3,24.3,75.7,"Gryon (VD)","NA NA"
5406,35.4,35.4,64.6,"Lavey-Morcles (VD)","NA NA"
5407,73.7,73.7,26.3,"Leysin (VD)","NA NA"
5408,72.8,72.8,27.2,"Noville (VD)","NA NA"
5409,1.2,1.2,98.8,"Ollon (VD)","NA NA"
5410,87.4,87.4,12.6,"Ormont-Dessous (VD)","NA NA"
5411,37.7,37.7,62.3,"Ormont-Dessus (VD)","NA NA"
5412,69,69,31,"Rennaz (VD)","NA NA"
5413,90.6,90.6,9.4,"Roche (VD)","NA NA"
5414,98.8,98.8,1.2,"Villeneuve (VD)","NA NA"
5415,76.7,76.7,23.3,"Yvorne (VD)","NA NA"
5422,46.5,46.5,53.5,"Aubonne (VD)","NA NA"
5423,36,36,64,"Ballens (VD)","NA NA"
5424,75.2,75.2,24.8,"Berolle (VD)","NA NA"
5425,6.5,6.5,93.5,"Bière (VD)","NA NA"
5426,78.3,78.3,21.7,"Bougy-Villars (VD)","NA NA"
5427,53.2,53.2,46.8,"Féchy (VD)","NA NA"
5428,6.7,6.7,93.3,"Gimel (VD)","NA NA"
5429,55.5,55.5,44.5,"Longirod (VD)","NA NA"
5430,25.7,25.7,74.3,"Marchissy (VD)","NA NA"
5431,34,34,66,"Mollens (VD)","NA NA"
5434,86.2,86.2,13.8,"Saint-George (VD)","NA NA"
5435,12.9,12.9,87.1,"Saint-Livres (VD)","NA NA"
5436,74.7,74.7,25.3,"Saint-Oyens (VD)","NA NA"
5437,66.5,66.5,33.5,"Saubraz (VD)","NA NA"
5451,56.6,56.6,43.4,"Avenches (VD)","NA NA"
5456,16.9,16.9,83.1,"Cudrefin (VD)","NA NA"
5458,29.2,29.2,70.8,"Faoug (VD)","NA NA"
5464,16.1,16.1,83.9,"Vully-les-Lacs (VD)","NA NA"
5471,89.1,89.1,10.9,"Bettens (VD)","NA NA"
5472,7.7,7.7,92.3,"Bournens (VD)","NA NA"
5473,86.9,86.9,13.1,"Boussens (VD)","NA NA"
5474,44.1,44.1,55.9,"La Chaux (Cossonay) (VD)","NA NA"
5475,84.2,84.2,15.8,"Chavannes-le-Veyron (VD)","NA NA"
5476,51.6,51.6,48.4,"Chevilly (VD)","NA NA"
5477,44.1,44.1,55.9,"Cossonay (VD)","NA NA"
5479,12.3,12.3,87.7,"Cuarnens (VD)","NA NA"
5480,73,73,27,"Daillens (VD)","NA NA"
5481,41.2,41.2,58.8,"Dizy (VD)","NA NA"
5482,38.8,38.8,61.2,"Eclépens (VD)","NA NA"
5483,91.3,91.3,8.7,"Ferreyres (VD)","NA NA"
5484,28.9,28.9,71.1,"Gollion (VD)","NA NA"
