"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1001,77.3,77.3,22.7,"Doppleschwand LU","NA NA"
1002,81.2,81.2,18.8,"Entlebuch LU","NA NA"
1004,53.1,53.1,46.9,"Flühli LU","NA NA"
1005,98.6,98.6,1.4,"Hasle LU","NA NA"
1007,79.5,79.5,20.5,"Romoos LU","NA NA"
1008,15.5,15.5,84.5,"Schüpfheim LU","NA NA"
1009,7.7,7.7,92.3,"Werthenstein LU","NA NA"
1010,12.1,12.1,87.9,"Escholzmatt-Marbach LU","NA NA"
1021,46.3,46.3,53.7,"Aesch LU","NA NA"
1023,28,28,72,"Ballwil LU","NA NA"
1024,29.2,29.2,70.8,"Emmen LU","NA NA"
1025,99.8,99.8,0.2,"Ermensee LU","NA NA"
1026,83.5,83.5,16.5,"Eschenbach LU","NA NA"
1030,58,58,42,"Hitzkirch LU","NA NA"
1031,32.2,32.2,67.8,"Hochdorf LU","NA NA"
1032,79.3,79.3,20.7,"Hohenrain LU","NA NA"
1033,89.2,89.2,10.8,"Inwil LU","NA NA"
1037,34,34,66,"Rain LU","NA NA"
1039,65.8,65.8,34.2,"Römerswil LU","NA NA"
1040,46.7,46.7,53.3,"Rothenburg LU","NA NA"
1041,88.1,88.1,11.9,"Schongau LU","NA NA"
1051,95.8,95.8,4.2,"Adligenswil LU","NA NA"
1052,5.6,5.6,94.4,"Buchrain LU","NA NA"
1053,97.2,97.2,2.8,"Dierikon LU","NA NA"
1054,54.4,54.4,45.6,"Ebikon LU","NA NA"
1055,20.4,20.4,79.6,"Gisikon LU","NA NA"
1056,27.6,27.6,72.4,"Greppen LU","NA NA"
1058,87.6,87.6,12.4,"Horw LU","NA NA"
1059,63.3,63.3,36.7,"Kriens LU","NA NA"
1061,46.5,46.5,53.5,"Luzern LU","NA NA"
1062,53.7,53.7,46.3,"Malters LU","NA NA"
1063,67.6,67.6,32.4,"Meggen LU","NA NA"
1064,30.9,30.9,69.1,"Meierskappel LU","NA NA"
1065,61.7,61.7,38.3,"Root LU","NA NA"
1066,19.5,19.5,80.5,"Schwarzenberg LU","NA NA"
1067,14.8,14.8,85.2,"Udligenswil LU","NA NA"
1068,55.1,55.1,44.9,"Vitznau LU","NA NA"
1069,23.5,23.5,76.5,"Weggis LU","NA NA"
1081,88.1,88.1,11.9,"Beromünster LU","NA NA"
1082,52.6,52.6,47.4,"Büron LU","NA NA"
1083,54.1,54.1,45.9,"Buttisholz LU","NA NA"
1084,60.3,60.3,39.7,"Eich LU","NA NA"
1085,22,22,78,"Geuensee LU","NA NA"
1086,68.4,68.4,31.6,"Grosswangen LU","NA NA"
1088,8.8,8.8,91.2,"Hildisrieden LU","NA NA"
1089,33.8,33.8,66.2,"Knutwil LU","NA NA"
1091,90,90,10,"Mauensee LU","NA NA"
1093,26.5,26.5,73.5,"Neuenkirch LU","NA NA"
1094,50.6,50.6,49.4,"Nottwil LU","NA NA"
1095,41.7,41.7,58.3,"Oberkirch LU","NA NA"
1097,69.5,69.5,30.5,"Rickenbach LU","NA NA"
1098,65.7,65.7,34.3,"Ruswil LU","NA NA"
1099,43.7,43.7,56.3,"Schenkon LU","NA NA"
1100,87.6,87.6,12.4,"Schlierbach LU","NA NA"
1102,88.4,88.4,11.6,"Sempach LU","NA NA"
1103,49.5,49.5,50.5,"Sursee LU","NA NA"
1104,32.6,32.6,67.4,"Triengen LU","NA NA"
1107,13.7,13.7,86.3,"Wolhusen LU","NA NA"
1121,25.9,25.9,74.1,"Alberswil LU","NA NA"
1122,94.6,94.6,5.4,"Altbüron LU","NA NA"
1123,8.9,8.9,91.1,"Altishofen LU","NA NA"
1125,73.8,73.8,26.2,"Dagmersellen LU","NA NA"
1127,59.9,59.9,40.1,"Egolzwil LU","NA NA"
1128,39.1,39.1,60.9,"Ettiswil LU","NA NA"
1129,22.4,22.4,77.6,"Fischbach LU","NA NA"
1131,45.8,45.8,54.2,"Grossdietwil LU","NA NA"
1132,50.3,50.3,49.7,"Hergiswil bei Willisau LU","NA NA"
1135,38.7,38.7,61.3,"Luthern LU","NA NA"
1136,42.9,42.9,57.1,"Menznau LU","NA NA"
1137,89.7,89.7,10.3,"Nebikon LU","NA NA"
1139,4.2,4.2,95.8,"Pfaffnau LU","NA NA"
1140,62,62,38,"Reiden LU","NA NA"
1142,3.1,3.1,96.9,"Roggliswil LU","NA NA"
1143,9.4,9.4,90.6,"Schötz LU","NA NA"
1145,4.5,4.5,95.5,"Ufhusen LU","NA NA"
1146,57.2,57.2,42.8,"Wauwil LU","NA NA"
1147,35.7,35.7,64.3,"Wikon LU","NA NA"
1150,45.6,45.6,54.4,"Zell LU","NA NA"
1151,79,79,21,"Willisau LU","NA NA"
