"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1301,89.8,89.8,10.2,"Einsiedeln SZ","In Einsiedeln erhält die Initiative ""Keine 10-Millionen-Schweiz"" 89,8 Prozent Zustimmung. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Einsiedeln gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 55,4 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1311,55.5,55.5,44.5,"Gersau SZ","In Gersau erhält die Initiative ""Keine 10-Millionen-Schweiz"" 55,5 Prozent Zustimmung. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Gersau gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 51,9 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1321,82.3,82.3,17.7,"Feusisberg SZ","Mit 82,3 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Feusisberg der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Feusisberg gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 51,6 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1322,14,14,86,"Freienbach SZ","In Freienbach wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 86 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Freienbach lag damals bei 52,7 Prozent."
1323,26.5,26.5,73.5,"Wollerau SZ","73,5 Prozent der Stimmbürgerinnen und Stimmbürger von Wollerau sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Wollerau lag damals bei 53,5 Prozent."
1331,65,65,35,"Küssnacht SZ","Mit 65 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Küssnacht SZ der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Küssnacht SZ ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 57,3 Prozent der Stimmen abgelehnt."
1341,23.9,23.9,76.1,"Altendorf SZ","In Altendorf ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 76,1 Prozent der Stimmen gescheitert. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Altendorf hatte die Zuwanderungsinitiative im Jahr 2020 mit 49,3 Prozent abgelehnt."
1342,63.7,63.7,36.3,"Galgenen SZ","Galgenen hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 63,7 Prozent. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Galgenen gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 57,8 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1343,62.5,62.5,37.5,"Innerthal SZ","Mit 62,5 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Innerthal der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Innerthal gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 59,6 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1344,36.2,36.2,63.8,"Lachen SZ","In Lachen wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 63,8 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Lachen lag damals bei 57,4 Prozent."
1345,58.8,58.8,41.2,"Reichenburg SZ","Mit 58,8 Prozent befürworten die Stimmberechtigten von Reichenburg die Initiative ""Keine 10-Millionen-Schweiz"". Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» fällt geringer aus als jene für die Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Reichenburg hatten damals mit 61,8 Prozent Ja gestimmt."
1346,24.2,24.2,75.8,"Schübelbach SZ","75,8 Prozent der Stimmbürgerinnen und Stimmbürger von Schübelbach sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Schübelbach hatte die Zuwanderungsinitiative im Jahr 2020 mit 42,3 Prozent abgelehnt."
1347,66.5,66.5,33.5,"Tuggen SZ","66,5 Prozent der Stimmbürgerinnen und Stimmbürger von Tuggen haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Tuggen gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 62,3 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1348,36.4,36.4,63.6,"Vorderthal SZ","63,6 Prozent der Stimmbürgerinnen und Stimmbürger von Vorderthal sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Vorderthal hatte die Zuwanderungsinitiative im Jahr 2020 mit 21,3 Prozent abgelehnt."
1349,38.4,38.4,61.6,"Wangen SZ","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Wangen SZ 61,6 Prozent Nein-Stimmen. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Wangen SZ hatte die Zuwanderungsinitiative im Jahr 2020 mit 46 Prozent abgelehnt."
1361,90.8,90.8,9.2,"Alpthal SZ","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Alpthal 90,8 Prozent Ja-Stimmen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Alpthal gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 83,6 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1362,60.9,60.9,39.1,"Arth SZ","Mit 60,9 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Arth der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Arth gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 51,2 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1363,63.2,63.2,36.8,"Illgau SZ","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Illgau 63,2 Prozent Ja-Stimmen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» fällt geringer aus als jene für die Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Illgau hatten damals mit 65,1 Prozent Ja gestimmt."
1364,6.3,6.3,93.7,"Ingenbohl SZ","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Ingenbohl 93,7 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Ingenbohl lag damals bei 53,1 Prozent."
1365,71,71,29,"Lauerz SZ","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Lauerz 71 Prozent Ja-Stimmen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Lauerz gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 65,6 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
1366,31.7,31.7,68.3,"Morschach SZ","In Morschach wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 68,3 Prozent abgelehnt. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Morschach hatte die Zuwanderungsinitiative im Jahr 2020 mit 42,6 Prozent abgelehnt."
