"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,89,89,11,"Aeugst am Albis (ZH)",
2,66.6,66.6,33.4,"Affoltern am Albis (ZH)",
3,84.7,84.7,15.3,"Bonstetten (ZH)",
4,92.2,92.2,7.8,"Hausen am Albis (ZH)",
5,87.2,87.2,12.8,"Hedingen (ZH)",
6,56.9,56.9,43.1,"Kappel am Albis (ZH)",
7,28.6,28.6,71.4,"Knonau (ZH)",
8,28.7,28.7,71.3,"Maschwanden (ZH)",
9,28.5,28.5,71.5,"Mettmenstetten (ZH)",
10,64.7,64.7,35.3,"Obfelden (ZH)",
11,62.3,62.3,37.7,"Ottenbach (ZH)",
12,39.8,39.8,60.2,"Rifferswil (ZH)",
13,68.7,68.7,31.3,"Stallikon (ZH)",
14,58.7,58.7,41.3,"Wettswil am Albis (ZH)",
22,64,64,36,"Benken (ZH)",
23,15.1,15.1,84.9,"Berg am Irchel (ZH)",
24,76.8,76.8,23.2,"Buch am Irchel (ZH)",
25,25.4,25.4,74.6,"Dachsen (ZH)",
26,29.9,29.9,70.1,"Dorf (ZH)",
27,87.4,87.4,12.6,"Feuerthalen (ZH)",
28,24.9,24.9,75.1,"Flaach (ZH)",
29,47.9,47.9,52.1,"Flurlingen (ZH)",
31,67.1,67.1,32.9,"Henggart (ZH)",
33,41.8,41.8,58.2,"Kleinandelfingen (ZH)",
34,42.6,42.6,57.4,"Laufen-Uhwiesen (ZH)",
35,88.7,88.7,11.3,"Marthalen (ZH)",
37,59.6,59.6,40.4,"Ossingen (ZH)",
38,50.3,50.3,49.7,"Rheinau (ZH)",
39,4.1,4.1,95.9,"Thalheim an der Thur (ZH)",
40,44.6,44.6,55.4,"Trüllikon (ZH)",
41,63.5,63.5,36.5,"Truttikon (ZH)",
43,57.8,57.8,42.2,"Volken (ZH)",
51,57.2,57.2,42.8,"Bachenbülach (ZH)",
52,56.6,56.6,43.4,"Bassersdorf (ZH)",
53,24.8,24.8,75.2,"Bülach (ZH)",
54,52.6,52.6,47.4,"Dietlikon (ZH)",
55,44.4,44.4,55.6,"Eglisau (ZH)",
56,41.6,41.6,58.4,"Embrach (ZH)",
57,45.2,45.2,54.8,"Freienstein-Teufen (ZH)",
58,17.1,17.1,82.9,"Glattfelden (ZH)",
59,27.4,27.4,72.6,"Hochfelden (ZH)",
60,58.1,58.1,41.9,"Höri (ZH)",
61,67.5,67.5,32.5,"Hüntwangen (ZH)",
62,98.3,98.3,1.7,"Kloten (ZH)",
63,67.5,67.5,32.5,"Lufingen (ZH)",
64,51.8,51.8,48.2,"Nürensdorf (ZH)",
65,9.9,9.9,90.1,"Oberembrach (ZH)",
66,34.5,34.5,65.5,"Opfikon (ZH)",
67,91.8,91.8,8.2,"Rafz (ZH)",
68,42.6,42.6,57.4,"Rorbas (ZH)",
69,66.6,66.6,33.4,"Wallisellen (ZH)",
70,47.5,47.5,52.5,"Wasterkingen (ZH)",
71,39.1,39.1,60.9,"Wil (ZH)",
72,51.7,51.7,48.3,"Winkel (ZH)",
81,39.6,39.6,60.4,"Bachs (ZH)",
82,25.5,25.5,74.5,"Boppelsen (ZH)",
83,69.7,69.7,30.3,"Buchs (ZH)",
84,48.4,48.4,51.6,"Dällikon (ZH)",
85,46.5,46.5,53.5,"Dänikon (ZH)",
