"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1,42.6,42.6,57.4,"Aeugst am Albis ZH","Aeugst am Albis hat sowohl die Wohnungsinitiative (57,4 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (50,5 Prozent Nein) abgelehnt."
2,7,7,93,"Affoltern am Albis ZH","Affoltern am Albis hat mit 93 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 57,1 Prozent."
3,30,30,70,"Bonstetten ZH","Bonstetten hat sowohl die Wohnungsinitiative (70 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (66,9 Prozent Nein) abgelehnt."
4,59.3,59.3,40.7,"Hausen am Albis ZH","Hausen am Albis hat mit 59,3 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 55,5 Prozent ab."
5,50.1,50.1,49.9,"Hedingen ZH","Die Gemeinde Hedingen hat die Wohnungsinitiative mit 50,1 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 55,5 Prozent abgelehnt."
6,92.2,92.2,7.8,"Kappel am Albis ZH","Die Gemeinde Kappel am Albis hat die Wohnungsinitiative mit 92,2 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 54,3 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 53,1 Prozent für den Gegenvorschlag aus."
7,90.5,90.5,9.5,"Knonau ZH","Die Wohnungsinitiative ist in Knonau mit 90,5 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 60,4 Prozent. Bei der Stichfrage bevorzugten 86,2 Prozent den Gegenvorschlag."
8,38.7,38.7,61.3,"Maschwanden ZH","Weder die Wohnungsinitiative (61,3 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (84,3 Prozent Nein) haben in Maschwanden eine Mehrheit gefunden."
9,16,16,84,"Mettmenstetten ZH","Weder die Wohnungsinitiative (84 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (55 Prozent Nein) haben in Mettmenstetten eine Mehrheit gefunden."
10,19.1,19.1,80.9,"Obfelden ZH","Weder die Wohnungsinitiative (80,9 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (52,7 Prozent Nein) haben in Obfelden eine Mehrheit gefunden."
11,42.6,42.6,57.4,"Ottenbach ZH","Sowohl die Wohnungsinitiative (57,4 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (74,7 Prozent Nein) sind in Ottenbach durchgefallen."
12,32.4,32.4,67.6,"Rifferswil ZH","Sowohl die Wohnungsinitiative (67,6 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (71,3 Prozent Nein) sind in Rifferswil durchgefallen."
13,54.2,54.2,45.8,"Stallikon ZH","54,2 Prozent der Stimmbürgerinnen und Stimmbürger von Stallikon haben sich für die Wohnungsinitiative und 55,2 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 50,8 Prozent der Initiative den Vorrang."
14,53.1,53.1,46.9,"Wettswil am Albis ZH","Die Wohnungsinitiative ist in Wettswil am Albis mit 53,1 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 74,8 Prozent abgelehnt."
22,52.1,52.1,47.9,"Benken ZH","Die Gemeinde Benken ZH hat die Wohnungsinitiative mit 52,1 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 55,3 Prozent abgelehnt."
23,23.2,23.2,76.8,"Berg am Irchel ZH","Berg am Irchel hat mit 76,8 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 71,9 Prozent."
