"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
5401,98,98,2,"Aigle VD",
5402,85.5,85.5,14.5,"Bex VD",
5403,73.2,73.2,26.8,"Chessel VD",
5404,84.6,84.6,15.4,"Corbeyrier VD",
5405,61,61,39,"Gryon VD",
5406,57.6,57.6,42.4,"Lavey-Morcles VD",
5407,72.9,72.9,27.1,"Leysin VD",
5408,58.3,58.3,41.7,"Noville VD",
5409,67.9,67.9,32.1,"Ollon VD",
5410,63.5,63.5,36.5,"Ormont-Dessous VD",
5411,53.7,53.7,46.3,"Ormont-Dessus VD",
5412,99.4,99.4,0.6,"Rennaz VD",
5413,39.9,39.9,60.1,"Roche VD",
5414,44.9,44.9,55.1,"Villeneuve VD",
5415,40.5,40.5,59.5,"Yvorne VD",
5422,83.1,83.1,16.9,"Aubonne VD",
5423,54.8,54.8,45.2,"Ballens VD",
5424,67.5,67.5,32.5,"Berolle VD",
5425,29.7,29.7,70.3,"Bière VD",
5426,46.3,46.3,53.7,"Bougy-Villars VD",
5427,35.2,35.2,64.8,"Féchy VD",
5428,36,36,64,"Gimel VD",
5429,20.5,20.5,79.5,"Longirod VD",
5430,51.7,51.7,48.3,"Marchissy VD",
5431,89.7,89.7,10.3,"Mollens VD",
5434,72.8,72.8,27.2,"Saint-George VD",
5435,60.3,60.3,39.7,"Saint-Livres VD",
5436,45.1,45.1,54.9,"Saint-Oyens VD",
5437,63.7,63.7,36.3,"Saubraz VD",
5451,99.3,99.3,0.7,"Avenches VD",
5456,55,55,45,"Cudrefin VD",
5458,80.7,80.7,19.3,"Faoug VD",
5464,97.4,97.4,2.6,"Vully-les-Lacs VD",
5471,57.1,57.1,42.9,"Bettens VD",
5472,61.7,61.7,38.3,"Bournens VD",
5473,32.5,32.5,67.5,"Boussens VD",
5474,94.9,94.9,5.1,"La Chaux (Cossonay) VD",
5475,69.9,69.9,30.1,"Chavannes-le-Veyron VD",
5476,55.3,55.3,44.7,"Chevilly VD",
5477,56.9,56.9,43.1,"Cossonay VD",
5479,22.1,22.1,77.9,"Cuarnens VD",
5480,66.4,66.4,33.6,"Daillens VD",
5481,33.7,33.7,66.3,"Dizy VD",
5482,64.8,64.8,35.2,"Eclépens VD",
5483,9.1,9.1,90.9,"Ferreyres VD",
5484,48.6,48.6,51.4,"Gollion VD",
5485,6.7,6.7,93.3,"Grancy VD",
5486,61.6,61.6,38.4,"L'Isle VD",
5487,93.1,93.1,6.9,"Lussery-Villars VD",
5488,80.3,80.3,19.7,"Mauraz VD",
5489,26.6,26.6,73.4,"Mex VD",
5490,86.5,86.5,13.5,"Moiry VD",
5491,8.6,8.6,91.4,"Mont-la-Ville VD",
5492,60.5,60.5,39.5,"Montricher VD",
5493,56.4,56.4,43.6,"Orny VD",
5495,73.7,73.7,26.3,"Penthalaz VD",
5496,26.5,26.5,73.5,"Penthaz VD",
5497,40.9,40.9,59.1,"Pompaples VD",
5498,42.5,42.5,57.5,"La Sarraz VD",
5499,73.6,73.6,26.4,"Senarclens VD",
5501,22.3,22.3,77.7,"Sullens VD",
5503,80.6,80.6,19.4,"Vufflens-la-Ville VD",
5511,40.4,40.4,59.6,"Assens VD",
5512,60.7,60.7,39.3,"Bercher VD",
5514,7.9,7.9,92.1,"Bottens VD",
5515,91.7,91.7,8.3,"Bretigny-sur-Morrens VD",
5516,3.7,3.7,96.3,"Cugy VD",
5518,28.7,28.7,71.3,"Echallens VD",
5520,49.7,49.7,50.3,"Essertines-sur-Yverdon VD",
5521,57.2,57.2,42.8,"Etagnières VD",
5522,31.7,31.7,68.3,"Fey VD",
5523,53.4,53.4,46.6,"Froideville VD",
5527,45.8,45.8,54.2,"Morrens VD",
5529,45,45,55,"Oulens-sous-Echallens VD",
5530,17.6,17.6,82.4,"Pailly VD",
5531,88,88,12,"Penthéréaz VD",
5533,94.3,94.3,5.7,"Poliez-Pittet VD",
5534,59.7,59.7,40.3,"Rueyres VD",
5535,54.3,54.3,45.7,"Saint-Barthélemy VD",
5537,70.9,70.9,29.1,"Villars-le-Terroir VD",
5539,37.2,37.2,62.8,"Vuarrens VD",
5540,55.3,55.3,44.7,"Montilliez VD",
5541,55.2,55.2,44.8,"Goumoëns VD",
5551,8.1,8.1,91.9,"Bonvillars VD",
5552,37.6,37.6,62.4,"Bullet VD",
5553,38.2,38.2,61.8,"Champagne VD",
5554,49,49,51,"Concise VD",
5555,49.7,49.7,50.3,"Corcelles-près-Concise VD",
5556,39.2,39.2,60.8,"Fiez VD",
5557,69.5,69.5,30.5,"Fontaines-sur-Grandson VD",
5559,32.8,32.8,67.2,"Giez VD",
5560,73,73,27,"Grandevent VD",
5561,56.3,56.3,43.7,"Grandson VD",
5562,62.5,62.5,37.5,"Mauborget VD",
5563,21,21,79,"Mutrux VD",
5564,96.7,96.7,3.3,"Novalles VD",
5565,42.1,42.1,57.9,"Onnens VD",
5566,42.4,42.4,57.6,"Provence VD",
5568,27.5,27.5,72.5,"Sainte-Croix VD",
5571,45.3,45.3,54.7,"Tévenon VD",
5581,25,25,75,"Belmont-sur-Lausanne VD",
5582,75.6,75.6,24.4,"Cheseaux-sur-Lausanne VD",
5583,66.3,66.3,33.7,"Crissier VD",
5584,66.9,66.9,33.1,"Epalinges VD",
5585,91.3,91.3,8.7,"Jouxtens-Mézery VD",
5586,23.2,23.2,76.8,"Lausanne VD",
5587,59.5,59.5,40.5,"Le Mont-sur-Lausanne VD",
5588,77.5,77.5,22.5,"Paudex VD",
5589,47,47,53,"Prilly VD",
5590,22.9,22.9,77.1,"Pully VD",
5591,86.2,86.2,13.8,"Renens VD",
5592,80.8,80.8,19.2,"Romanel-sur-Lausanne VD",
5601,58.6,58.6,41.4,"Chexbres VD",
5604,67.4,67.4,32.6,"Forel (Lavaux) VD",
5606,9.9,9.9,90.1,"Lutry VD",
5607,18.9,18.9,81.1,"Puidoux VD",
5609,61.9,61.9,38.1,"Rivaz VD",
5610,72.7,72.7,27.3,"Saint-Saphorin (Lavaux) VD",
5611,75.9,75.9,24.1,"Savigny VD",
5613,74.3,74.3,25.7,"Bourg-en-Lavaux VD",
5621,36.9,36.9,63.1,"Aclens VD",
5622,49.3,49.3,50.7,"Bremblens VD",
5623,18.7,18.7,81.3,"Buchillon VD",
5624,76.9,76.9,23.1,"Bussigny VD",
5627,37.6,37.6,62.4,"Chavannes-près-Renens VD",
5628,40,40,60,"Chigny VD",
5629,77.7,77.7,22.3,"Clarmont VD",
5631,78.7,78.7,21.3,"Denens VD",
5632,92.6,92.6,7.4,"Denges VD",
5633,52.9,52.9,47.1,"Echandens VD",
5634,50.1,50.1,49.9,"Echichens VD",
5635,22.2,22.2,77.8,"Ecublens VD",
5636,25.4,25.4,74.6,"Etoy VD",
5637,18.6,18.6,81.4,"Lavigny VD",
5638,45.7,45.7,54.3,"Lonay VD",
5639,1.2,1.2,98.8,"Lully VD",
5640,47.3,47.3,52.7,"Lussy-sur-Morges VD",
5642,28,28,72,"Morges VD",
5643,45,45,55,"Préverenges VD",
5645,36.9,36.9,63.1,"Romanel-sur-Morges VD",
