"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
2901,46.4,46.4,53.6,"Gächlingen SH","In Gächlingen wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 53,6 Prozent abgelehnt. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Gächlingen hatte die Zuwanderungsinitiative im Jahr 2020 mit 45,8 Prozent abgelehnt."
2903,40.8,40.8,59.2,"Löhningen SH","In Löhningen findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 59,2 Prozent keine Mehrheit. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Löhningen lag damals bei 53 Prozent."
2904,9.2,9.2,90.8,"Neunkirch SH","In Neunkirch ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 90,8 Prozent der Stimmen gescheitert. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Neunkirch lag damals bei 56,7 Prozent."
2914,55.4,55.4,44.6,"Büttenhardt SH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Büttenhardt 55,4 Prozent Ja-Stimmen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» fällt geringer aus als jene für die Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Büttenhardt hatten damals mit 59,1 Prozent Ja gestimmt."
2915,52.2,52.2,47.8,"Dörflingen SH","Mit 52,2 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Dörflingen der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Meinungen zur Zuwanderungsfrage bleiben in Dörflingen somit stabil. Im Jahr 2020 hatte die Gemeinde bereits mit 51,5 Prozent Ja der Zuwanderungsinitiative zugestimmt."
2917,31.9,31.9,68.1,"Lohn SH","In Lohn SH wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 68,1 Prozent abgelehnt. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Lohn SH hatte die Zuwanderungsinitiative im Jahr 2020 mit 45,3 Prozent abgelehnt."
2919,43,43,57,"Stetten SH","57 Prozent der Stimmbürgerinnen und Stimmbürger von Stetten SH sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Stetten SH hatten damals mit 62,3 Prozent Nein gestimmt."
2920,33.1,33.1,66.9,"Thayngen SH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Thayngen 66,9 Prozent Nein-Stimmen. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Thayngen hatte die Zuwanderungsinitiative im Jahr 2020 mit 48,6 Prozent abgelehnt."
2931,52,52,48,"Bargen SH","52 Prozent der Stimmbürgerinnen und Stimmbürger von Bargen SH haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» fällt geringer aus als jene für die Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Bargen SH hatten damals mit 59,6 Prozent Ja gestimmt."
2932,12.1,12.1,87.9,"Beringen SH","In Beringen wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 87,9 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Beringen lag damals bei 53,7 Prozent."
2933,1.5,1.5,98.5,"Buchberg SH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Buchberg 98,5 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Buchberg lag damals bei 50,5 Prozent."
2936,62.8,62.8,37.2,"Merishausen SH","In Merishausen erhält die Initiative ""Keine 10-Millionen-Schweiz"" 62,8 Prozent Zustimmung. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Merishausen gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 50,8 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
2937,19,19,81,"Neuhausen am Rheinfall SH","In Neuhausen am Rheinfall wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 81 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Neuhausen am Rheinfall lag damals bei 52,5 Prozent."
2938,76.4,76.4,23.6,"Rüdlingen SH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Rüdlingen 76,4 Prozent Ja-Stimmen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Rüdlingen gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 53,2 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
2939,84.5,84.5,15.5,"Schaffhausen SH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Schaffhausen 84,5 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Schaffhausen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 64,9 Prozent der Stimmen abgelehnt."
