"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
6002,84,84,16,"Brig-Glis VS","In Brig-Glis ist das Zivildienstgesetz mit 84 Prozent der Stimmen angenommen worden. Brig-Glis nimmt das Zivildienstgesetz an, der Kanton Wallis lehnt es ab."
6004,61.9,61.9,38.1,"Eggerberg VS","Die Vorlage das Zivildienstgesetz ist in Eggerberg mit 61,9 Prozent der Stimmen angenommen worden. Eggerberg nimmt das Zivildienstgesetz an, der Kanton Wallis lehnt es ab."
6007,51.5,51.5,48.5,"Naters VS","Die Vorlage das Zivildienstgesetz ist in Naters mit 51,5 Prozent der Stimmen angenommen worden. Naters nimmt das Zivildienstgesetz an, der Kanton Wallis lehnt es ab."
6008,31.2,31.2,68.8,"Ried-Brig VS","In Ried-Brig hat das Zivildienstgesetz keine Mehrheit gefunden: 68,8 Prozent lehnen die Vorlage ab. Sowohl Ried-Brig als auch der Kanton Wallis verwerfen das Zivildienstgesetz."
6009,3.6,3.6,96.4,"Simplon VS","Nein zum Zivildienstgesetz in Simplon: 96,4 Prozent. Sowohl Simplon als auch der Kanton Wallis verwerfen das Zivildienstgesetz."
6010,67.1,67.1,32.9,"Termen VS","In Termen wird das Zivildienstgesetz mit 67,1 Prozent angenommen. Termen nimmt das Zivildienstgesetz an, der Kanton Wallis lehnt es ab."
6011,50.5,50.5,49.5,"Zwischbergen VS","In Zwischbergen wird das Zivildienstgesetz mit 50,5 Prozent angenommen. Zwischbergen nimmt das Zivildienstgesetz an, der Kanton Wallis lehnt es ab."
6021,48.3,48.3,51.7,"Ardon VS","Nein zum Zivildienstgesetz in Ardon: 51,7 Prozent. Sowohl Ardon als auch der Kanton Wallis verwerfen das Zivildienstgesetz."
6022,16.3,16.3,83.7,"Chamoson VS","In Chamoson wird das Zivildienstgesetz mit 83,7 Prozent abgelehnt. Sowohl Chamoson als auch der Kanton Wallis verwerfen das Zivildienstgesetz."
6023,49.5,49.5,50.5,"Conthey VS","In Conthey hat das Zivildienstgesetz keine Mehrheit gefunden: 50,5 Prozent lehnen die Vorlage ab. Sowohl Conthey als auch der Kanton Wallis verwerfen das Zivildienstgesetz."
