"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
3201,34.7,34.7,65.3,"Häggenschwil SG","In Häggenschwil hat das Zivildienstgesetz keine Mehrheit gefunden: 65,3 Prozent lehnen die Vorlage ab. Häggenschwil lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3202,63,63,37,"Muolen SG","In Muolen wird das Zivildienstgesetz mit 63 Prozent angenommen. Übereinstimmend mit dem Kanton St. Gallen stimmt Muolen dem Zivildienstgesetz zu."
3203,2.4,2.4,97.6,"St. Gallen SG","St. Gallen hat das Zivildienstgesetz mit 97,6 Prozent Nein-Stimmen verworfen. St. Gallen lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3204,37.7,37.7,62.3,"Wittenbach SG","In Wittenbach hat das Zivildienstgesetz keine Mehrheit gefunden: 62,3 Prozent lehnen die Vorlage ab. Wittenbach lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3211,19.6,19.6,80.4,"Berg SG","Nein zum Zivildienstgesetz in Berg SG: 80,4 Prozent. Berg SG lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3212,39,39,61,"Eggersriet SG","61 Prozent der Stimmbürgerinnen und Stimmbürger von Eggersriet haben das Zivildienstgesetz abgelehnt. Eggersriet lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3213,1.2,1.2,98.8,"Goldach SG","In Goldach wird das Zivildienstgesetz mit 98,8 Prozent abgelehnt. Goldach verzeichnet im Kanton St. Gallen den höchsten Nein-Anteil zum Zivildienstgesetz."
3214,36.4,36.4,63.6,"Mörschwil SG","Mörschwil hat das Zivildienstgesetz mit 63,6 Prozent Nein-Stimmen verworfen. Mörschwil lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3215,40,40,60,"Rorschach SG","In Rorschach wird das Zivildienstgesetz mit 60 Prozent abgelehnt. Rorschach lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3216,46,46,54,"Rorschacherberg SG","54 Prozent der Stimmbürgerinnen und Stimmbürger von Rorschacherberg haben das Zivildienstgesetz abgelehnt. Rorschacherberg lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3217,19.8,19.8,80.2,"Steinach SG","In Steinach hat das Zivildienstgesetz keine Mehrheit gefunden: 80,2 Prozent lehnen die Vorlage ab. Steinach lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3218,75.4,75.4,24.6,"Tübach SG","Das Zivildienstgesetz erreicht in Tübach 75,4 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton St. Gallen stimmt Tübach dem Zivildienstgesetz zu."
3219,54.6,54.6,45.4,"Untereggen SG","Das Zivildienstgesetz erreicht in Untereggen 54,6 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton St. Gallen stimmt Untereggen dem Zivildienstgesetz zu."
3231,58.7,58.7,41.3,"Au SG","In Au SG wird das Zivildienstgesetz mit 58,7 Prozent angenommen. Übereinstimmend mit dem Kanton St. Gallen stimmt Au SG dem Zivildienstgesetz zu."
3232,46.6,46.6,53.4,"Balgach SG","In Balgach wird das Zivildienstgesetz mit 53,4 Prozent abgelehnt. Balgach lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3233,57.3,57.3,42.7,"Berneck SG","In Berneck wird das Zivildienstgesetz mit 57,3 Prozent angenommen. Übereinstimmend mit dem Kanton St. Gallen stimmt Berneck dem Zivildienstgesetz zu."
3234,58.9,58.9,41.1,"Diepoldsau SG","In Diepoldsau wird das Zivildienstgesetz mit 58,9 Prozent angenommen. Übereinstimmend mit dem Kanton St. Gallen stimmt Diepoldsau dem Zivildienstgesetz zu."
3235,46.7,46.7,53.3,"Rheineck SG","In Rheineck wird das Zivildienstgesetz mit 53,3 Prozent abgelehnt. Rheineck lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3236,61.2,61.2,38.8,"St. Margrethen SG","Die Vorlage das Zivildienstgesetz ist in St. Margrethen mit 61,2 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton St. Gallen stimmt St. Margrethen dem Zivildienstgesetz zu."
3237,21.3,21.3,78.7,"Thal SG","In Thal wird das Zivildienstgesetz mit 78,7 Prozent abgelehnt. Thal lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3238,37.3,37.3,62.7,"Widnau SG","Nein zum Zivildienstgesetz in Widnau: 62,7 Prozent. Widnau lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3251,50,50,50,"Altstätten SG","In Altstätten wird das Zivildienstgesetz mit 50 Prozent abgelehnt. Altstätten lehnt das Zivildienstgesetz ab, der Kanton St. Gallen nimmt sie an."
3252,79,79,21,"Eichberg SG","In Eichberg wird das Zivildienstgesetz mit 79 Prozent angenommen. Übereinstimmend mit dem Kanton St. Gallen stimmt Eichberg dem Zivildienstgesetz zu."
