"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
5401,42.8,42.8,57.2,"Aigle VD",
5402,86.9,86.9,13.1,"Bex VD",
5403,92,92,8,"Chessel VD",
5404,56.7,56.7,43.3,"Corbeyrier VD",
5405,53.2,53.2,46.8,"Gryon VD",
5406,47.9,47.9,52.1,"Lavey-Morcles VD",
5407,72.4,72.4,27.6,"Leysin VD",
5408,56.4,56.4,43.6,"Noville VD",
5409,5.6,5.6,94.4,"Ollon VD",
5410,45.5,45.5,54.5,"Ormont-Dessous VD",
5411,48.8,48.8,51.2,"Ormont-Dessus VD",
5412,91.3,91.3,8.7,"Rennaz VD",
5413,49.2,49.2,50.8,"Roche VD",
5414,45,45,55,"Villeneuve VD",
5415,51.7,51.7,48.3,"Yvorne VD",
5422,28.8,28.8,71.2,"Aubonne VD",
5423,61.3,61.3,38.7,"Ballens VD",
5424,67,67,33,"Berolle VD",
5425,48.3,48.3,51.7,"Bière VD",
5426,47,47,53,"Bougy-Villars VD",
5427,69.4,69.4,30.6,"Féchy VD",
5428,15.2,15.2,84.8,"Gimel VD",
5429,44.6,44.6,55.4,"Longirod VD",
5430,32.4,32.4,67.6,"Marchissy VD",
5431,42.3,42.3,57.7,"Mollens VD",
5434,27.6,27.6,72.4,"Saint-George VD",
5435,27.7,27.7,72.3,"Saint-Livres VD",
5436,56.1,56.1,43.9,"Saint-Oyens VD",
5437,57.3,57.3,42.7,"Saubraz VD",
5451,64.5,64.5,35.5,"Avenches VD",
5456,34.7,34.7,65.3,"Cudrefin VD",
5458,49.8,49.8,50.2,"Faoug VD",
5464,99.8,99.8,0.2,"Vully-les-Lacs VD",
5471,37.3,37.3,62.7,"Bettens VD",
5472,54,54,46,"Bournens VD",
5473,75.4,75.4,24.6,"Boussens VD",
5474,12.1,12.1,87.9,"La Chaux (Cossonay) VD",
5475,8.3,8.3,91.7,"Chavannes-le-Veyron VD",
5476,40.4,40.4,59.6,"Chevilly VD",
5477,49.8,49.8,50.2,"Cossonay VD",
5479,61.5,61.5,38.5,"Cuarnens VD",
5480,96.6,96.6,3.4,"Daillens VD",
5481,94.2,94.2,5.8,"Dizy VD",
5482,70.9,70.9,29.1,"Eclépens VD",
5483,43.9,43.9,56.1,"Ferreyres VD",
5484,52.7,52.7,47.3,"Gollion VD",
5485,10.9,10.9,89.1,"Grancy VD",
5486,61.8,61.8,38.2,"L'Isle VD",
5487,51.2,51.2,48.8,"Lussery-Villars VD",
5488,80.2,80.2,19.8,"Mauraz VD",
5489,46,46,54,"Mex VD",
5490,12.3,12.3,87.7,"Moiry VD",
5491,90,90,10,"Mont-la-Ville VD",
5492,65.1,65.1,34.9,"Montricher VD",
5493,46.4,46.4,53.6,"Orny VD",
5495,46.4,46.4,53.6,"Penthalaz VD",
5496,41.2,41.2,58.8,"Penthaz VD",
5497,60.8,60.8,39.2,"Pompaples VD",
5498,57.4,57.4,42.6,"La Sarraz VD",
5499,30.2,30.2,69.8,"Senarclens VD",
5501,20.4,20.4,79.6,"Sullens VD",
5503,52,52,48,"Vufflens-la-Ville VD",
5511,80.2,80.2,19.8,"Assens VD",
5512,19.4,19.4,80.6,"Bercher VD",
5514,60,60,40,"Bottens VD",
5515,60.6,60.6,39.4,"Bretigny-sur-Morrens VD",
5516,7.5,7.5,92.5,"Cugy VD",
5518,12.6,12.6,87.4,"Echallens VD",
5520,33.6,33.6,66.4,"Essertines-sur-Yverdon VD",
5521,68.4,68.4,31.6,"Etagnières VD",
5522,71.6,71.6,28.4,"Fey VD",
5523,3.5,3.5,96.5,"Froideville VD",
5527,26.1,26.1,73.9,"Morrens VD",
5529,77.5,77.5,22.5,"Oulens-sous-Echallens VD",
5530,67.2,67.2,32.8,"Pailly VD",
5531,48.6,48.6,51.4,"Penthéréaz VD",
5533,42.5,42.5,57.5,"Poliez-Pittet VD",
5534,66.3,66.3,33.7,"Rueyres VD",
5535,21.8,21.8,78.2,"Saint-Barthélemy VD",
5537,69.8,69.8,30.2,"Villars-le-Terroir VD",
5539,42.7,42.7,57.3,"Vuarrens VD",
5540,30,30,70,"Montilliez VD",
5541,25.1,25.1,74.9,"Goumoëns VD",
5551,94.8,94.8,5.2,"Bonvillars VD",
5552,57,57,43,"Bullet VD",
5553,48.8,48.8,51.2,"Champagne VD",
5554,45.9,45.9,54.1,"Concise VD",
5555,66.7,66.7,33.3,"Corcelles-près-Concise VD",
5556,73.3,73.3,26.7,"Fiez VD",
5557,21.4,21.4,78.6,"Fontaines-sur-Grandson VD",
5559,25.2,25.2,74.8,"Giez VD",
5560,45.3,45.3,54.7,"Grandevent VD",
5561,6.3,6.3,93.7,"Grandson VD",
5562,3.6,3.6,96.4,"Mauborget VD",
5563,62.1,62.1,37.9,"Mutrux VD",
5564,65.9,65.9,34.1,"Novalles VD",
5565,57.7,57.7,42.3,"Onnens VD",
5566,22.4,22.4,77.6,"Provence VD",
5568,29.1,29.1,70.9,"Sainte-Croix VD",
5571,37.1,37.1,62.9,"Tévenon VD",
5581,32.4,32.4,67.6,"Belmont-sur-Lausanne VD",
5582,41,41,59,"Cheseaux-sur-Lausanne VD",
5583,44.7,44.7,55.3,"Crissier VD",
5584,66.7,66.7,33.3,"Epalinges VD",
5585,49.2,49.2,50.8,"Jouxtens-Mézery VD",
5586,72.3,72.3,27.7,"Lausanne VD",
5587,64,64,36,"Le Mont-sur-Lausanne VD",
5588,42.7,42.7,57.3,"Paudex VD",
5589,68.4,68.4,31.6,"Prilly VD",
5590,46.9,46.9,53.1,"Pully VD",
5591,71.9,71.9,28.1,"Renens VD",
5592,60.5,60.5,39.5,"Romanel-sur-Lausanne VD",
5601,0.1,0.1,99.9,"Chexbres VD",
5604,27.7,27.7,72.3,"Forel (Lavaux) VD",
5606,24.7,24.7,75.3,"Lutry VD",
5607,85.4,85.4,14.6,"Puidoux VD",
5609,12,12,88,"Rivaz VD",
5610,20,20,80,"Saint-Saphorin (Lavaux) VD",
5611,39.4,39.4,60.6,"Savigny VD",
5613,50.1,50.1,49.9,"Bourg-en-Lavaux VD",
5621,51.6,51.6,48.4,"Aclens VD",
5622,31.7,31.7,68.3,"Bremblens VD",
5623,53.9,53.9,46.1,"Buchillon VD",
5624,66.8,66.8,33.2,"Bussigny VD",
5627,47.3,47.3,52.7,"Chavannes-près-Renens VD",
5628,53,53,47,"Chigny VD",
5629,81.9,81.9,18.1,"Clarmont VD",
5631,47.5,47.5,52.5,"Denens VD",
5632,62,62,38,"Denges VD",
5633,35.8,35.8,64.2,"Echandens VD",
5634,31.5,31.5,68.5,"Echichens VD",
5635,38.9,38.9,61.1,"Ecublens VD",
5636,38.8,38.8,61.2,"Etoy VD",
