"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
2401,66.7,66.7,33.3,"Egerkingen SO","In Egerkingen wird das Zivildienstgesetz mit 66,7 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Egerkingen dem Zivildienstgesetz zu."
2402,63.8,63.8,36.2,"Härkingen SO","In Härkingen wird das Zivildienstgesetz mit 63,8 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Härkingen dem Zivildienstgesetz zu."
2403,64.5,64.5,35.5,"Kestenholz SO","In Kestenholz ist das Zivildienstgesetz mit 64,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Kestenholz dem Zivildienstgesetz zu."
2404,64.8,64.8,35.2,"Neuendorf SO","In Neuendorf wird das Zivildienstgesetz mit 64,8 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Neuendorf dem Zivildienstgesetz zu."
2405,65,65,35,"Niederbuchsiten SO","Das Zivildienstgesetz erreicht in Niederbuchsiten 65 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Solothurn stimmt Niederbuchsiten dem Zivildienstgesetz zu."
2406,64.1,64.1,35.9,"Oberbuchsiten SO","Das Zivildienstgesetz erreicht in Oberbuchsiten 64,1 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Solothurn stimmt Oberbuchsiten dem Zivildienstgesetz zu."
2407,60.5,60.5,39.5,"Oensingen SO","In Oensingen wird das Zivildienstgesetz mit 60,5 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Oensingen dem Zivildienstgesetz zu."
2408,64.9,64.9,35.1,"Wolfwil SO","In Wolfwil wird das Zivildienstgesetz mit 64,9 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Wolfwil dem Zivildienstgesetz zu."
2421,61.2,61.2,38.8,"Aedermannsdorf SO","In Aedermannsdorf wird das Zivildienstgesetz mit 61,2 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Aedermannsdorf dem Zivildienstgesetz zu."
2422,60.3,60.3,39.7,"Balsthal SO","In Balsthal ist das Zivildienstgesetz mit 60,3 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Balsthal dem Zivildienstgesetz zu."
2424,66.7,66.7,33.3,"Herbetswil SO","In Herbetswil ist das Zivildienstgesetz mit 66,7 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Herbetswil dem Zivildienstgesetz zu."
2425,55.9,55.9,44.1,"Holderbank SO","Die Vorlage das Zivildienstgesetz ist in Holderbank SO mit 55,9 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Holderbank SO dem Zivildienstgesetz zu."
2426,64.9,64.9,35.1,"Laupersdorf SO","Die Vorlage das Zivildienstgesetz ist in Laupersdorf mit 64,9 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Laupersdorf dem Zivildienstgesetz zu."
2427,65,65,35,"Matzendorf SO","In Matzendorf wird das Zivildienstgesetz mit 65 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Matzendorf dem Zivildienstgesetz zu."
2428,65.5,65.5,34.5,"Mümliswil-Ramiswil SO","Die Vorlage das Zivildienstgesetz ist in Mümliswil-Ramiswil mit 65,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Mümliswil-Ramiswil dem Zivildienstgesetz zu."
2430,62.5,62.5,37.5,"Welschenrohr-Gänsbrunnen SO","In Welschenrohr-Gänsbrunnen ist das Zivildienstgesetz mit 62,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Welschenrohr-Gänsbrunnen dem Zivildienstgesetz zu."
2445,69.1,69.1,30.9,"Biezwil SO","Die Vorlage das Zivildienstgesetz ist in Biezwil mit 69,1 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Biezwil dem Zivildienstgesetz zu."
2455,55.7,55.7,44.3,"Lüterkofen-Ichertswil SO","In Lüterkofen-Ichertswil ist das Zivildienstgesetz mit 55,7 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Lüterkofen-Ichertswil dem Zivildienstgesetz zu."
2457,59,59,41,"Messen SO","In Messen ist das Zivildienstgesetz mit 59 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Solothurn stimmt Messen dem Zivildienstgesetz zu."
2461,58,58,42,"Schnottwil SO","Das Zivildienstgesetz erreicht in Schnottwil 58 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Solothurn stimmt Schnottwil dem Zivildienstgesetz zu."
2463,64.2,64.2,35.8,"Unterramsern SO","Das Zivildienstgesetz erreicht in Unterramsern 64,2 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Solothurn stimmt Unterramsern dem Zivildienstgesetz zu."
2464,42.2,42.2,57.8,"Lüsslingen-Nennigkofen SO","Lüsslingen-Nennigkofen hat das Zivildienstgesetz mit 57,8 Prozent Nein-Stimmen verworfen. Lüsslingen-Nennigkofen lehnt das Zivildienstgesetz ab, der Kanton Solothurn nimmt sie an."
2465,58.9,58.9,41.1,"Buchegg SO","Das Zivildienstgesetz erreicht in Buchegg 58,9 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Solothurn stimmt Buchegg dem Zivildienstgesetz zu."
2471,53.2,53.2,46.8,"Bättwil SO","In Bättwil wird das Zivildienstgesetz mit 53,2 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Bättwil dem Zivildienstgesetz zu."
2472,56.1,56.1,43.9,"Büren SO","In Büren SO wird das Zivildienstgesetz mit 56,1 Prozent angenommen. Übereinstimmend mit dem Kanton Solothurn stimmt Büren SO dem Zivildienstgesetz zu."
