"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
5401,84.5,84.5,15.5,"Aigle (VD)","Les citoyens d'Aigle disent oui à 63,8 à l'initiative demandant de fixer le salaire minimum à 23,6 francs de l'heure. Ils s'opposent par contre au contre-projet du Conseil d'Etat qui fixe le salaire minimum à 23 francs de l'heure et donne la priorité à une éventuelle convention collective de travail, avec 57,8 pour cent de non."
5402,22.5,22.5,77.5,"Bex (VD)","Les citoyens de Bex ne veulent ni d'un salaire minimum fixé à 23,6 francs de l'heure, ni du contre-projet fixant le salaire minimum à 23 francs de l'heure avec priorité aux conventions collectives de travail. Ils ont refusé l'initiative avec 65,5 pour cent de non et le contre-projet avec 94,5 pour cent de non."
5403,75.7,75.7,24.3,"Chessel (VD)","Non à 52,1 pour cent à l'initiative qui demande un salaire minimum de 23,6 francs de l'heure, et non aussi à 56,3 pour cent au contre-projet qui fixe le salaire minimum à 23 francs de l'heure tout en donnant la priorité aux conventions collectives de travail. Les citoyens de Chessel ont refusé les deux propositions."
5404,63,63,37,"Corbeyrier (VD)","C'est oui à 62,1 pour cent à Corbeyrier au contre-projet qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail. C'est non par contre à 60,8 pour cent à l'initiative qui demande un salaire minimum de 23,6 francs de l'heure."
5405,18,18,82,"Gryon (VD)","Oui à 88,2 pour cent au contre-projet fixant le salaire minimum à 23 francs de l'heure et prévoyant la primauté d'une éventuelle convention collective de travail. Et oui aussi à 78 pour cent à l'initiative qui exige un salaire minimum de 23,6 francs de l'heure. Invités à trancher entre ces deux propositions, les habitants de Gryon ont opté pour le contre-projet avec 82 pour cent de oui."
5406,18,18,82,"Lavey-Morcles (VD)","Ni l'initiative, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Lavey-Morcles. Ils refusent avec 69,7 pour cent de non l'initiative fixant le salaire minimum à 23,6 francs de l'heure. Ils s'opposent aussi au contre-projet (64,3 pour cent de non), qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail."
5407,4.2,4.2,95.8,"Leysin (VD)","C'est oui à Leysin à 85,8 pour cent à l'initiative qui demande de fixer le salaire minimum à 23,6 francs de l'heure. C'est non par contre à 95,4 pour cent au contre-projet du Conseil d'Etat qui prévoit un salaire minimum de 23 francs de l'heure et la primauté d'une éventuelle convention collective de travail."
5408,1.5,1.5,98.5,"Noville (VD)","Oui à 85,9 pour cent au contre-projet fixant le salaire minimum à 23 francs de l'heure et prévoyant la primauté d'une éventuelle convention collective de travail. Et oui aussi à 50,3 pour cent à l'initiative qui exige un salaire minimum de 23,6 francs de l'heure. Invités à trancher entre ces deux propositions, les habitants de Noville ont opté pour le contre-projet avec 98,5 pour cent de oui."
5409,65.9,65.9,34.1,"Ollon (VD)","Les ayants droit d'Ollon ont tranché: ils sont favorables à l'initiative qui demande de fixer le salaire minimum à 23,6 francs de l'heure. Les citoyens ont dit oui à 56,2. Ils acceptent aussi le contre-projet du gouvernement avec 56,1 pour cent de oui. Cette proposition fixe le salaire minimum à 23 francs de l'heure tout en donnant la priorité à une éventuelle convention collective de travail. Invités à choisir, les habitants d'Ollon tranchent toutefois en faveur de l'initiative avec 65,9 pour cent de oui."
5410,62.8,62.8,37.2,"Ormont-Dessous (VD)","Les citoyens d'Ormont-Dessous acceptent avec 54,5 pour cent de oui le contre-projet qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail. Ils s'opposent par contre à l'initiative qui demande un salaire minimum de 23,6 francs de l'heure (non à 65 pour cent)."
5411,33.4,33.4,66.6,"Ormont-Dessus (VD)","Les citoyens d'Ormont-Dessus ont tranché en faveur du contre-projet du Conseil d'Etat qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail (66,6 pour cent de oui). Ils ont préféré cette proposition avec 60,2 pour cent de oui. Ils ont toutefois également approuvé avec 63,3 pour cent de oui l'initiative demandant un salaire minimum de 23,6 francs de l'heure."
5412,52.7,52.7,47.3,"Rennaz (VD)","Les citoyens de Rennaz disent oui à 89,4 au contre-projet qui fixe le salaire minimum à 23 francs de l'heure et donne la priorité à une éventuelle convention collective de travail. Ils refusent par contre l'initiative qui demande un salaire minimum de 23,6 francs de l'heure (non à 76 pour cent)."
5413,44.7,44.7,55.3,"Roche (VD)","Ni l'initiative, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Roche (VD). Ils refusent avec 62,3 pour cent de non l'initiative fixant le salaire minimum à 23,6 francs de l'heure. Ils s'opposent aussi au contre-projet (86,9 pour cent de non), qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail."
5414,51.2,51.2,48.8,"Villeneuve (VD)","Ni l'initiative, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Villeneuve (VD). Ils refusent avec 62,5 pour cent de non l'initiative fixant le salaire minimum à 23,6 francs de l'heure. Ils s'opposent aussi au contre-projet (50,9 pour cent de non), qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail."
5415,25.3,25.3,74.7,"Yvorne (VD)","Les citoyens d'Yvorne disent oui à 51,6 à l'initiative demandant de fixer le salaire minimum à 23,6 francs de l'heure. Ils s'opposent par contre au contre-projet du Conseil d'Etat qui fixe le salaire minimum à 23 francs de l'heure et donne la priorité à une éventuelle convention collective de travail, avec 73,4 pour cent de non."
5422,55.1,55.1,44.9,"Aubonne (VD)","Les citoyens d'Aubonne disent oui à 96,9 à l'initiative demandant de fixer le salaire minimum à 23,6 francs de l'heure. Ils s'opposent par contre au contre-projet du Conseil d'Etat qui fixe le salaire minimum à 23 francs de l'heure et donne la priorité à une éventuelle convention collective de travail, avec 51,2 pour cent de non."
5423,30.6,30.6,69.4,"Ballens (VD)","Ni l'initiative, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Ballens. Ils refusent avec 92,2 pour cent de non l'initiative fixant le salaire minimum à 23,6 francs de l'heure. Ils s'opposent aussi au contre-projet (72,9 pour cent de non), qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail."
5424,93.8,93.8,6.2,"Berolle (VD)","Les citoyens de Berolle acceptent avec 83,5 pour cent de oui l'initiative exigeant un salaire minimum de 23,6 francs de l'heure. Ils refusent le contre-projet du Conseil d'Etat (72,5 pour cent de non), qui prévoit un salaire minimum de 23 francs de l'heure et la primauté d'une éventuelle convention collective de travail."
5425,39.3,39.3,60.7,"Bière (VD)","Non à 70 pour cent à l'initiative qui demande un salaire minimum de 23,6 francs de l'heure, et non aussi à 66,6 pour cent au contre-projet qui fixe le salaire minimum à 23 francs de l'heure tout en donnant la priorité aux conventions collectives de travail. Les citoyens de Bière ont refusé les deux propositions."
5426,51.1,51.1,48.9,"Bougy-Villars (VD)","Les citoyens de Bougy-Villars acceptent l'initiative qui vise à fixer le salaire minimum à 23,6 francs de l'heure. Ils sont 99,8 pour cent à approuver ce texte. Les ayants droit de Bougy-Villars ont également dit oui au contre-projet du Conseil d'Etat, qui fixe le salaire minimum à 23 francs de l'heure et prévoit qu'une éventuelle convention collective de travail prime sur ce minimum. Ils l'acceptent à 64,6 pour cent. Les électeurs donnent cependant leur préférence à l'initiative, avec 51,1 pour cent de oui."
5427,7.9,7.9,92.1,"Féchy (VD)","Ni l'initiative, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Féchy. Ils refusent avec 56,7 pour cent de non l'initiative fixant le salaire minimum à 23,6 francs de l'heure. Ils s'opposent aussi au contre-projet (53,3 pour cent de non), qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail."
5428,54.3,54.3,45.7,"Gimel (VD)","Les citoyens de Gimel acceptent avec 97,6 pour cent de oui l'initiative exigeant un salaire minimum de 23,6 francs de l'heure. Ils refusent le contre-projet du Conseil d'Etat (50,9 pour cent de non), qui prévoit un salaire minimum de 23 francs de l'heure et la primauté d'une éventuelle convention collective de travail."
5429,55.4,55.4,44.6,"Longirod (VD)","Les citoyens de Longirod ne veulent ni d'un salaire minimum fixé à 23,6 francs de l'heure, ni du contre-projet fixant le salaire minimum à 23 francs de l'heure avec priorité aux conventions collectives de travail. Ils ont refusé l'initiative avec 72 pour cent de non et le contre-projet avec 86,5 pour cent de non."
5430,64.6,64.6,35.4,"Marchissy (VD)","C'est oui à Marchissy à 65 pour cent à l'initiative qui demande de fixer le salaire minimum à 23,6 francs de l'heure. C'est non par contre à 63,6 pour cent au contre-projet du Conseil d'Etat qui prévoit un salaire minimum de 23 francs de l'heure et la primauté d'une éventuelle convention collective de travail."
5431,54.4,54.4,45.6,"Mollens (VD)","Ni l'initiative, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Mollens (VD). Ils refusent avec 68 pour cent de non l'initiative fixant le salaire minimum à 23,6 francs de l'heure. Ils s'opposent aussi au contre-projet (65,9 pour cent de non), qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail."
5434,73.8,73.8,26.2,"Saint-George (VD)","Ni l'initiative, ni le contre-projet ne trouvent grâce aux yeux des citoyens de Saint-George. Ils refusent avec 99,7 pour cent de non l'initiative fixant le salaire minimum à 23,6 francs de l'heure. Ils s'opposent aussi au contre-projet (96,5 pour cent de non), qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail."
5435,8.2,8.2,91.8,"Saint-Livres (VD)","Les citoyens de Saint-Livres ont tranché en faveur du contre-projet du Conseil d'Etat qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail (91,8 pour cent de oui). Ils ont préféré cette proposition avec 52,3 pour cent de oui. Ils ont toutefois également approuvé avec 88,2 pour cent de oui l'initiative demandant un salaire minimum de 23,6 francs de l'heure."
5436,53.4,53.4,46.6,"Saint-Oyens (VD)","Non à 81 pour cent à l'initiative qui demande un salaire minimum de 23,6 francs de l'heure, et non aussi à 56,9 pour cent au contre-projet qui fixe le salaire minimum à 23 francs de l'heure tout en donnant la priorité aux conventions collectives de travail. Les citoyens de Saint-Oyens ont refusé les deux propositions."
5437,37.2,37.2,62.8,"Saubraz (VD)","Les citoyens de Saubraz ont tranché en faveur du contre-projet du Conseil d'Etat qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail (62,8 pour cent de oui). Ils ont préféré cette proposition avec 72 pour cent de oui. Ils ont toutefois également approuvé avec 99,5 pour cent de oui l'initiative demandant un salaire minimum de 23,6 francs de l'heure."
5451,49.1,49.1,50.9,"Avenches (VD)","C'est oui à 96,6 pour cent à Avenches au contre-projet qui fixe le salaire minimum à 23 francs de l'heure et prévoit la primauté d'une éventuelle convention collective de travail. C'est non par contre à 70,2 pour cent à l'initiative qui demande un salaire minimum de 23,6 francs de l'heure."
5456,59.3,59.3,40.7,"Cudrefin (VD)","Les ayants droit de Cudrefin ont tranché: ils sont favorables à l'initiative qui demande de fixer le salaire minimum à 23,6 francs de l'heure. Les citoyens ont dit oui à 56,1. Ils acceptent aussi le contre-projet du gouvernement avec 73,5 pour cent de oui. Cette proposition fixe le salaire minimum à 23 francs de l'heure tout en donnant la priorité à une éventuelle convention collective de travail. Invités à choisir, les habitants de Cudrefin tranchent toutefois en faveur de l'initiative avec 59,3 pour cent de oui."
