"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
5401,"Noch keine Resultate",0,0,"Aigle VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5402,"Zweimal Nein",45.5,45.7,"Bex VD",
5403,"Gegenvorschlag Ja",39.2,57.4,"Chessel VD",
5404,"Initiative Ja",50,46,"Corbeyrier VD",
5405,"Gegenvorschlag Ja",37.3,52.4,"Gryon VD",
5406,"Gegenvorschlag Ja",41.5,54.1,"Lavey-Morcles VD",
5407,"Zweimal Nein",45.6,48.1,"Leysin VD",
5408,"Gegenvorschlag Ja",41.1,55.9,"Noville VD",
5409,"Zweimal Nein",37,55.2,"Ollon VD",
5410,"Zweimal Nein",37.6,57,"Ormont-Dessous VD",
5411,"Gegenvorschlag Ja",30.4,64.5,"Ormont-Dessus VD",
5412,"Zweimal Nein",44.2,48.2,"Rennaz VD",
5413,"Zweimal Nein",43.9,45.3,"Roche VD",
5414,"Zweimal Nein",46.7,46.4,"Villeneuve VD",
5415,"Zweimal Nein",35.4,54.2,"Yvorne VD",
5422,"Zweimal Nein",38.8,51.7,"Aubonne VD",
5423,"Initiative Ja",61.1,34.5,"Ballens VD",
5424,"Zweimal Nein",44.7,49.6,"Berolle VD",
5425,"Noch keine Resultate",0,0,"Bière VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5426,"Noch keine Resultate",0,0,"Bougy-Villars VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5427,"Gegenvorschlag Ja",32.5,65.6,"Féchy VD",
5428,"Gegenvorschlag Ja",43.1,51,"Gimel VD",
5429,"Gegenvorschlag Ja",43.8,51,"Longirod VD",
5430,"Gegenvorschlag Ja",38.2,57.4,"Marchissy VD",
5431,"Zweimal Nein",43.6,50.4,"Mollens VD",
5434,"Noch keine Resultate",0,0,"Saint-George VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5435,"Gegenvorschlag Ja",37.6,59.2,"Saint-Livres VD",
5436,"Zweimal Nein",48.1,45.4,"Saint-Oyens VD",
5437,"Zweimal Nein",49.3,47.8,"Saubraz VD",
5451,"Zweimal Nein",38.9,52.2,"Avenches VD",
5456,"Gegenvorschlag Ja",37.9,58,"Cudrefin VD",
5458,"Zweimal Nein",35.1,58.9,"Faoug VD",
5464,"Gegenvorschlag Ja",29.2,61.2,"Vully-les-Lacs VD",
5471,"Gegenvorschlag Ja",34.7,61.5,"Bettens VD",
5472,"Noch keine Resultate",0,0,"Bournens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5473,"Zweimal Nein",44,49.3,"Boussens VD",
5474,"Gegenvorschlag Ja",39.2,57,"La Chaux (Cossonay) VD",
5475,"Gegenvorschlag Ja",41,56.4,"Chavannes-le-Veyron VD",
5476,"Gegenvorschlag Ja",35.6,63,"Chevilly VD",
5477,"Zweimal Nein",45.9,47.9,"Cossonay VD",
5479,"Noch keine Resultate",0,0,"Cuarnens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5480,"Gegenvorschlag Ja",42,54.4,"Daillens VD",
5481,"Gegenvorschlag Ja",51.1,46.8,"Dizy VD",
5482,"Zweimal Nein",42.9,53,"Eclépens VD",
5483,"Zweimal Nein",46.9,46.1,"Ferreyres VD",
5484,"Zweimal Nein",44.3,50.1,"Gollion VD",
5485,"Gegenvorschlag Ja",33.5,64.9,"Grancy VD",
5486,"Zweimal Nein",38,52.9,"L'Isle VD",
5487,"Noch keine Resultate",0,0,"Lussery-Villars VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5488,"Gegenvorschlag Ja",50,50,"Mauraz VD",
5489,"Noch keine Resultate",0,0,"Mex VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5490,"Initiative Ja",58.6,39.1,"Moiry VD",
5491,"Noch keine Resultate",0,0,"Mont-la-Ville VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5492,"Gegenvorschlag Ja",35.7,62.2,"Montricher VD",
5493,"Noch keine Resultate",0,0,"Orny VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5495,"Zweimal Nein",42.4,49.2,"Penthalaz VD",
5496,"Zweimal Nein",31.6,36.8,"Penthaz VD",
5497,"Zweimal Nein",36.1,54,"Pompaples VD",
5498,"Noch keine Resultate",0,0,"La Sarraz VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5499,"Gegenvorschlag Ja",32.4,63.8,"Senarclens VD",
5501,"Noch keine Resultate",0,0,"Sullens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5503,"Noch keine Resultate",0,0,"Vufflens-la-Ville VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5511,"Gegenvorschlag Ja",33.7,63,"Assens VD",
5512,"Gegenvorschlag Ja",36.6,54.5,"Bercher VD",
5514,"Gegenvorschlag Ja",38.9,58.4,"Bottens VD",
5515,"Zweimal Nein",47.1,49,"Bretigny-sur-Morrens VD",
5516,"Zweimal Nein",49.5,43.6,"Cugy VD",
5518,"Noch keine Resultate",0,0,"Echallens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5520,"Gegenvorschlag Ja",42,51.6,"Essertines-sur-Yverdon VD",
5521,"Zweimal Nein",41.8,51,"Etagnières VD",
5522,"Zweimal Nein",44.6,50.7,"Fey VD",
5523,"Gegenvorschlag Ja",37.6,54,"Froideville VD",
5527,"Noch keine Resultate",0,0,"Morrens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5529,"Gegenvorschlag Ja",33.5,63.5,"Oulens-sous-Echallens VD",
5530,"Noch keine Resultate",0,0,"Pailly VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5531,"Gegenvorschlag Ja",39.8,51.9,"Penthéréaz VD",
5533,"Gegenvorschlag Ja",32.8,60.3,"Poliez-Pittet VD",
5534,"Initiative Ja",62.1,35.9,"Rueyres VD",
5535,"Gegenvorschlag Ja",32.9,61.9,"Saint-Barthélemy VD",
5537,"Gegenvorschlag Ja",34.3,58.6,"Villars-le-Terroir VD",
5539,"Gegenvorschlag Ja",35,59.1,"Vuarrens VD",
5540,"Noch keine Resultate",0,0,"Montilliez VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5541,"Gegenvorschlag Ja",33,59.2,"Goumoëns VD",
5551,"Gegenvorschlag Ja",29.7,67.7,"Bonvillars VD",
5552,"Gegenvorschlag Ja",30.5,61.2,"Bullet VD",
5553,"Gegenvorschlag Ja",38,57.5,"Champagne VD",
5554,"Noch keine Resultate",0,0,"Concise VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5555,"Zweimal Nein",48.6,49.3,"Corcelles-près-Concise VD",
5556,"Gegenvorschlag Ja",48.8,47.6,"Fiez VD",
5557,"Gegenvorschlag Ja",40,60,"Fontaines-sur-Grandson VD",
5559,"Gegenvorschlag Ja",38.7,56.9,"Giez VD",
5560,"Zweimal Nein",49.5,46.6,"Grandevent VD",
5561,"Zweimal Nein",44.5,47,"Grandson VD",
5562,"Gegenvorschlag Ja",35.7,57.1,"Mauborget VD",
5563,"Gegenvorschlag Ja",24.4,66.7,"Mutrux VD",
5564,"Gegenvorschlag Ja",47.2,45.3,"Novalles VD",
5565,"Gegenvorschlag Ja",45.3,49.1,"Onnens VD",
5566,"Gegenvorschlag Ja",43.9,55.5,"Provence VD",
5568,"Zweimal Nein",43.8,47.5,"Sainte-Croix VD",
5571,"Zweimal Nein",44.2,47,"Tévenon VD",
5581,"Zweimal Nein",40.3,53,"Belmont-sur-Lausanne VD",
5582,"Zweimal Nein",46.3,44.4,"Cheseaux-sur-Lausanne VD",
5583,"Initiative Ja",50.9,41.4,"Crissier VD",
5584,"Zweimal Nein",46.2,47.7,"Epalinges VD",
5585,"Gegenvorschlag Ja",35.7,58.7,"Jouxtens-Mézery VD",
5586,"Noch keine Resultate",0,0,"Lausanne VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5587,"Noch keine Resultate",0,0,"Le Mont-sur-Lausanne VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5588,"Noch keine Resultate",0,0,"Paudex VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5589,"Initiative Ja",55,38.1,"Prilly VD",
5590,"Zweimal Nein",42.3,51.3,"Pully VD",
5591,"Noch keine Resultate",0,0,"Renens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5592,"Noch keine Resultate",0,0,"Romanel-sur-Lausanne VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5601,"Zweimal Nein",44.2,52.6,"Chexbres VD",
5604,"Noch keine Resultate",0,0,"Forel (Lavaux) VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5606,"Gegenvorschlag Ja",35.7,58.5,"Lutry VD",
5607,"Zweimal Nein",40.7,52.1,"Puidoux VD",
5609,"Zweimal Nein",43.2,52.5,"Rivaz VD",
5610,"Initiative Ja",54.3,45.1,"Saint-Saphorin (Lavaux) VD",
5611,"Zweimal Nein",42.9,51.1,"Savigny VD",
5613,"Zweimal Nein",41.4,52.2,"Bourg-en-Lavaux VD",
5621,"Noch keine Resultate",0,0,"Aclens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5622,"Noch keine Resultate",0,0,"Bremblens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5623,"Zweimal Nein",33.9,62.8,"Buchillon VD",
5624,"Zweimal Nein",48.3,44.6,"Bussigny VD",
5627,"Initiative Ja",61.3,33.5,"Chavannes-près-Renens VD",
5628,"Gegenvorschlag Ja",40.5,58.1,"Chigny VD",
5629,"Gegenvorschlag Ja",27.1,67.1,"Clarmont VD",
5631,"Gegenvorschlag Ja",34.3,60.7,"Denens VD",
5632,"Noch keine Resultate",0,0,"Denges VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5633,"Noch keine Resultate",0,0,"Echandens VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5634,"Gegenvorschlag Ja",37,56.6,"Echichens VD",
5635,"Zweimal Nein",49.7,42.7,"Ecublens VD",
5636,"Zweimal Nein",40.9,51.3,"Etoy VD",
5637,"Gegenvorschlag Ja",31.7,65.2,"Lavigny VD",
5638,"Zweimal Nein",41.2,51.5,"Lonay VD",
5639,"Gegenvorschlag Ja",35.2,58.6,"Lully VD",
5640,"Gegenvorschlag Ja",41.6,56.7,"Lussy-sur-Morges VD",
5642,"Zweimal Nein",48.6,44.6,"Morges VD",
5643,"Noch keine Resultate",0,0,"Préverenges VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5645,"Gegenvorschlag Ja",39.6,55.7,"Romanel-sur-Morges VD",
5646,"Gegenvorschlag Ja",38.7,55.1,"Saint-Prex VD",
5648,"Gegenvorschlag Ja",37.6,56.3,"Saint-Sulpice VD",
5649,"Zweimal Nein",42.4,51,"Tolochenaz VD",
5650,"Gegenvorschlag Ja",41.4,50.5,"Vaux-sur-Morges VD",
5651,"Noch keine Resultate",0,0,"Villars-Sainte-Croix VD","Die Resultate dieser Gemeinde sind noch nicht bekannt."
5652,"Gegenvorschlag Ja",47.3,51.4,"Villars-sous-Yens VD",
5653,"Gegenvorschlag Ja",30.5,65,"Vufflens-le-Château VD",
