"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
2901,5.5,5.5,94.5,"Gächlingen SH","Gächlingen hat das Zivildienstgesetz mit 94,5 Prozent Nein-Stimmen verworfen. Sowohl Gächlingen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2903,32.5,32.5,67.5,"Löhningen SH","In Löhningen hat das Zivildienstgesetz keine Mehrheit gefunden: 67,5 Prozent lehnen die Vorlage ab. Sowohl Löhningen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2904,60.5,60.5,39.5,"Neunkirch SH","In Neunkirch wird das Zivildienstgesetz mit 60,5 Prozent angenommen. Neunkirch nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2914,80.7,80.7,19.3,"Büttenhardt SH","In Büttenhardt wird das Zivildienstgesetz mit 80,7 Prozent angenommen. Büttenhardt nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2915,40.4,40.4,59.6,"Dörflingen SH","In Dörflingen hat das Zivildienstgesetz keine Mehrheit gefunden: 59,6 Prozent lehnen die Vorlage ab. Sowohl Dörflingen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2917,37,37,63,"Lohn SH","Lohn SH hat das Zivildienstgesetz mit 63 Prozent Nein-Stimmen verworfen. Sowohl Lohn SH als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2919,0.6,0.6,99.4,"Stetten SH","In Stetten SH wird das Zivildienstgesetz mit 99,4 Prozent abgelehnt. Stetten SH verzeichnet im Kanton Schaffhausen den höchsten Nein-Anteil zum Zivildienstgesetz."
2920,74.7,74.7,25.3,"Thayngen SH","In Thayngen wird das Zivildienstgesetz mit 74,7 Prozent angenommen. Thayngen nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2931,45.8,45.8,54.2,"Bargen SH","In Bargen SH wird das Zivildienstgesetz mit 54,2 Prozent abgelehnt. Sowohl Bargen SH als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2932,45.7,45.7,54.3,"Beringen SH","Beringen hat das Zivildienstgesetz mit 54,3 Prozent Nein-Stimmen verworfen. Sowohl Beringen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2933,67.1,67.1,32.9,"Buchberg SH","In Buchberg wird das Zivildienstgesetz mit 67,1 Prozent angenommen. Buchberg nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2936,17.9,17.9,82.1,"Merishausen SH","82,1 Prozent der Stimmbürgerinnen und Stimmbürger von Merishausen haben das Zivildienstgesetz abgelehnt. Sowohl Merishausen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2937,93.5,93.5,6.5,"Neuhausen am Rheinfall SH","Die Vorlage das Zivildienstgesetz ist in Neuhausen am Rheinfall mit 93,5 Prozent der Stimmen angenommen worden. Höchster Ja-Anteil zum Zivildienstgesetz im Kanton Schaffhausen: Neuhausen am Rheinfall."
2938,12.7,12.7,87.3,"Rüdlingen SH","Nein zum Zivildienstgesetz in Rüdlingen: 87,3 Prozent. Sowohl Rüdlingen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2939,37.3,37.3,62.7,"Schaffhausen SH","Nein zum Zivildienstgesetz in Schaffhausen: 62,7 Prozent. Sowohl Schaffhausen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2951,16.7,16.7,83.3,"Beggingen SH","In Beggingen wird das Zivildienstgesetz mit 83,3 Prozent abgelehnt. Sowohl Beggingen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2952,57.2,57.2,42.8,"Schleitheim SH","Das Zivildienstgesetz erreicht in Schleitheim 57,2 Prozent Ja-Stimmen. Schleitheim nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2953,7.9,7.9,92.1,"Siblingen SH","Siblingen hat das Zivildienstgesetz mit 92,1 Prozent Nein-Stimmen verworfen. Sowohl Siblingen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2961,45.2,45.2,54.8,"Buch SH","Nein zum Zivildienstgesetz in Buch SH: 54,8 Prozent. Sowohl Buch SH als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2962,62.6,62.6,37.4,"Hemishofen SH","Das Zivildienstgesetz erreicht in Hemishofen 62,6 Prozent Ja-Stimmen. Hemishofen nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2963,52.3,52.3,47.7,"Ramsen SH","In Ramsen wird das Zivildienstgesetz mit 52,3 Prozent angenommen. Ramsen nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2964,52.4,52.4,47.6,"Stein am Rhein SH","In Stein am Rhein wird das Zivildienstgesetz mit 52,4 Prozent angenommen. Stein am Rhein nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2971,72.8,72.8,27.2,"Hallau SH","In Hallau ist das Zivildienstgesetz mit 72,8 Prozent der Stimmen angenommen worden. Hallau nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2972,41.7,41.7,58.3,"Oberhallau SH","Oberhallau hat das Zivildienstgesetz mit 58,3 Prozent Nein-Stimmen verworfen. Sowohl Oberhallau als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
2973,58,58,42,"Trasadingen SH","In Trasadingen ist das Zivildienstgesetz mit 58 Prozent der Stimmen angenommen worden. Trasadingen nimmt das Zivildienstgesetz an, der Kanton Schaffhausen lehnt es ab."
2974,34.3,34.3,65.7,"Wilchingen SH","65,7 Prozent der Stimmbürgerinnen und Stimmbürger von Wilchingen haben das Zivildienstgesetz abgelehnt. Sowohl Wilchingen als auch der Kanton Schaffhausen verwerfen das Zivildienstgesetz."
