"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,44.7,44.7,55.3,"Châtillon (FR)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Châtillon (FR). Ils ont refusé le texte à 55,3 pour cent. Châtillon (FR) a rejeté la réforme, tout comme son canton."
2011,22.1,22.1,77.9,"Cugy (FR)","La réforme du service civil n'a pas convaincu à Cugy (FR). Les citoyens de la commune ont refusé le texte à 77,9 pour cent. Cugy (FR) a rejeté la réforme, tout comme son canton."
2022,23,23,77,"Gletterens (FR)","La population de Gletterens rejette à 77 pour cent des voix la réforme du service civil. Gletterens a rejeté la réforme, tout comme son canton."
2025,39.3,39.3,60.7,"Lully (FR)","La réforme du service civil n'a pas convaincu à Lully (FR). Les citoyens de la commune ont refusé le texte à 60,7 pour cent. Lully (FR) a rejeté la réforme, tout comme son canton."
2029,51.6,51.6,48.4,"Montagny (FR)","La population de Montagny (FR) approuve à 51,6 pour cent la réforme du service civil. Montagny (FR) a approuvé la réforme, contrairement à son canton."
2035,9.8,9.8,90.2,"Nuvilly (FR)","La réforme du service civil est refusée à 90,2 pour cent à Nuvilly. Nuvilly a rejeté la réforme, tout comme son canton."
2038,28.4,28.4,71.6,"Prévondavaux (FR)","La réforme du service civil est refusée à 71,6 pour cent à Prévondavaux. Prévondavaux a rejeté la réforme, tout comme son canton."
2041,43,43,57,"Saint-Aubin (FR)","Les habitants de Saint-Aubin (FR) s'opposent à la réforme du service civil par 57 pour cent des voix. Saint-Aubin (FR) a rejeté la réforme, tout comme son canton."
2043,46,46,54,"Sévaz (FR)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Sévaz. Ils ont refusé le texte à 54 pour cent. Sévaz a rejeté la réforme, tout comme son canton."
2044,68.1,68.1,31.9,"Surpierre (FR)","Les habitants de Surpierre soutiennent à 68,1 pour cent la réforme du service civil. Surpierre a approuvé la réforme, contrairement à son canton."
2045,44.4,44.4,55.6,"Vallon (FR)","Les habitants de Vallon s'opposent à la réforme du service civil par 55,6 pour cent des voix. Vallon a rejeté la réforme, tout comme son canton."
2050,59.1,59.1,40.9,"Les Montets (FR)","Les habitants des Montets soutiennent à 59,1 pour cent la réforme du service civil. Les Montets a approuvé la réforme, contrairement à son canton."
2051,42.5,42.5,57.5,"Delley-Portalban (FR)","La population de Delley-Portalban rejette à 57,5 pour cent des voix la réforme du service civil. Delley-Portalban a rejeté la réforme, tout comme son canton."
2053,45.1,45.1,54.9,"Belmont-Broye (FR)","La réforme du service civil n'a pas convaincu à Belmont-Broye. Les citoyens de la commune ont refusé le texte à 54,9 pour cent. Belmont-Broye a rejeté la réforme, tout comme son canton."
2054,88,88,12,"Estavayer (FR)","La réforme du service civil est approuvée à Estavayer par 88 pour cent des votants. Estavayer a approuvé la réforme, contrairement à son canton."
2055,49.6,49.6,50.4,"Cheyres-Châbles (FR)","C'est non à la réforme du service civil à Cheyres-Châbles. Les habitants ont refusé le texte à 50,4 pour cent. Cheyres-Châbles a rejeté la réforme, tout comme son canton."
2056,58.3,58.3,41.7,"Fétigny-Ménières (FR)","La réforme du service civil passe la rampe avec 58,3 pour cent de oui à Fétigny-Ménières. Fétigny-Ménières a approuvé la réforme, contrairement à son canton."
2063,29.2,29.2,70.8,"Billens-Hennens (FR)","La réforme du service civil est refusée à 70,8 pour cent à Billens-Hennens. Billens-Hennens a rejeté la réforme, tout comme son canton."
2067,83.2,83.2,16.8,"Le Châtelard (FR)","La réforme du service civil passe la rampe avec 83,2 pour cent de oui au Châtelard. Le Châtelard a approuvé la réforme, contrairement à son canton."
2068,50.5,50.5,49.5,"Châtonnaye (FR)","Les habitants de Châtonnaye soutiennent à 50,5 pour cent la réforme du service civil. Châtonnaye a approuvé la réforme, contrairement à son canton."
2079,5.4,5.4,94.6,"Grangettes (FR)","La réforme du service civil n'a pas convaincu à Grangettes. Les citoyens de la commune ont refusé le texte à 94,6 pour cent. Grangettes a rejeté la réforme, tout comme son canton."
2086,59.3,59.3,40.7,"Massonnens (FR)","Les habitants de Massonnens acceptent à 59,3 pour cent la réforme du service civil. Massonnens a approuvé la réforme, contrairement à son canton."
2087,31.1,31.1,68.9,"Mézières (FR)","C'est non à la réforme du service civil à Mézières (FR). Les habitants ont refusé le texte à 68,9 pour cent. Mézières (FR) a rejeté la réforme, tout comme son canton."
2096,51.5,51.5,48.5,"Romont (FR)","A Romont (FR), les habitants disent oui à 51,5 pour cent à la réforme du service civil. Romont (FR) a approuvé la réforme, contrairement à son canton."
2097,87,87,13,"Rue (FR)","Les habitants de Rue acceptent à 87 pour cent la réforme du service civil. Rue a approuvé la réforme, contrairement à son canton."
2099,42.6,42.6,57.4,"Siviriez (FR)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Siviriez. Ils ont refusé le texte à 57,4 pour cent. Siviriez a rejeté la réforme, tout comme son canton."
2102,13.8,13.8,86.2,"Ursy (FR)","La population d'Ursy rejette à 86,2 pour cent des voix la réforme du service civil. Ursy a rejeté la réforme, tout comme son canton."
2113,54.5,54.5,45.5,"Vuisternens-devant-Romont (FR)","Les habitants de Vuisternens-devant-Romont acceptent à 54,5 pour cent la réforme du service civil. Vuisternens-devant-Romont a approuvé la réforme, contrairement à son canton."
2114,26.3,26.3,73.7,"Villorsonnens (FR)","La réforme du service civil n'a pas convaincu à Villorsonnens. Les citoyens de la commune ont refusé le texte à 73,7 pour cent. Villorsonnens a rejeté la réforme, tout comme son canton."
2115,46.9,46.9,53.1,"Torny (FR)","La population de Torny rejette à 53,1 pour cent des voix la réforme du service civil. Torny a rejeté la réforme, tout comme son canton."
2117,61.3,61.3,38.7,"Villaz (FR)","Les habitants de Villaz acceptent à 61,3 pour cent la réforme du service civil. Villaz a approuvé la réforme, contrairement à son canton."
