"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
5401,76.1,76.1,23.9,"Aigle (VD)",
5402,60.2,60.2,39.8,"Bex (VD)",
5403,39.5,39.5,60.5,"Chessel (VD)",
5404,26.5,26.5,73.5,"Corbeyrier (VD)",
5405,62.7,62.7,37.3,"Gryon (VD)",
5406,85.2,85.2,14.8,"Lavey-Morcles (VD)",
5407,39.7,39.7,60.3,"Leysin (VD)",
5408,59.8,59.8,40.2,"Noville (VD)",
5409,47.8,47.8,52.2,"Ollon (VD)",
5410,30.8,30.8,69.2,"Ormont-Dessous (VD)",
5411,52.9,52.9,47.1,"Ormont-Dessus (VD)",
5412,37.4,37.4,62.6,"Rennaz (VD)",
5413,25.5,25.5,74.5,"Roche (VD)",
5414,4.1,4.1,95.9,"Villeneuve (VD)",
5415,51.1,51.1,48.9,"Yvorne (VD)",
5422,46.4,46.4,53.6,"Aubonne (VD)",
5423,95.6,95.6,4.4,"Ballens (VD)",
5424,24.2,24.2,75.8,"Berolle (VD)",
5425,62.1,62.1,37.9,"Bière (VD)",
5426,7.2,7.2,92.8,"Bougy-Villars (VD)",
5427,50.6,50.6,49.4,"Féchy (VD)",
5428,30,30,70,"Gimel (VD)",
5429,18.7,18.7,81.3,"Longirod (VD)",
5430,71.3,71.3,28.7,"Marchissy (VD)",
5431,33.9,33.9,66.1,"Mollens (VD)",
5434,43.9,43.9,56.1,"Saint-George (VD)",
5435,38.5,38.5,61.5,"Saint-Livres (VD)",
5436,21.3,21.3,78.7,"Saint-Oyens (VD)",
5437,75.1,75.1,24.9,"Saubraz (VD)",
5451,68.9,68.9,31.1,"Avenches (VD)",
5456,55.8,55.8,44.2,"Cudrefin (VD)",
5458,28.4,28.4,71.6,"Faoug (VD)",
5464,36.5,36.5,63.5,"Vully-les-Lacs (VD)",
5471,44.1,44.1,55.9,"Bettens (VD)",
5472,23.3,23.3,76.7,"Bournens (VD)",
5473,23.4,23.4,76.6,"Boussens (VD)",
5474,53.2,53.2,46.8,"La Chaux (Cossonay) (VD)",
5475,37.6,37.6,62.4,"Chavannes-le-Veyron (VD)",
5476,59.4,59.4,40.6,"Chevilly (VD)",
5477,47.1,47.1,52.9,"Cossonay (VD)",
5479,37.9,37.9,62.1,"Cuarnens (VD)",
5480,42.4,42.4,57.6,"Daillens (VD)",
5481,94.8,94.8,5.2,"Dizy (VD)",
5482,75.1,75.1,24.9,"Eclépens (VD)",
5483,27.3,27.3,72.7,"Ferreyres (VD)",
5484,3.4,3.4,96.6,"Gollion (VD)",
5485,79,79,21,"Grancy (VD)",
5486,61.2,61.2,38.8,"L'Isle (VD)",
5487,56.2,56.2,43.8,"Lussery-Villars (VD)",
5488,27.2,27.2,72.8,"Mauraz (VD)",
5489,45.4,45.4,54.6,"Mex (VD)",
5490,29.5,29.5,70.5,"Moiry (VD)",
5491,67.9,67.9,32.1,"Mont-la-Ville (VD)",
5492,29.3,29.3,70.7,"Montricher (VD)",
5493,16.4,16.4,83.6,"Orny (VD)",
5495,27.3,27.3,72.7,"Penthalaz (VD)",
5496,24.4,24.4,75.6,"Penthaz (VD)",
5497,30.4,30.4,69.6,"Pompaples (VD)",
5498,36.6,36.6,63.4,"La Sarraz (VD)",
5499,34,34,66,"Senarclens (VD)",
5501,62.4,62.4,37.6,"Sullens (VD)",
5503,70.1,70.1,29.9,"Vufflens-la-Ville (VD)",
5511,22.2,22.2,77.8,"Assens (VD)",
5512,34.8,34.8,65.2,"Bercher (VD)",
5514,59.8,59.8,40.2,"Bottens (VD)",
5515,42.5,42.5,57.5,"Bretigny-sur-Morrens (VD)",
5516,55.3,55.3,44.7,"Cugy (VD)",
5518,26.3,26.3,73.7,"Echallens (VD)",
5520,83.9,83.9,16.1,"Essertines-sur-Yverdon (VD)",
5521,56.3,56.3,43.7,"Etagnières (VD)",
5522,33.2,33.2,66.8,"Fey (VD)",
5523,65,65,35,"Froideville (VD)",
5527,28.8,28.8,71.2,"Morrens (VD)",
5529,93.3,93.3,6.7,"Oulens-sous-Echallens (VD)",
5530,52.9,52.9,47.1,"Pailly (VD)",
5531,15.4,15.4,84.6,"Penthéréaz (VD)",
5533,47.3,47.3,52.7,"Poliez-Pittet (VD)",
5534,31.5,31.5,68.5,"Rueyres (VD)",
5535,69.5,69.5,30.5,"Saint-Barthélemy (VD)",
5537,48.2,48.2,51.8,"Villars-le-Terroir (VD)",
