"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,80.7,80.7,19.3,"Aeugst am Albis (ZH)","NA NA"
2,85.1,85.1,14.9,"Affoltern am Albis (ZH)","NA NA"
3,22.5,22.5,77.5,"Bonstetten (ZH)","NA NA"
4,56.1,56.1,43.9,"Hausen am Albis (ZH)","NA NA"
5,44.9,44.9,55.1,"Hedingen (ZH)","NA NA"
6,16,16,84,"Kappel am Albis (ZH)","NA NA"
7,31.6,31.6,68.4,"Knonau (ZH)","NA NA"
8,54.7,54.7,45.3,"Maschwanden (ZH)","NA NA"
9,35.2,35.2,64.8,"Mettmenstetten (ZH)","NA NA"
10,61,61,39,"Obfelden (ZH)","NA NA"
11,82.5,82.5,17.5,"Ottenbach (ZH)","NA NA"
12,32.1,32.1,67.9,"Rifferswil (ZH)","NA NA"
13,73.7,73.7,26.3,"Stallikon (ZH)","NA NA"
14,46.1,46.1,53.9,"Wettswil am Albis (ZH)","NA NA"
22,50.4,50.4,49.6,"Benken (ZH)","NA NA"
23,43.3,43.3,56.7,"Berg am Irchel (ZH)","NA NA"
24,64.4,64.4,35.6,"Buch am Irchel (ZH)","NA NA"
25,51.1,51.1,48.9,"Dachsen (ZH)","NA NA"
26,87.1,87.1,12.9,"Dorf (ZH)","NA NA"
27,51.4,51.4,48.6,"Feuerthalen (ZH)","NA NA"
28,34.7,34.7,65.3,"Flaach (ZH)","NA NA"
29,57.3,57.3,42.7,"Flurlingen (ZH)","NA NA"
31,59.1,59.1,40.9,"Henggart (ZH)","NA NA"
33,48.2,48.2,51.8,"Kleinandelfingen (ZH)","NA NA"
34,60.1,60.1,39.9,"Laufen-Uhwiesen (ZH)","NA NA"
35,52,52,48,"Marthalen (ZH)","NA NA"
37,18.6,18.6,81.4,"Ossingen (ZH)","NA NA"
38,7.3,7.3,92.7,"Rheinau (ZH)","NA NA"
39,18.2,18.2,81.8,"Thalheim an der Thur (ZH)","NA NA"
40,38.4,38.4,61.6,"Trüllikon (ZH)","NA NA"
41,52.9,52.9,47.1,"Truttikon (ZH)","NA NA"
43,58.3,58.3,41.7,"Volken (ZH)","NA NA"
51,15.5,15.5,84.5,"Bachenbülach (ZH)","NA NA"
52,12.3,12.3,87.7,"Bassersdorf (ZH)","NA NA"
53,54.1,54.1,45.9,"Bülach (ZH)","NA NA"
54,43,43,57,"Dietlikon (ZH)","NA NA"
55,19.2,19.2,80.8,"Eglisau (ZH)","NA NA"
56,58.4,58.4,41.6,"Embrach (ZH)","NA NA"
57,61.2,61.2,38.8,"Freienstein-Teufen (ZH)","NA NA"
58,81.4,81.4,18.6,"Glattfelden (ZH)","NA NA"
59,45,45,55,"Hochfelden (ZH)","NA NA"
60,35.6,35.6,64.4,"Höri (ZH)","NA NA"
61,61.7,61.7,38.3,"Hüntwangen (ZH)","NA NA"
62,46.8,46.8,53.2,"Kloten (ZH)","NA NA"
63,47.9,47.9,52.1,"Lufingen (ZH)","NA NA"
64,48.4,48.4,51.6,"Nürensdorf (ZH)","NA NA"
65,57.8,57.8,42.2,"Oberembrach (ZH)","NA NA"
66,37.6,37.6,62.4,"Opfikon (ZH)","NA NA"
67,82.7,82.7,17.3,"Rafz (ZH)","NA NA"
68,70.7,70.7,29.3,"Rorbas (ZH)","NA NA"
69,53.2,53.2,46.8,"Wallisellen (ZH)","NA NA"
70,65.8,65.8,34.2,"Wasterkingen (ZH)","NA NA"
71,23.6,23.6,76.4,"Wil (ZH)","NA NA"
72,75.2,75.2,24.8,"Winkel (ZH)","NA NA"
81,33.6,33.6,66.4,"Bachs (ZH)","NA NA"
82,33.6,33.6,66.4,"Boppelsen (ZH)","NA NA"
83,49.2,49.2,50.8,"Buchs (ZH)","NA NA"
84,22.1,22.1,77.9,"Dällikon (ZH)","NA NA"
85,91.5,91.5,8.5,"Dänikon (ZH)","NA NA"
86,7.9,7.9,92.1,"Dielsdorf (ZH)","NA NA"
87,72.7,72.7,27.3,"Hüttikon (ZH)","NA NA"
88,43.7,43.7,56.3,"Neerach (ZH)","NA NA"
89,32.2,32.2,67.8,"Niederglatt (ZH)","NA NA"
90,59.3,59.3,40.7,"Niederhasli (ZH)","NA NA"
91,22.1,22.1,77.9,"Niederweningen (ZH)","NA NA"
92,41,41,59,"Oberglatt (ZH)","NA NA"
93,54.1,54.1,45.9,"Oberweningen (ZH)","NA NA"
94,38.8,38.8,61.2,"Otelfingen (ZH)","NA NA"
95,48.1,48.1,51.9,"Regensberg (ZH)","NA NA"
96,32.8,32.8,67.2,"Regensdorf (ZH)","NA NA"
97,64.3,64.3,35.7,"Rümlang (ZH)","NA NA"
98,7,7,93,"Schleinikon (ZH)","NA NA"
99,10.6,10.6,89.4,"Schöfflisdorf (ZH)","NA NA"
100,21.6,21.6,78.4,"Stadel (ZH)","NA NA"
101,45.3,45.3,54.7,"Steinmaur (ZH)","NA NA"
102,19.6,19.6,80.4,"Weiach (ZH)","NA NA"
111,45.9,45.9,54.1,"Bäretswil (ZH)","NA NA"
112,26,26,74,"Bubikon (ZH)","NA NA"
113,51.2,51.2,48.8,"Dürnten (ZH)","NA NA"
114,73.6,73.6,26.4,"Fischenthal (ZH)","NA NA"
115,50.7,50.7,49.3,"Gossau (ZH)","NA NA"
116,10.4,10.4,89.6,"Grüningen (ZH)","NA NA"
117,39.2,39.2,60.8,"Hinwil (ZH)","NA NA"
118,61.4,61.4,38.6,"Rüti (ZH)","NA NA"
119,27.6,27.6,72.4,"Seegräben (ZH)","NA NA"
120,5.8,5.8,94.2,"Wald (ZH)","NA NA"
121,31.3,31.3,68.7,"Wetzikon (ZH)","NA NA"
131,30.7,30.7,69.3,"Adliswil (ZH)","NA NA"
135,53.4,53.4,46.6,"Kilchberg (ZH)","NA NA"
136,75.3,75.3,24.7,"Langnau am Albis (ZH)","NA NA"
137,79.4,79.4,20.6,"Oberrieden (ZH)","NA NA"
138,62.4,62.4,37.6,"Richterswil (ZH)","NA NA"
139,21.6,21.6,78.4,"Rüschlikon (ZH)","NA NA"
141,42.3,42.3,57.7,"Thalwil (ZH)","NA NA"
151,59.7,59.7,40.3,"Erlenbach (ZH)","NA NA"
152,34.2,34.2,65.8,"Herrliberg (ZH)","NA NA"
153,26.5,26.5,73.5,"Hombrechtikon (ZH)","NA NA"
154,61.8,61.8,38.2,"Küsnacht (ZH)","NA NA"
155,30.7,30.7,69.3,"Männedorf (ZH)","NA NA"
156,63.8,63.8,36.2,"Meilen (ZH)","NA NA"
157,75,75,25,"Oetwil am See (ZH)","NA NA"
158,35.6,35.6,64.4,"Stäfa (ZH)","NA NA"
159,37.4,37.4,62.6,"Uetikon am See (ZH)","NA NA"
160,15.1,15.1,84.9,"Zumikon (ZH)","NA NA"
161,35.2,35.2,64.8,"Zollikon (ZH)","NA NA"
172,86.7,86.7,13.3,"Fehraltorf (ZH)","NA NA"
173,84.9,84.9,15.1,"Hittnau (ZH)","NA NA"
176,65.6,65.6,34.4,"Lindau (ZH)","NA NA"
177,55.3,55.3,44.7,"Pfäffikon (ZH)","NA NA"
178,39.4,39.4,60.6,"Russikon (ZH)","NA NA"
180,28.2,28.2,71.8,"Weisslingen (ZH)","NA NA"
181,59.2,59.2,40.8,"Wila (ZH)","NA NA"
182,93.7,93.7,6.3,"Wildberg (ZH)","NA NA"
191,49.5,49.5,50.5,"Dübendorf (ZH)","NA NA"
192,92.6,92.6,7.4,"Egg (ZH)","NA NA"
193,74,74,26,"Fällanden (ZH)","NA NA"
194,61,61,39,"Greifensee (ZH)","NA NA"
195,49.5,49.5,50.5,"Maur (ZH)","NA NA"
