"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6404,50,0,0,"Boudry (NE)","Les résultats ne sont pas encore connus dans cette commune."
6408,80.7,80.7,19.3,"Cortaillod (NE)","Les habitants de Cortaillod acceptent par 80,7 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6413,79.9,79.9,20.1,"Rochefort (NE)","C'est oui à 79,9 pour cent à Rochefort à l’inscription des droits des aînés dans la Constitution."
6416,81,81,19,"Milvignes (NE)","Les habitants de Milvignes acceptent par 81 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6417,50,0,0,"La Grande Béroche (NE)","Les résultats ne sont pas encore connus dans cette commune."
6421,50,0,0,"La Chaux-de-Fonds (NE)","Les résultats ne sont pas encore connus dans cette commune."
6422,74.1,74.1,25.9,"Les Planchettes (NE)","L’inscription des droits des aînés dans la Constitution passe la rampe aux Planchettes. Les habitants de cette petite commune sont 63 à dire oui à cette mesure."
6423,74.2,74.2,25.8,"La Sagne (NE)","Les habitants de La Sagne acceptent par 74,2 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6432,69.4,69.4,30.6,"La Brévine (NE)","Les habitants de La Brévine acceptent par 69,4 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6433,72.2,72.2,27.8,"Brot-Plamboz (NE)","C'est oui à 72,2 pour cent à Brot-Plamboz à l’inscription des droits des aînés dans la Constitution."
6434,64.8,64.8,35.2,"Le Cerneux-Péquignot (NE)","Les habitants du Cerneux-Péquignot acceptent par 64,8 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6435,77.8,77.8,22.2,"La Chaux-du-Milieu (NE)","Les habitants de La Chaux-du-Milieu acceptent par 77,8 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6436,50,0,0,"Le Locle (NE)","Les résultats ne sont pas encore connus dans cette commune."
6437,66.2,66.2,33.8,"Les Ponts-de-Martel (NE)","C'est oui à 66,2 pour cent aux Ponts-de-Martel à l’inscription des droits des aînés dans la Constitution."
6451,82.9,82.9,17.1,"Cornaux (NE)","Les habitants de Cornaux ont approuvé avec 82,9 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6452,84.8,84.8,15.2,"Cressier (NE)","Les habitants de Cressier (NE) ont approuvé avec 84,8 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6455,82.6,82.6,17.4,"Le Landeron (NE)","C'est oui à 82,6 pour cent au Landeron à l’inscription des droits des aînés dans la Constitution."
6456,80.4,80.4,19.6,"Lignières (NE)","C'est oui à 80,4 pour cent à Lignières à l’inscription des droits des aînés dans la Constitution."
6458,50,0,0,"Neuchâtel (NE)","Les résultats ne sont pas encore connus dans cette commune."
6487,81.3,81.3,18.7,"Val-de-Ruz (NE)","Les habitants de Val-de-Ruz ont approuvé avec 81,3 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6504,66.8,66.8,33.2,"La Côte-aux-Fées (NE)","Les habitants de La Côte-aux-Fées acceptent par 66,8 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6511,75.9,75.9,24.1,"Les Verrières (NE)","C'est oui à 75,9 pour cent aux Verrières à l’inscription des droits des aînés dans la Constitution."
6512,79.4,79.4,20.6,"Val-de-Travers (NE)","Les habitants de Val-de-Travers ont approuvé avec 79,4 pour cent des voix l’inscription des droits des aînés dans la Constitution."
6513,81.1,81.1,18.9,"Laténa (NE)","C'est oui à 81,1 pour cent à Laténa à l’inscription des droits des aînés dans la Constitution."
