"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6702,16.7,16.7,83.3,"Boécourt (JU)","A Boécourt, les citoyens rejettent à 83,3 pour cent la réforme du service civil. Boécourt a rejeté la réforme, tout comme son canton."
6703,42.8,42.8,57.2,"Bourrignon (JU)","Les habitants de Bourrignon s'opposent à la réforme du service civil par 57,2 pour cent des voix. Bourrignon a rejeté la réforme, tout comme son canton."
6704,29.6,29.6,70.4,"Châtillon (JU)","La réforme du service civil est refusée à 70,4 pour cent à Châtillon (JU). Châtillon (JU) a rejeté la réforme, tout comme son canton."
6706,62.2,62.2,37.8,"Courchapoix (JU)","A Courchapoix, les habitants disent oui à 62,2 pour cent à la réforme du service civil. Courchapoix a approuvé la réforme, contrairement à son canton."
6708,92.8,92.8,7.2,"Courrendlin (JU)","La population de Courrendlin approuve à 92,8 pour cent la réforme du service civil. Courrendlin a approuvé la réforme, contrairement à son canton."
6709,23.5,23.5,76.5,"Courroux (JU)","La population de Courroux rejette à 76,5 pour cent des voix la réforme du service civil. Courroux a rejeté la réforme, tout comme son canton."
6710,53.5,53.5,46.5,"Courtételle (JU)","La réforme du service civil est approuvée à Courtételle par 53,5 pour cent des votants. Courtételle a approuvé la réforme, contrairement à son canton."
6711,18.9,18.9,81.1,"Delémont (JU)","La réforme du service civil est refusée à 81,1 pour cent à Delémont. Delémont a rejeté la réforme, tout comme son canton."
6712,29,29,71,"Develier (JU)","La réforme du service civil n'a pas trouvé grâce aux yeux des citoyens de Develier. Ils ont refusé le texte à 71 pour cent. Develier a rejeté la réforme, tout comme son canton."
6713,72.7,72.7,27.3,"Ederswiler (JU)","Ederswiler dit oui à 72,7 pour cent à la réforme du service civil. Ederswiler a approuvé la réforme, contrairement à son canton."
6715,73.5,73.5,26.5,"Mervelier (JU)","Les habitants de Mervelier acceptent à 73,5 pour cent la réforme du service civil. Mervelier a approuvé la réforme, contrairement à son canton."
6716,34,34,66,"Mettembert (JU)","Les habitants de Mettembert s'opposent à la réforme du service civil par 66 pour cent des voix. Mettembert a rejeté la réforme, tout comme son canton."
6718,42.7,42.7,57.3,"Movelier (JU)","C'est non à la réforme du service civil à Movelier. Les habitants ont refusé le texte à 57,3 pour cent. Movelier a rejeté la réforme, tout comme son canton."
6719,30.3,30.3,69.7,"Pleigne (JU)","C'est non à la réforme du service civil à Pleigne. Les habitants ont refusé le texte à 69,7 pour cent. Pleigne a rejeté la réforme, tout comme son canton."
6721,64.4,64.4,35.6,"Rossemaison (JU)","Rossemaison dit oui à 64,4 pour cent à la réforme du service civil. Rossemaison a approuvé la réforme, contrairement à son canton."
6722,43.9,43.9,56.1,"Saulcy (JU)","A Saulcy, les citoyens rejettent à 56,1 pour cent la réforme du service civil. Saulcy a rejeté la réforme, tout comme son canton."
6724,0.1,0.1,99.9,"Soyhières (JU)","Soyhières se classe au deuxième rang des plus forts refus de la réforme du service civil. La commune dit non à 99,9 pour cent. Le plus fort pourcentage de non du canton du Jura a été obtenu à Soyhières."
6729,20,20,80,"Haute-Sorne (JU)","C'est non à la réforme du service civil à Haute-Sorne. Les habitants ont refusé le texte à 80 pour cent. Haute-Sorne a rejeté la réforme, tout comme son canton."
6730,8.1,8.1,91.9,"Val Terbi (JU)","La réforme du service civil n'a pas convaincu à Val Terbi. Les citoyens de la commune ont refusé le texte à 91,9 pour cent. Val Terbi a rejeté la réforme, tout comme son canton."
6741,75.1,75.1,24.9,"Le Bémont (JU)","Le Bémont (JU) dit oui à 75,1 pour cent à la réforme du service civil. Le Bémont (JU) a approuvé la réforme, contrairement à son canton."
6742,7.9,7.9,92.1,"Les Bois (JU)","C'est non à la réforme du service civil aux Bois. Les habitants ont refusé le texte à 92,1 pour cent. Les Bois a rejeté la réforme, tout comme son canton."
6743,65.2,65.2,34.8,"Les Breuleux (JU)","Aux Breuleux, les habitants disent oui à 65,2 pour cent à la réforme du service civil. Les Breuleux a approuvé la réforme, contrairement à son canton."
6745,83.8,83.8,16.2,"Les Enfers (JU)","Aux Enfers, les habitants disent oui à 83,8 pour cent à la réforme du service civil. Les Enfers a approuvé la réforme, contrairement à son canton."
6748,11.8,11.8,88.2,"Les Genevez (JU)","La réforme du service civil n'a pas convaincu aux Genevez (JU). Les citoyens de la commune ont refusé le texte à 88,2 pour cent. Les Genevez (JU) a rejeté la réforme, tout comme son canton."
6750,32.7,32.7,67.3,"Lajoux (JU)","C'est non à la réforme du service civil à Lajoux (JU). Les habitants ont refusé le texte à 67,3 pour cent. Lajoux (JU) a rejeté la réforme, tout comme son canton."
6751,24.1,24.1,75.9,"Montfaucon (JU)","Les habitants de Montfaucon s'opposent à la réforme du service civil par 75,9 pour cent des voix. Montfaucon a rejeté la réforme, tout comme son canton."
6753,50.7,50.7,49.3,"Muriaux (JU)","La population de Muriaux approuve à 50,7 pour cent la réforme du service civil. Muriaux a approuvé la réforme, contrairement à son canton."
6754,71.3,71.3,28.7,"Le Noirmont (JU)","La population du Noirmont approuve à 71,3 pour cent la réforme du service civil. Le Noirmont a approuvé la réforme, contrairement à son canton."
6757,34.3,34.3,65.7,"Saignelégier (JU)","A Saignelégier, les citoyens rejettent à 65,7 pour cent la réforme du service civil. Saignelégier a rejeté la réforme, tout comme son canton."
6758,72.9,72.9,27.1,"Saint-Brais (JU)","Les habitants de Saint-Brais soutiennent à 72,9 pour cent la réforme du service civil. Saint-Brais a approuvé la réforme, contrairement à son canton."
6759,79.6,79.6,20.4,"Soubey (JU)","La population de Soubey approuve à 79,6 pour cent la réforme du service civil. Soubey a approuvé la réforme, contrairement à son canton."
6771,33.5,33.5,66.5,"Alle (JU)","La réforme du service civil est refusée à 66,5 pour cent à Alle. Alle a rejeté la réforme, tout comme son canton."
6774,33.1,33.1,66.9,"Boncourt (JU)","Les habitants de Boncourt s'opposent à la réforme du service civil par 66,9 pour cent des voix. Boncourt a rejeté la réforme, tout comme son canton."
6778,74.4,74.4,25.6,"Bure (JU)","La réforme du service civil passe la rampe avec 74,4 pour cent de oui à Bure. Bure a approuvé la réforme, contrairement à son canton."
6781,13.7,13.7,86.3,"Coeuve (JU)","Les habitants de Coeuve s'opposent à la réforme du service civil par 86,3 pour cent des voix. Coeuve a rejeté la réforme, tout comme son canton."
