"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6404,24.7,24.7,75.3,"Boudry (NE)","Les habitants de Boudry s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 75,3 pour cent des voix. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Boudry était alors de 71 pour cent."
6408,39.5,39.5,60.5,"Cortaillod (NE)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Cortaillod. Ils ont refusé le texte à 60,5 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Cortaillod avaient alors dit non à 71,1 pour cent."
6413,54.1,54.1,45.9,"Rochefort (NE)","Les habitants de Rochefort soutiennent à 54,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Rochefort bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 72,2 pour cent des voix."
6416,67.9,67.9,32.1,"Milvignes (NE)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 67,9 pour cent de oui à Milvignes. Avec ce résultat, Milvignes bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 75,5 pour cent des voix."
6417,37.3,37.3,62.7,"La Grande Béroche (NE)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de La Grande Béroche. Ils ont refusé le texte à 62,7 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de La Grande Béroche avaient alors dit non à 72,3 pour cent."
6421,43.1,43.1,56.9,"La Chaux-de-Fonds (NE)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de La Chaux-de-Fonds. Ils ont refusé le texte à 56,9 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de La Chaux-de-Fonds avaient alors dit non à 71,4 pour cent."
6422,43.9,43.9,56.1,"Les Planchettes (NE)","Aux Planchettes, les citoyens rejettent à 56,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants des Planchettes avaient alors dit non à 58,6 pour cent."
6423,48.3,48.3,51.7,"La Sagne (NE)","Les habitants de La Sagne s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 51,7 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de La Sagne avaient alors dit non à 57,9 pour cent."
6432,5.6,5.6,94.4,"La Brévine (NE)","Les habitants de La Brévine s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 94,4 pour cent des voix. En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. La Brévine avait rejeté l'initiative ""pour une immigration modérée» à 49,4 pour cent en 2020."
6433,56.7,56.7,43.3,"Brot-Plamboz (NE)","A Brot-Plamboz, les habitants disent oui à 56,7 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à Brot-Plamboz par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 53,8 pour cent des habitants de la commune avaient accepté ce texte."
