"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,40.7,40.7,59.3,"Aeugst am Albis (ZH)",
2,72.8,72.8,27.2,"Affoltern am Albis (ZH)",
3,50.6,50.6,49.4,"Bonstetten (ZH)",
4,84.9,84.9,15.1,"Hausen am Albis (ZH)",
5,50.5,50.5,49.5,"Hedingen (ZH)",
6,86,86,14,"Kappel am Albis (ZH)",
7,24.6,24.6,75.4,"Knonau (ZH)",
8,18.3,18.3,81.7,"Maschwanden (ZH)",
9,60.7,60.7,39.3,"Mettmenstetten (ZH)",
10,10.9,10.9,89.1,"Obfelden (ZH)",
11,38.8,38.8,61.2,"Ottenbach (ZH)",
12,18,18,82,"Rifferswil (ZH)",
13,29.3,29.3,70.7,"Stallikon (ZH)",
14,45.9,45.9,54.1,"Wettswil am Albis (ZH)",
22,23.2,23.2,76.8,"Benken (ZH)",
23,64.1,64.1,35.9,"Berg am Irchel (ZH)",
24,32.5,32.5,67.5,"Buch am Irchel (ZH)",
25,54.9,54.9,45.1,"Dachsen (ZH)",
26,30,30,70,"Dorf (ZH)",
27,47.7,47.7,52.3,"Feuerthalen (ZH)",
28,25.2,25.2,74.8,"Flaach (ZH)",
29,51.5,51.5,48.5,"Flurlingen (ZH)",
31,46.6,46.6,53.4,"Henggart (ZH)",
33,55.9,55.9,44.1,"Kleinandelfingen (ZH)",
34,63,63,37,"Laufen-Uhwiesen (ZH)",
35,93.4,93.4,6.6,"Marthalen (ZH)",
37,39.2,39.2,60.8,"Ossingen (ZH)",
38,79.5,79.5,20.5,"Rheinau (ZH)",
39,48.1,48.1,51.9,"Thalheim an der Thur (ZH)",
40,73.7,73.7,26.3,"Trüllikon (ZH)",
41,56.8,56.8,43.2,"Truttikon (ZH)",
43,68.6,68.6,31.4,"Volken (ZH)",
51,39.9,39.9,60.1,"Bachenbülach (ZH)",
52,14.5,14.5,85.5,"Bassersdorf (ZH)",
53,15.1,15.1,84.9,"Bülach (ZH)",
54,61.1,61.1,38.9,"Dietlikon (ZH)",
55,50.3,50.3,49.7,"Eglisau (ZH)",
56,1.1,1.1,98.9,"Embrach (ZH)",
57,68.1,68.1,31.9,"Freienstein-Teufen (ZH)",
58,40.7,40.7,59.3,"Glattfelden (ZH)",
59,22,22,78,"Hochfelden (ZH)",
60,76,76,24,"Höri (ZH)",
61,24.2,24.2,75.8,"Hüntwangen (ZH)",
62,87.6,87.6,12.4,"Kloten (ZH)",
63,41.6,41.6,58.4,"Lufingen (ZH)",
64,42.2,42.2,57.8,"Nürensdorf (ZH)",
65,44.9,44.9,55.1,"Oberembrach (ZH)",
66,22.5,22.5,77.5,"Opfikon (ZH)",
67,30.1,30.1,69.9,"Rafz (ZH)",
68,58.1,58.1,41.9,"Rorbas (ZH)",
69,42.3,42.3,57.7,"Wallisellen (ZH)",
70,53.1,53.1,46.9,"Wasterkingen (ZH)",
71,48,48,52,"Wil (ZH)",
72,58.9,58.9,41.1,"Winkel (ZH)",
81,46.8,46.8,53.2,"Bachs (ZH)",
82,75.5,75.5,24.5,"Boppelsen (ZH)",
83,63.5,63.5,36.5,"Buchs (ZH)",
84,53.2,53.2,46.8,"Dällikon (ZH)",
85,44.1,44.1,55.9,"Dänikon (ZH)",
86,30.8,30.8,69.2,"Dielsdorf (ZH)",
87,55.1,55.1,44.9,"Hüttikon (ZH)",
88,62.1,62.1,37.9,"Neerach (ZH)",
89,35.1,35.1,64.9,"Niederglatt (ZH)",
90,72.5,72.5,27.5,"Niederhasli (ZH)",
91,23.2,23.2,76.8,"Niederweningen (ZH)",
92,6.5,6.5,93.5,"Oberglatt (ZH)",
93,39.3,39.3,60.7,"Oberweningen (ZH)",
94,39.1,39.1,60.9,"Otelfingen (ZH)",
95,57.4,57.4,42.6,"Regensberg (ZH)",
96,94,94,6,"Regensdorf (ZH)",
97,98.1,98.1,1.9,"Rümlang (ZH)",
98,55.6,55.6,44.4,"Schleinikon (ZH)",
99,57.1,57.1,42.9,"Schöfflisdorf (ZH)",
100,36,36,64,"Stadel (ZH)",
101,77.5,77.5,22.5,"Steinmaur (ZH)",
102,60.3,60.3,39.7,"Weiach (ZH)",
111,72.9,72.9,27.1,"Bäretswil (ZH)",
112,85.6,85.6,14.4,"Bubikon (ZH)",
113,54.2,54.2,45.8,"Dürnten (ZH)",
114,54.4,54.4,45.6,"Fischenthal (ZH)",
115,93.5,93.5,6.5,"Gossau (ZH)",
116,71.4,71.4,28.6,"Grüningen (ZH)",
117,41.9,41.9,58.1,"Hinwil (ZH)",
118,39,39,61,"Rüti (ZH)",
119,45.8,45.8,54.2,"Seegräben (ZH)",
120,45.6,45.6,54.4,"Wald (ZH)",
121,62.4,62.4,37.6,"Wetzikon (ZH)",
131,23,23,77,"Adliswil (ZH)",
135,45.4,45.4,54.6,"Kilchberg (ZH)",
136,54.5,54.5,45.5,"Langnau am Albis (ZH)",
137,46.2,46.2,53.8,"Oberrieden (ZH)",
138,47.3,47.3,52.7,"Richterswil (ZH)",
139,65.2,65.2,34.8,"Rüschlikon (ZH)",
141,48.7,48.7,51.3,"Thalwil (ZH)",
151,52,52,48,"Erlenbach (ZH)",
152,62,62,38,"Herrliberg (ZH)",
153,96.6,96.6,3.4,"Hombrechtikon (ZH)",
154,76.4,76.4,23.6,"Küsnacht (ZH)",
155,59,59,41,"Männedorf (ZH)",
156,38.7,38.7,61.3,"Meilen (ZH)",
157,61.7,61.7,38.3,"Oetwil am See (ZH)",
158,64.1,64.1,35.9,"Stäfa (ZH)",
159,66.5,66.5,33.5,"Uetikon am See (ZH)",
160,82,82,18,"Zumikon (ZH)",
161,30.9,30.9,69.1,"Zollikon (ZH)",
172,64.8,64.8,35.2,"Fehraltorf (ZH)",
173,44.3,44.3,55.7,"Hittnau (ZH)",
176,49.3,49.3,50.7,"Lindau (ZH)",
177,86.3,86.3,13.7,"Pfäffikon (ZH)",
178,59.5,59.5,40.5,"Russikon (ZH)",
180,55.8,55.8,44.2,"Weisslingen (ZH)",
181,50.3,50.3,49.7,"Wila (ZH)",
182,75.4,75.4,24.6,"Wildberg (ZH)",
191,2.5,2.5,97.5,"Dübendorf (ZH)",
192,13.5,13.5,86.5,"Egg (ZH)",
193,41,41,59,"Fällanden (ZH)",
194,62.1,62.1,37.9,"Greifensee (ZH)",
195,94.4,94.4,5.6,"Maur (ZH)",
196,40,40,60,"Mönchaltorf (ZH)",
197,15.8,15.8,84.2,"Schwerzenbach (ZH)",
198,96.6,96.6,3.4,"Uster (ZH)",
199,27.4,27.4,72.6,"Volketswil (ZH)",
200,87.5,87.5,12.5,"Wangen-Brüttisellen (ZH)",
211,87.8,87.8,12.2,"Altikon (ZH)",
213,28.6,28.6,71.4,"Brütten (ZH)",
214,21.7,21.7,78.3,"Dägerlen (ZH)",
215,45.3,45.3,54.7,"Dättlikon (ZH)",
216,97.6,97.6,2.4,"Dinhard (ZH)",
218,79.5,79.5,20.5,"Ellikon an der Thur (ZH)",
219,82.2,82.2,17.8,"Elsau (ZH)",
220,92.6,92.6,7.4,"Hagenbuch (ZH)",
221,87.7,87.7,12.3,"Hettlingen (ZH)",
223,41.7,41.7,58.3,"Neftenbach (ZH)",
224,56.3,56.3,43.7,"Pfungen (ZH)",
225,41.7,41.7,58.3,"Rickenbach (ZH)",
226,32,32,68,"Schlatt (ZH)",
227,62.3,62.3,37.7,"Seuzach (ZH)",
228,32.8,32.8,67.2,"Turbenthal (ZH)",
230,44.1,44.1,55.9,"Winterthour (ZH)",
231,61.4,61.4,38.6,"Zell (ZH)",
241,18,18,82,"Aesch (ZH)",
242,78.3,78.3,21.7,"Birmensdorf (ZH)",
243,34.8,34.8,65.2,"Dietikon (ZH)",
244,30.6,30.6,69.4,"Geroldswil (ZH)",
245,52.5,52.5,47.5,"Oberengstringen (ZH)",
246,42.5,42.5,57.5,"Oetwil an der Limmat (ZH)",
247,36,36,64,"Schlieren (ZH)",
248,57.2,57.2,42.8,"Uitikon (ZH)",
249,88.7,88.7,11.3,"Unterengstringen (ZH)",
250,81,81,19,"Urdorf (ZH)",
251,72.6,72.6,27.4,"Weiningen (ZH)",
261,70,70,30,"Zurigo (ZH)",
291,0.1,0.1,99.9,"Andelfingen (ZH)",
292,55.6,55.6,44.4,"Stammheim (ZH)",
293,42.3,42.3,57.7,"Wädenswil (ZH)",
294,82.6,82.6,17.4,"Elgg (ZH)",
295,90.6,90.6,9.4,"Horgen (ZH)",
296,37.8,37.8,62.2,"Illnau-Effretikon (ZH)",
297,98.3,98.3,1.7,"Bauma (ZH)",
298,77.4,77.4,22.6,"Wiesendangen (ZH)",
