"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5401,41.1,41.1,47.4,"Aigle (VD)",
5402,42.6,42.6,46.1,"Bex (VD)",
5403,33,33,57.4,"Chessel (VD)",
5404,43.9,43.9,48.5,"Corbeyrier (VD)",
5405,34.2,34.2,53,"Gryon (VD)",
5406,37.7,37.7,53.8,"Lavey-Morcles (VD)",
5407,43.3,43.3,47.5,"Leysin (VD)",
5408,37.5,37.5,56.4,"Noville (VD)",
5409,35.1,35.1,54.8,"Ollon (VD)",
5410,34.1,34.1,54.6,"Ormont-Dessous (VD)",
5411,35.9,35.9,57.1,"Ormont-Dessus (VD)",
5412,40.6,40.6,47.8,"Rennaz (VD)",
5413,41.3,41.3,47.5,"Roche (VD)",
5414,43.4,43.4,47.1,"Villeneuve (VD)",
5415,32.6,32.6,53.7,"Yvorne (VD)",
5422,34.6,34.6,52.9,"Aubonne (VD)",
5423,31,31,61.5,"Ballens (VD)",
5424,39.8,39.8,55.3,"Berolle (VD)",
5425,28.3,28.3,63.2,"Bière (VD)",
5426,32.5,32.5,61.8,"Bougy-Villars (VD)",
5427,29.4,29.4,65.6,"Féchy (VD)",
5428,38,38,51.6,"Gimel (VD)",
5429,35.1,35.1,56.2,"Longirod (VD)",
5430,34.8,34.8,55.4,"Marchissy (VD)",
5431,39.1,39.1,48.1,"Mollens (VD)",
5434,39.4,39.4,54.9,"Saint-George (VD)",
5435,32.8,32.8,59.2,"Saint-Livres (VD)",
5436,35,35,55.7,"Saint-Oyens (VD)",
5437,41.9,41.9,50,"Saubraz (VD)",
5451,36.4,36.4,50.9,"Avenches (VD)",
5456,36,36,56.6,"Cudrefin (VD)",
5458,35.5,35.5,55.5,"Faoug (VD)",
5464,28.3,28.3,58.9,"Vully-les-Lacs (VD)",
5471,32.4,32.4,61.5,"Bettens (VD)",
5472,27.9,27.9,63.5,"Bournens (VD)",
5473,42.8,42.8,46.7,"Boussens (VD)",
5474,39.2,39.2,55.7,"La Chaux (Cossonay) (VD)",
5475,39.7,39.7,56.4,"Chavannes-le-Veyron (VD)",
5476,32.6,32.6,62.2,"Chevilly (VD)",
5477,43.2,43.2,48.9,"Cossonay (VD)",
5479,37.2,37.2,58.5,"Cuarnens (VD)",
5480,41.5,41.5,55.1,"Daillens (VD)",
5481,46.8,46.8,48.9,"Dizy (VD)",
5482,39,39,53.3,"Eclépens (VD)",
5483,44.5,44.5,51.6,"Ferreyres (VD)",
5484,41.9,41.9,50.1,"Gollion (VD)",
5485,33,33,62.2,"Grancy (VD)",
5486,38.9,38.9,51.7,"L'Isle (VD)",
5487,47,47,43.4,"Lussery-Villars (VD)",
5488,47.1,47.1,52.9,"Mauraz (VD)",
5489,34.3,34.3,58.5,"Mex (VD)",
5490,55.6,55.6,39.8,"Moiry (VD)",
5491,37.6,37.6,55.8,"Mont-la-Ville (VD)",
5492,35.5,35.5,59.6,"Montricher (VD)",
5493,46,46,50.8,"Orny (VD)",
5495,39.6,39.6,49.8,"Penthalaz (VD)",
5496,21.1,21.1,52.6,"Penthaz (VD)",
5497,34,34,52.9,"Pompaples (VD)",
5498,46.4,46.4,47.1,"La Sarraz (VD)",
5499,31.9,31.9,60.5,"Senarclens (VD)",
5501,33.3,33.3,60,"Sullens (VD)",
5503,44.1,44.1,51,"Vufflens-la-Ville (VD)",
5511,29.4,29.4,62.8,"Assens (VD)",
5512,34.6,34.6,53.5,"Bercher (VD)",
5514,34.4,34.4,59.7,"Bottens (VD)",
5515,43.9,43.9,50.6,"Bretigny-sur-Morrens (VD)",
5516,46.4,46.4,46.1,"Cugy (VD)",
5518,42.6,42.6,47.3,"Echallens (VD)",
5520,38.8,38.8,51.3,"Essertines-sur-Yverdon (VD)",
5521,40.4,40.4,50.3,"Etagnières (VD)",
5522,44.9,44.9,50.3,"Fey (VD)",
5523,35.1,35.1,54.5,"Froideville (VD)",
5527,41.3,41.3,52.5,"Morrens (VD)",
5529,29.3,29.3,66.2,"Oulens-sous-Echallens (VD)",
5530,38.8,38.8,55.4,"Pailly (VD)",
5531,39.2,39.2,54.1,"Penthéréaz (VD)",
5533,29.7,29.7,61.4,"Poliez-Pittet (VD)",
5534,33.1,33.1,63.4,"Rueyres (VD)",
5535,29.9,29.9,62.2,"Saint-Barthélemy (VD)",
5537,31.7,31.7,57.4,"Villars-le-Terroir (VD)",
5539,31.8,31.8,59.4,"Vuarrens (VD)",
5540,33.1,33.1,61.2,"Montilliez (VD)",
5541,30.9,30.9,57.4,"Goumoëns (VD)",
5551,28.4,28.4,65.9,"Bonvillars (VD)",
5552,31.7,31.7,58.9,"Bullet (VD)",
5553,33.8,33.8,58.4,"Champagne (VD)",
5554,40.2,40.2,54.1,"Concise (VD)",
5555,46.5,46.5,50.7,"Corcelles-près-Concise (VD)",
5556,42.8,42.8,50.6,"Fiez (VD)",
5557,34.7,34.7,65.3,"Fontaines-sur-Grandson (VD)",
5559,37,37,54.7,"Giez (VD)",
5560,47.6,47.6,49.5,"Grandevent (VD)",
5561,40.8,40.8,48.1,"Grandson (VD)",
5562,27.1,27.1,62.9,"Mauborget (VD)",
5563,24.4,24.4,62.2,"Mutrux (VD)",
5564,39.6,39.6,58.5,"Novalles (VD)",
5565,42,42,49.5,"Onnens (VD)",
5566,37.4,37.4,52.9,"Provence (VD)",
5568,40,40,47.9,"Sainte-Croix (VD)",
5571,42.5,42.5,45.9,"Tévenon (VD)",
5581,38.2,38.2,53.3,"Belmont-sur-Lausanne (VD)",
5582,42.4,42.4,46.4,"Cheseaux-sur-Lausanne (VD)",
5583,47.4,47.4,43,"Crissier (VD)",
5584,42.6,42.6,49.5,"Epalinges (VD)",
5585,34,34,57.4,"Jouxtens-Mézery (VD)",
5586,60,60,33.2,"Losanna (VD)",
5587,40.2,40.2,51.1,"Le Mont-sur-Lausanne (VD)",
5588,39.7,39.7,52.4,"Paudex (VD)",
5589,50.3,50.3,40.6,"Prilly (VD)",
5590,40.5,40.5,52.2,"Pully (VD)",
5591,56.9,56.9,35,"Renens (VD)",
5592,46.9,46.9,44.1,"Romanel-sur-Lausanne (VD)",
5601,42.6,42.6,52.9,"Chexbres (VD)",
5604,34.9,34.9,55.1,"Forel (Lavaux) (VD)",
5606,33.2,33.2,59.5,"Lutry (VD)",
5607,38.8,38.8,51.6,"Puidoux (VD)",
5609,42.6,42.6,52.5,"Rivaz (VD)",
5610,51.1,51.1,47.3,"Saint-Saphorin (Lavaux) (VD)",
5611,40.5,40.5,51.9,"Savigny (VD)",
5613,38.9,38.9,52.6,"Bourg-en-Lavaux (VD)",
5621,33.5,33.5,60.9,"Aclens (VD)",
5622,30.9,30.9,62.6,"Bremblens (VD)",
5623,29.6,29.6,65.3,"Buchillon (VD)",
5624,45,45,45.6,"Bussigny (VD)",
5627,58.7,58.7,33.4,"Chavannes-près-Renens (VD)",
5628,37.2,37.2,60.1,"Chigny (VD)",
5629,23.5,23.5,71.8,"Clarmont (VD)",
5631,33,33,60.4,"Denens (VD)",
5632,45.6,45.6,50.7,"Denges (VD)",
5633,37,37,57.3,"Echandens (VD)",
