"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
1,61.8,61.8,38.2,"Aeugst am Albis (ZH)",
2,62.6,62.6,37.4,"Affoltern am Albis (ZH)",
3,64,64,36,"Bonstetten (ZH)",
4,58.3,58.3,41.7,"Hausen am Albis (ZH)",
5,59.7,59.7,40.3,"Hedingen (ZH)",
6,71.7,71.7,28.3,"Kappel am Albis (ZH)",
7,65.9,65.9,34.1,"Knonau (ZH)",
8,60.3,60.3,39.7,"Maschwanden (ZH)",
9,64.3,64.3,35.7,"Mettmenstetten (ZH)",
10,60.6,60.6,39.4,"Obfelden (ZH)",
11,66.1,66.1,33.9,"Ottenbach (ZH)",
12,57.8,57.8,42.2,"Rifferswil (ZH)",
13,64,64,36,"Stallikon (ZH)",
14,65.4,65.4,34.6,"Wettswil am Albis (ZH)",
22,53.6,53.6,46.4,"Benken (ZH)",
23,63.8,63.8,36.2,"Berg am Irchel (ZH)",
24,67.2,67.2,32.8,"Buch am Irchel (ZH)",
25,62.6,62.6,37.4,"Dachsen (ZH)",
26,71.9,71.9,28.1,"Dorf (ZH)",
27,59.9,59.9,40.1,"Feuerthalen (ZH)",
28,67.4,67.4,32.6,"Flaach (ZH)",
29,59.8,59.8,40.2,"Flurlingen (ZH)",
31,66.8,66.8,33.2,"Henggart (ZH)",
33,63.1,63.1,36.9,"Kleinandelfingen (ZH)",
34,62.6,62.6,37.4,"Laufen-Uhwiesen (ZH)",
35,64.4,64.4,35.6,"Marthalen (ZH)",
37,65.3,65.3,34.7,"Ossingen (ZH)",
38,59.1,59.1,40.9,"Rheinau (ZH)",
39,69.4,69.4,30.6,"Thalheim an der Thur (ZH)",
40,62,62,38,"Trüllikon (ZH)",
41,61.5,61.5,38.5,"Truttikon (ZH)",
43,60.6,60.6,39.4,"Volken (ZH)",
51,65.9,65.9,34.1,"Bachenbülach (ZH)",
52,50,0,0,"Bassersdorf (ZH)","Les résultats ne sont pas encore connus dans cette commune."
53,58.1,58.1,41.9,"Bülach (ZH)",
54,61.7,61.7,38.3,"Dietlikon (ZH)",
55,63.8,63.8,36.2,"Eglisau (ZH)",
56,66,66,34,"Embrach (ZH)",
57,64.7,64.7,35.3,"Freienstein-Teufen (ZH)",
58,63.6,63.6,36.4,"Glattfelden (ZH)",
59,61.3,61.3,38.7,"Hochfelden (ZH)",
60,62.6,62.6,37.4,"Höri (ZH)",
61,67.4,67.4,32.6,"Hüntwangen (ZH)",
62,58.5,58.5,41.5,"Kloten (ZH)",
63,68.3,68.3,31.7,"Lufingen (ZH)",
64,66.8,66.8,33.2,"Nürensdorf (ZH)",
65,68.3,68.3,31.7,"Oberembrach (ZH)",
66,61.1,61.1,38.9,"Opfikon (ZH)",
67,60,60,40,"Rafz (ZH)",
68,62.1,62.1,37.9,"Rorbas (ZH)",
69,62.9,62.9,37.1,"Wallisellen (ZH)",
70,60.3,60.3,39.7,"Wasterkingen (ZH)",
71,59.7,59.7,40.3,"Wil (ZH)",
72,66.8,66.8,33.2,"Winkel (ZH)",
81,57.3,57.3,42.7,"Bachs (ZH)",
82,68.3,68.3,31.7,"Boppelsen (ZH)",
83,64.1,64.1,35.9,"Buchs (ZH)",
84,59.6,59.6,40.4,"Dällikon (ZH)",
85,63.5,63.5,36.5,"Dänikon (ZH)",
86,64,64,36,"Dielsdorf (ZH)",
87,67,67,33,"Hüttikon (ZH)",
88,63.9,63.9,36.1,"Neerach (ZH)",
89,61.7,61.7,38.3,"Niederglatt (ZH)",
90,62.8,62.8,37.2,"Niederhasli (ZH)",
91,63.2,63.2,36.8,"Niederweningen (ZH)",
92,60.2,60.2,39.8,"Oberglatt (ZH)",
93,64.3,64.3,35.7,"Oberweningen (ZH)",
94,66.2,66.2,33.8,"Otelfingen (ZH)",
95,56.5,56.5,43.5,"Regensberg (ZH)",
96,59,59,41,"Regensdorf (ZH)",
97,60.2,60.2,39.8,"Rümlang (ZH)",
98,59.4,59.4,40.6,"Schleinikon (ZH)",
99,68.1,68.1,31.9,"Schöfflisdorf (ZH)",
100,64.2,64.2,35.8,"Stadel (ZH)",
101,66.3,66.3,33.7,"Steinmaur (ZH)",
102,60.6,60.6,39.4,"Weiach (ZH)",
111,65.7,65.7,34.3,"Bäretswil (ZH)",
112,63.4,63.4,36.6,"Bubikon (ZH)",
113,64,64,36,"Dürnten (ZH)",
114,64.2,64.2,35.8,"Fischenthal (ZH)",
115,64.8,64.8,35.2,"Gossau (ZH)",
116,65.6,65.6,34.4,"Grüningen (ZH)",
117,63.8,63.8,36.2,"Hinwil (ZH)",
118,58.3,58.3,41.7,"Rüti (ZH)",
119,66.7,66.7,33.3,"Seegräben (ZH)",
120,57.8,57.8,42.2,"Wald (ZH)",
121,57.4,57.4,42.6,"Wetzikon (ZH)",
131,59.4,59.4,40.6,"Adliswil (ZH)",
135,60.9,60.9,39.1,"Kilchberg (ZH)",
136,60.8,60.8,39.2,"Langnau am Albis (ZH)",
137,61,61,39,"Oberrieden (ZH)",
138,60.5,60.5,39.5,"Richterswil (ZH)",
139,64.3,64.3,35.7,"Rüschlikon (ZH)",
141,50,0,0,"Thalwil (ZH)","Les résultats ne sont pas encore connus dans cette commune."
151,65.4,65.4,34.6,"Erlenbach (ZH)",
152,64.7,64.7,35.3,"Herrliberg (ZH)",
153,62.1,62.1,37.9,"Hombrechtikon (ZH)",
154,63.8,63.8,36.2,"Küsnacht (ZH)",
155,61.9,61.9,38.1,"Männedorf (ZH)",
156,62.2,62.2,37.8,"Meilen (ZH)",
157,62.4,62.4,37.6,"Oetwil am See (ZH)",
158,61.3,61.3,38.7,"Stäfa (ZH)",
159,64.6,64.6,35.4,"Uetikon am See (ZH)",
160,65.8,65.8,34.2,"Zumikon (ZH)",
161,62.3,62.3,37.7,"Zollikon (ZH)",
172,65.3,65.3,34.7,"Fehraltorf (ZH)",
173,63.7,63.7,36.3,"Hittnau (ZH)",
176,64.3,64.3,35.7,"Lindau (ZH)",
177,60.1,60.1,39.9,"Pfäffikon (ZH)",
178,64,64,36,"Russikon (ZH)",
180,66.8,66.8,33.2,"Weisslingen (ZH)",
181,63.3,63.3,36.7,"Wila (ZH)",
182,66.2,66.2,33.8,"Wildberg (ZH)",
191,60.9,60.9,39.1,"Dübendorf (ZH)",
192,61,61,39,"Egg (ZH)",
193,61.2,61.2,38.8,"Fällanden (ZH)",
194,61.4,61.4,38.6,"Greifensee (ZH)",
195,64.6,64.6,35.4,"Maur (ZH)",
196,60.3,60.3,39.7,"Mönchaltorf (ZH)",
197,63.1,63.1,36.9,"Schwerzenbach (ZH)",
198,58.8,58.8,41.2,"Uster (ZH)",
199,64.3,64.3,35.7,"Volketswil (ZH)",
200,66.6,66.6,33.4,"Wangen-Brüttisellen (ZH)",
211,65.3,65.3,34.7,"Altikon (ZH)",
213,69.2,69.2,30.8,"Brütten (ZH)",
214,62,62,38,"Dägerlen (ZH)",
215,64.2,64.2,35.8,"Dättlikon (ZH)",
216,68.7,68.7,31.3,"Dinhard (ZH)",
218,65.8,65.8,34.2,"Ellikon an der Thur (ZH)",
219,60.1,60.1,39.9,"Elsau (ZH)",
220,63,63,37,"Hagenbuch (ZH)",
221,64.1,64.1,35.9,"Hettlingen (ZH)",
223,65.8,65.8,34.2,"Neftenbach (ZH)",
224,62,62,38,"Pfungen (ZH)",
225,64.4,64.4,35.6,"Rickenbach (ZH)",
226,57.3,57.3,42.7,"Schlatt (ZH)",
227,62.6,62.6,37.4,"Seuzach (ZH)",
228,58.6,58.6,41.4,"Turbenthal (ZH)",
230,52.8,52.8,47.2,"Winterthour (ZH)",
231,60.9,60.9,39.1,"Zell (ZH)",
241,67.1,67.1,32.9,"Aesch (ZH)",
242,50,0,0,"Birmensdorf (ZH)","Les résultats ne sont pas encore connus dans cette commune."
243,57.6,57.6,42.4,"Dietikon (ZH)",
244,60.7,60.7,39.3,"Geroldswil (ZH)",
245,61.9,61.9,38.1,"Oberengstringen (ZH)",
246,68.1,68.1,31.9,"Oetwil an der Limmat (ZH)",
247,55.3,55.3,44.7,"Schlieren (ZH)",
248,65.6,65.6,34.4,"Uitikon (ZH)",
249,65.2,65.2,34.8,"Unterengstringen (ZH)",
250,60.7,60.7,39.3,"Urdorf (ZH)",
251,64.6,64.6,35.4,"Weiningen (ZH)",
261,49.1,49.1,50.9,"Zurich (ZH)",
291,64.9,64.9,35.1,"Andelfingen (ZH)",
292,62.8,62.8,37.2,"Stammheim (ZH)",
293,60.2,60.2,39.8,"Wädenswil (ZH)",
294,60.9,60.9,39.1,"Elgg (ZH)",
295,59.5,59.5,40.5,"Horgen (ZH)",
296,60.6,60.6,39.4,"Illnau-Effretikon (ZH)",
297,65.2,65.2,34.8,"Bauma (ZH)",
298,64.8,64.8,35.2,"Wiesendangen (ZH)",
