"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
301,50,0,0,"Aarberg (BE)","Les résultats ne sont pas encore connus dans cette commune."
302,50,0,0,"Bargen (BE)","Les résultats ne sont pas encore connus dans cette commune."
303,50,0,0,"Grossaffoltern (BE)","Les résultats ne sont pas encore connus dans cette commune."
304,50,0,0,"Kallnach (BE)","Les résultats ne sont pas encore connus dans cette commune."
305,50,0,0,"Kappelen (BE)","Les résultats ne sont pas encore connus dans cette commune."
306,50,0,0,"Lyss (BE)","Les résultats ne sont pas encore connus dans cette commune."
307,50,0,0,"Meikirch (BE)","Les résultats ne sont pas encore connus dans cette commune."
309,50,0,0,"Radelfingen (BE)","Les résultats ne sont pas encore connus dans cette commune."
310,50,0,0,"Rapperswil (BE)","Les résultats ne sont pas encore connus dans cette commune."
311,50,0,0,"Schüpfen (BE)","Les résultats ne sont pas encore connus dans cette commune."
312,50,0,0,"Seedorf (BE)","Les résultats ne sont pas encore connus dans cette commune."
321,58.8,58.8,41.2,"Aarwangen (BE)","La réforme du service civil passe la rampe avec 58,8 pour cent de oui à Aarwangen."
322,61.8,61.8,38.2,"Auswil (BE)","Les habitants d'Auswil acceptent à 61,8 pour cent la réforme du service civil."
323,54.8,54.8,45.2,"Bannwil (BE)","La réforme du service civil est approuvée à Bannwil par 54,8 pour cent des votants."
324,63.2,63.2,36.8,"Bleienbach (BE)","Bleienbach dit oui à 63,2 pour cent à la réforme du service civil."
325,67.3,67.3,32.7,"Busswil bei Melchnau (BE)","Les habitants de Busswil bei Melchnau soutiennent à 67,3 pour cent la réforme du service civil."
326,66.8,66.8,33.2,"Gondiswil (BE)","Les habitants de Gondiswil acceptent à 66,8 pour cent la réforme du service civil."
329,54.8,54.8,45.2,"Langenthal (BE)","Les habitants de Langenthal soutiennent à 54,8 pour cent la réforme du service civil."
331,55.9,55.9,44.1,"Lotzwil (BE)","Lotzwil dit oui à 55,9 pour cent à la réforme du service civil."
332,61.5,61.5,38.5,"Madiswil (BE)","A Madiswil, les habitants disent oui à 61,5 pour cent à la réforme du service civil."
333,58.1,58.1,41.9,"Melchnau (BE)","La réforme du service civil passe la rampe avec 58,1 pour cent de oui à Melchnau."
335,70.6,70.6,29.4,"Oeschenbach (BE)","Oeschenbach dit oui à 70,6 pour cent à la réforme du service civil."
336,65.6,65.6,34.4,"Reisiswil (BE)","La réforme du service civil est validée à Reisiswil. Les citoyens de cette petite commune sont 59 à soutenir le texte, contre 31 à le refuser."
