"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
6002,22.5,22.5,77.5,"Brig-Glis VS","77,5 Prozent der Stimmbürgerinnen und Stimmbürger von Brig-Glis sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #Gemeinde_f lag damals bei 58,6 Prozent."
6004,67.5,67.5,32.5,"Eggerberg VS","Eggerberg hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 67,5 Prozent. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in #Gemeinde_f gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 56,4 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
6007,5.7,5.7,94.3,"Naters VS","In Naters wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 94,3 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #Gemeinde_f lag damals bei 54,5 Prozent."
6008,53.1,53.1,46.9,"Ried-Brig VS","Mit 53,1 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Ried-Brig der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 59,5 Prozent der Stimmen abgelehnt."
6009,51.8,51.8,48.2,"Simplon VS","Mit 51,8 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Simplon der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 57,1 Prozent der Stimmen abgelehnt."
6010,15.4,15.4,84.6,"Termen VS","In Termen ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 84,6 Prozent der Stimmen gescheitert. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #Gemeinde_f lag damals bei 57,1 Prozent."
6011,54.5,54.5,45.5,"Zwischbergen VS","Mit 54,5 Prozent befürworten die Stimmberechtigten von Zwischbergen die Initiative ""Keine 10-Millionen-Schweiz"". Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» fällt geringer aus als jene für die Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #Gemeinde_f hatten damals mit 81,6 Prozent Ja gestimmt."
6021,16.6,16.6,83.4,"Ardon VS","In Ardon ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 83,4 Prozent der Stimmen gescheitert. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #Gemeinde_f lag damals bei 59,2 Prozent."
6022,52.3,52.3,47.7,"Chamoson VS","52,3 Prozent der Stimmbürgerinnen und Stimmbürger von Chamoson haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 62 Prozent der Stimmen abgelehnt."
6023,47.3,47.3,52.7,"Conthey VS","In Conthey findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 52,7 Prozent keine Mehrheit. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #Gemeinde_f hatten damals mit 62,8 Prozent Nein gestimmt."
