"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1701,46.3,46.3,53.7,"Baar ZG","In Baar wird das Zivildienstgesetz mit 53,7 Prozent abgelehnt. Baar lehnt das Zivildienstgesetz ab, der Kanton Zug nimmt sie an."
1702,61.7,61.7,38.3,"Cham ZG","In Cham wird das Zivildienstgesetz mit 61,7 Prozent angenommen. Übereinstimmend mit dem Kanton Zug stimmt Cham dem Zivildienstgesetz zu."
1703,56.8,56.8,43.2,"Hünenberg ZG","In Hünenberg wird das Zivildienstgesetz mit 56,8 Prozent angenommen. Übereinstimmend mit dem Kanton Zug stimmt Hünenberg dem Zivildienstgesetz zu."
1704,67.5,67.5,32.5,"Menzingen ZG","In Menzingen ist das Zivildienstgesetz mit 67,5 Prozent der Stimmen angenommen worden. Höchster Ja-Anteil zum Zivildienstgesetz im Kanton Zug: Menzingen."
1705,29.2,29.2,70.8,"Neuheim ZG","In Neuheim hat das Zivildienstgesetz keine Mehrheit gefunden: 70,8 Prozent lehnen die Vorlage ab. Neuheim lehnt das Zivildienstgesetz ab, der Kanton Zug nimmt sie an."
1706,37.6,37.6,62.4,"Oberägeri ZG","Oberägeri hat das Zivildienstgesetz mit 62,4 Prozent Nein-Stimmen verworfen. Oberägeri lehnt das Zivildienstgesetz ab, der Kanton Zug nimmt sie an."
1707,66.9,66.9,33.1,"Risch ZG","Das Zivildienstgesetz erreicht in Risch 66,9 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Zug stimmt Risch dem Zivildienstgesetz zu."
1708,0.4,0.4,99.6,"Steinhausen ZG","Steinhausen hat das Zivildienstgesetz mit 99,6 Prozent Nein-Stimmen verworfen. Steinhausen verzeichnet im Kanton Zug den höchsten Nein-Anteil zum Zivildienstgesetz."
1709,48.8,48.8,51.2,"Unterägeri ZG","Nein zum Zivildienstgesetz in Unterägeri: 51,2 Prozent. Unterägeri lehnt das Zivildienstgesetz ab, der Kanton Zug nimmt sie an."
1710,41.7,41.7,58.3,"Walchwil ZG","Walchwil hat das Zivildienstgesetz mit 58,3 Prozent Nein-Stimmen verworfen. Walchwil lehnt das Zivildienstgesetz ab, der Kanton Zug nimmt sie an."
1711,40,40,60,"Zug ZG","In Zug hat das Zivildienstgesetz keine Mehrheit gefunden: 60 Prozent lehnen die Vorlage ab. Zug lehnt das Zivildienstgesetz ab, der Kanton Zug nimmt sie an."
