"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
1,1.8,1.8,98.2,"Aeugst am Albis ZH","Aeugst am Albis hat sowohl die Wohnschutzinitiative (82 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (85,3 Prozent Nein) abgelehnt."
2,44.7,44.7,55.3,"Affoltern am Albis ZH","Die Wohnschutzinitiative ist in Affoltern am Albis mit 74,9 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 54,5 Prozent abgelehnt."
3,61.9,61.9,38.1,"Bonstetten ZH","Bonstetten hat sowohl die Wohnschutzinitiative (52,5 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (59,2 Prozent Nein) abgelehnt."
4,43.3,43.3,56.7,"Hausen am Albis ZH","58,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben sich für die Wohnschutzinitiative und 60,6 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 56,7 Prozent dem Gegenvorschlag den Vorrang."
5,48.2,48.2,51.8,"Hedingen ZH","Die Gemeinde Hedingen hat die Wohnschutzinitiative mit 93,4 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 58,3 Prozent abgelehnt."
6,13.6,13.6,86.4,"Kappel am Albis ZH","Kappel am Albis hat mit 97,7 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 66,1 Prozent."
7,31,31,69,"Knonau ZH","Knonau hat sich mit 50,4 Prozent gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 66,4 Prozent angenommen."
8,89.4,89.4,10.6,"Maschwanden ZH","92,7 Prozent der Abstimmenden in Maschwanden haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 52,3 Prozent."
9,12.8,12.8,87.2,"Mettmenstetten ZH","Mettmenstetten hat mit 53,9 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 64,8 Prozent ab."
10,64.6,64.6,35.4,"Obfelden ZH","Weder die Wohnschutzinitiative (73,5 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (68,9 Prozent Nein) haben in Obfelden eine Mehrheit gefunden."
