"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
5401,50,0,0,"Aigle (VD)","Les résultats ne sont pas encore connus dans cette commune."
5402,42.7,42.7,57.3,"Bex (VD)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 57,3 pour cent à Bex. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Bex avaient alors dit non à 63,1 pour cent."
5403,50,0,0,"Chessel (VD)","Les résultats ne sont pas encore connus dans cette commune."
5404,50,0,0,"Corbeyrier (VD)","Les résultats ne sont pas encore connus dans cette commune."
5405,36.5,36.5,63.5,"Gryon (VD)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Gryon. Ils ont refusé le texte à 63,5 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Gryon avaient alors dit non à 65,8 pour cent."
5406,50,0,0,"Lavey-Morcles (VD)","Les résultats ne sont pas encore connus dans cette commune."
5407,34.2,34.2,65.8,"Leysin (VD)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Leysin. Les habitants ont refusé le texte à 65,8 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Leysin avaient alors dit non à 71,5 pour cent."
5408,50,0,0,"Noville (VD)","Les résultats ne sont pas encore connus dans cette commune."
5409,50,0,0,"Ollon (VD)","Les résultats ne sont pas encore connus dans cette commune."
5410,52.7,52.7,47.3,"Ormont-Dessous (VD)","La population d'Ormont-Dessous approuve à 52,7 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Ormont-Dessous bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 51,3 pour cent des voix."
5411,50,0,0,"Ormont-Dessus (VD)","Les résultats ne sont pas encore connus dans cette commune."
5412,45.7,45.7,54.3,"Rennaz (VD)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Rennaz. Ils ont refusé le texte à 54,3 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Rennaz avaient alors dit non à 56,9 pour cent."
5413,50,0,0,"Roche (VD)","Les résultats ne sont pas encore connus dans cette commune."
5414,50,0,0,"Villeneuve (VD)","Les résultats ne sont pas encore connus dans cette commune."
5415,44.6,44.6,55.4,"Yvorne (VD)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens d'Yvorne. Ils ont refusé le texte à 55,4 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants d'Yvorne avaient alors dit non à 65,4 pour cent."
5422,34.9,34.9,65.1,"Aubonne (VD)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens d'Aubonne. Ils ont refusé le texte à 65,1 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants d'Aubonne avaient alors dit non à 73,6 pour cent."
5423,46,46,54,"Ballens (VD)","A Ballens, les citoyens rejettent à 54 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Ballens avaient alors dit non à 61,8 pour cent."
5424,43,43,57,"Berolle (VD)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 57 pour cent à Berolle. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Berolle avaient alors dit non à 69 pour cent."
5425,50,0,0,"Bière (VD)","Les résultats ne sont pas encore connus dans cette commune."
5426,50,0,0,"Bougy-Villars (VD)","Les résultats ne sont pas encore connus dans cette commune."
5427,34.7,34.7,65.3,"Féchy (VD)","A Féchy, les citoyens rejettent à 65,3 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Féchy avaient alors dit non à 68,7 pour cent."
5428,45,45,55,"Gimel (VD)","La population de Gimel rejette à 55 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Gimel avaient alors dit non à 65,2 pour cent."
5429,45.2,45.2,54.8,"Longirod (VD)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 54,8 pour cent à Longirod. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Longirod avaient alors dit non à 68,6 pour cent."
5430,36.8,36.8,63.2,"Marchissy (VD)","A Marchissy, les citoyens rejettent à 63,2 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Marchissy avaient alors dit non à 68,4 pour cent."
5431,53.1,53.1,46.9,"Mollens (VD)","Les habitants de Mollens (VD) soutiennent à 53,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Mollens (VD) bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 55,6 pour cent des voix."
5434,50,0,0,"Saint-George (VD)","Les résultats ne sont pas encore connus dans cette commune."
5435,40.6,40.6,59.4,"Saint-Livres (VD)","La population de Saint-Livres rejette à 59,4 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Saint-Livres avaient alors dit non à 64,5 pour cent."
5436,43.6,43.6,56.4,"Saint-Oyens (VD)","Les habitants de Saint-Oyens s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 56,4 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Saint-Oyens avaient alors dit non à 65,6 pour cent."
5437,44.4,44.4,55.6,"Saubraz (VD)","A Saubraz, les citoyens rejettent à 55,6 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Saubraz avaient alors dit non à 60,8 pour cent."
5451,50,0,0,"Avenches (VD)","Les résultats ne sont pas encore connus dans cette commune."
5456,45.9,45.9,54.1,"Cudrefin (VD)","A Cudrefin, les citoyens rejettent à 54,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Cudrefin avaient alors dit non à 63,1 pour cent."
