"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4001,77.5,77.5,22.5,"Aarau AG","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Aarau 77,5 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 74,4 Prozent der Stimmen abgelehnt."
4002,18.4,18.4,81.6,"Biberstein AG","In Biberstein wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 81,6 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #Gemeinde_f lag damals bei 64,1 Prozent."
4003,68.6,68.6,31.4,"Buchs AG","Mit 68,6 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Buchs AG der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 61,9 Prozent der Stimmen abgelehnt."
4004,40.9,40.9,59.1,"Densbüren AG","In Densbüren ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 59,1 Prozent der Stimmen gescheitert. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. #Gemeinde_f hatte die Zuwanderungsinitiative im Jahr 2020 mit 49,5 Prozent abgelehnt."
4005,72.4,72.4,27.6,"Erlinsbach AG","In Erlinsbach AG erhält die Initiative ""Keine 10-Millionen-Schweiz"" 72,4 Prozent Zustimmung. Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 59,5 Prozent der Stimmen abgelehnt."
4006,56.4,56.4,43.6,"Gränichen AG","Mit 56,4 Prozent befürworten die Stimmberechtigten von Gränichen die Initiative ""Keine 10-Millionen-Schweiz"". Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 54,1 Prozent der Stimmen abgelehnt."
4007,40.6,40.6,59.4,"Hirschthal AG","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Hirschthal 59,4 Prozent Nein-Stimmen. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. #Gemeinde_f hatte die Zuwanderungsinitiative im Jahr 2020 mit 48,1 Prozent abgelehnt."
4008,38.5,38.5,61.5,"Küttigen AG","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Küttigen 61,5 Prozent Nein-Stimmen. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #Gemeinde_f hatten damals mit 66,8 Prozent Nein gestimmt."
4009,70.3,70.3,29.7,"Muhen AG","Mit 70,3 Prozent befürworten die Stimmberechtigten von Muhen die Initiative ""Keine 10-Millionen-Schweiz"". Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 51,9 Prozent der Stimmen abgelehnt."
4010,79.9,79.9,20.1,"Oberentfelden AG","79,9 Prozent der Stimmbürgerinnen und Stimmbürger von Oberentfelden haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt #Gemeinde_f ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 55,1 Prozent der Stimmen abgelehnt."
